municipio,year,week,cases,humidity,idhm,population,rainfall,temperature
nilopolis,2014,25,0,75.9811448571,0.753,162693,6.8733334,21.6574525714
nilopolis,2014,26,0,72.1077185714,0.753,162693,8.6566669,21.5333104286
nilopolis,2014,27,0,74.4971454286,0.753,162693,7.5166663,22.8102172857
nilopolis,2014,28,0,74.7692365714,0.753,162693,7.726666399999999,21.5830897143
nilopolis,2014,29,0,65.6542567143,0.753,162693,8.26,21.174981
nilopolis,2014,30,0,65.5801792857,0.753,162693,9.730000000000002,20.9464954286
nilopolis,2014,31,0,77.4310037143,0.753,162693,7.959999900000001,19.0296498571
nilopolis,2014,32,0,72.1608368571,0.753,162693,8.8433331,20.5389268571
nilopolis,2014,33,0,74.8146857143,0.753,162693,6.743333100000001,20.4206867143
nilopolis,2014,34,0,76.458779,0.753,162693,8.4099999,21.7247115714
nilopolis,2014,35,0,71.7006051429,0.753,162693,8.280000000000001,21.5888538571
nilopolis,2014,36,0,68.9123048571,0.753,162693,14.1166662,21.9714247143
nilopolis,2014,37,0,65.2226591429,0.753,162693,14.1433334,23.2848067143
nilopolis,2014,38,0,66.047234,0.753,162693,14.4866671,23.8126912857
nilopolis,2014,39,0,66.641386,0.753,162693,16.4266669,22.9608818571
nilopolis,2014,40,1,64.616699,0.753,162693,18.7933334,23.3265195714
nilopolis,2014,41,0,55.3984485714,0.753,162693,18.1733334,23.0462022857
nilopolis,2014,42,0,67.5659562857,0.753,162693,14.2566669,24.8485022857
nilopolis,2014,43,0,66.6423092857,0.753,162693,19.3166667,23.4056465714
nilopolis,2014,44,0,59.6822172857,0.753,162693,18.86,26.0636972857
nilopolis,2014,45,0,61.3533404286,0.753,162693,25.690000000000005,26.8488297143
nilopolis,2014,46,0,69.7810808571,0.753,162693,27.9500002,23.8347364286
nilopolis,2014,47,0,57.8018488571,0.753,162693,28.9566666,23.9975097143
nilopolis,2014,48,0,73.9922344286,0.753,162693,29.796666199999997,25.4422558571
nilopolis,2014,49,0,64.9203794286,0.753,162693,25.9,25.9199597143
nilopolis,2014,50,0,58.551738,0.753,162693,27.9266664,28.0559908571
nilopolis,2014,51,0,60.0799731429,0.753,162693,30.929999599999995,26.2231377143
nilopolis,2014,52,0,62.3752074286,0.753,162693,39.82999999999999,28.341711
nilopolis,2015,1,0,58.0277104286,0.753,162693,23.5066664,28.7668954286
nilopolis,2015,2,0,54.599057,0.753,162693,42.0066666,30.2258697143
nilopolis,2015,3,0,61.1560384286,0.753,162693,47.226669,28.5979551429
nilopolis,2015,4,0,60.409108,0.753,162693,47.859999,28.6480495714
nilopolis,2015,5,0,77.2793425714,0.753,162693,39.106665,25.7480841429
nilopolis,2015,6,0,68.658559,0.753,162693,33.18000000000001,29.5935317143
nilopolis,2015,7,0,68.1876157143,0.753,162693,35.4133325,27.2830412857
nilopolis,2015,8,1,67.4642034286,0.753,162693,31.639999099999997,28.1493637143
nilopolis,2015,9,0,68.4690197143,0.753,162693,25.316666499999997,26.9564925714
nilopolis,2015,10,0,79.5580494286,0.753,162693,40.2566671,26.3270624286
nilopolis,2015,11,1,79.186538,0.753,162693,38.1866668,25.9089341429
nilopolis,2015,12,1,77.9136271429,0.753,162693,41.253333999999995,24.9292764286
nilopolis,2015,13,1,76.0706897143,0.753,162693,48.136669,25.3738958571
nilopolis,2015,14,1,73.3478137143,0.753,162693,24.376667,24.1157327143
nilopolis,2015,15,1,73.0317385714,0.753,162693,24.479999999999997,25.2475215714
nilopolis,2015,16,1,78.5188234286,0.753,162693,24.429999999999996,25.2890658571
nilopolis,2015,17,0,78.7451151429,0.753,162693,24.3899992,22.41283
nilopolis,2015,18,1,76.7873592857,0.753,162693,20.3533328,22.5841985714
nilopolis,2015,19,0,77.0881715714,0.753,162693,14.98,22.0154661429
nilopolis,2015,20,4,74.0153428571,0.753,162693,19.6,22.5425595714
nilopolis,2015,21,31,74.8451321429,0.753,162693,16.96,23.3035088571
nilopolis,2015,22,19,80.4142271429,0.753,162693,12.84,21.6820798571
nilopolis,2015,23,5,72.0513942857,0.753,162693,12.2266669,23.27992
nilopolis,2015,24,3,79.6610562857,0.753,162693,8.7600001,21.6352341429
nilopolis,2015,25,4,79.4337148571,0.753,162693,6.5166667,19.9232362857
nilopolis,2015,26,1,75.1357771429,0.753,162693,8.6566669,21.8607755714
nilopolis,2015,27,0,75.34519,0.753,162693,7.7066664,20.9909272857
nilopolis,2015,28,0,74.8888814286,0.753,162693,7.593333,23.195491
nilopolis,2015,29,1,74.0592504286,0.753,162693,8.26,22.0024621429
nilopolis,2015,30,0,78.3653037143,0.753,162693,9.52,22.3663114286
nilopolis,2015,31,7,69.1026785714,0.753,162693,8.086666600000001,23.2008928571
nilopolis,2015,32,5,68.2541762857,0.753,162693,8.8433331,22.0072007143
nilopolis,2015,33,4,65.6675308571,0.753,162693,7.043333100000002,23.194853
nilopolis,2015,34,3,74.075902,0.753,162693,7.9933332,21.8822091429
nilopolis,2015,35,3,71.3114128571,0.753,162693,9.660000000000002,22.2731214286
nilopolis,2015,36,3,81.9518964286,0.753,162693,12.0999996,21.5386001429
nilopolis,2015,37,0,73.3617014286,0.753,162693,14.1366666,24.2642298571
nilopolis,2015,38,1,71.9226971429,0.753,162693,14.1633338,25.5708752857
nilopolis,2015,39,1,75.9940057143,0.753,162693,16.4266669,25.1903882857
nilopolis,2015,40,1,71.0914071429,0.753,162693,18.3200001,23.413913
nilopolis,2015,41,0,67.7041038571,0.753,162693,18.9566667,26.978944
nilopolis,2015,42,0,72.2799628571,0.753,162693,14.2566669,24.1293255714
nilopolis,2015,43,0,73.1809577143,0.753,162693,18.4733334,24.3723204286
nilopolis,2015,44,0,80.70256375,0.753,162693,18.07,25.032152625
nilopolis,2015,45,0,74.6202654286,0.753,162693,25.690000000000005,26.51921
nilopolis,2015,46,4,73.9476672857,0.753,162693,27.5733335,26.2886291429
nilopolis,2015,47,2,75.7165828571,0.753,162693,28.7466667,24.5008075714
nilopolis,2015,48,1,83.4605657143,0.753,162693,29.796666199999997,23.8179575714
nilopolis,2015,49,6,81.8770762857,0.753,162693,26.4566666,24.4453948571
nilopolis,2015,50,10,77.2273807143,0.753,162693,27.4199998,26.2239085714
nilopolis,2015,51,4,74.8888885714,0.753,162693,29.446666199999996,26.206349
nilopolis,2015,52,2,75.9339308571,0.753,162693,39.82999999999999,26.8962304286
nilopolis,2016,1,9,76.085932,0.753,162693,41.1366662,24.7084997143
nilopolis,2016,2,13,85.0086574286,0.753,162693,47.226669,25.3194447143
nilopolis,2016,3,9,87.2857142857,0.753,162693,47.733333,22.1424034286
nilopolis,2016,4,25,81.842758,0.753,162693,41.239998,25.9725198571
nilopolis,2016,5,11,68.2063364286,0.753,162693,33.18000000000001,28.7875097143
nilopolis,2016,6,11,70.7325221429,0.753,162693,34.966666000000004,27.4795461429
nilopolis,2016,7,61,84.0723612857,0.753,162693,33.9733323,25.5902892857
nilopolis,2016,8,35,81.8395837143,0.753,162693,19.9733331,25.7920631429
nilopolis,2016,9,49,79.7282054286,0.753,162693,37.766667,25.086078
nilopolis,2016,10,48,83.0568071429,0.753,162693,37.8733336,25.8543151429
nilopolis,2016,11,35,87.8478077143,0.753,162693,38.5,24.0195617143
nilopolis,2016,12,54,84.6715902857,0.753,162693,48.136669,24.8051945714
nilopolis,2016,13,32,86.7307868571,0.753,162693,31.130001,25.3334607143
nilopolis,2016,14,24,84.3746485714,0.753,162693,24.5,24.3362101429
nilopolis,2016,15,19,73.4763242857,0.753,162693,24.429999999999996,27.0495775714
nilopolis,2016,16,15,75.3020821429,0.753,162693,24.4033328,26.0113095714
nilopolis,2016,17,8,78.9060062857,0.753,162693,23.0399992,22.4208602857
nilopolis,2016,18,0,84.2525521429,0.753,162693,14.98,19.5986521429
nilopolis,2016,19,1,86.001908,0.753,162693,18.28,21.7888465714
nilopolis,2016,20,0,85.9360391429,0.753,162693,18.28,21.2558442857
nilopolis,2016,21,0,85.5237014286,0.753,162693,14.98,19.5521914286
nilopolis,2016,22,0,86.5875,0.753,162693,10.8733335,20.8392857143
nilopolis,2016,23,0,85.9749194286,0.753,162693,10.493333500000002,18.9789771429
nilopolis,2016,24,0,82.318182,0.753,162693,6.16,15.603896
nilopolis,2016,25,0,84.6049505714,0.753,162693,8.3000002,18.5300322857
nilopolis,2016,26,0,89.0090905714,0.753,162693,8.086666600000001,18.6406928571
nilopolis,2016,27,0,81.8984121429,0.753,162693,7.3266662,18.8205357143
nilopolis,2016,28,0,83.2477627143,0.753,162693,8.26,19.7804115714
nilopolis,2016,29,0,75.6039665714,0.753,162693,9.1,17.4207281429
nilopolis,2016,30,0,84.2075222857,0.753,162693,8.340000000000002,18.3124727143
nilopolis,2016,31,0,77.2278764286,0.753,162693,8.8433331,19.6906714286
nilopolis,2016,32,0,78.3549517143,0.753,162693,7.643333100000001,18.999838
nilopolis,2016,33,0,82.2345777143,0.753,162693,7.1599998000000005,20.0120128571
nilopolis,2016,34,1,78.1625808571,0.753,162693,9.660000000000002,18.3731331429
nilopolis,2016,35,0,79.7764314286,0.753,162693,10.8266664,21.2135487143
nilopolis,2016,36,0,80.1710228571,0.753,162693,14.123333,21.3379057143
nilopolis,2016,37,0,74.1457975714,0.753,162693,14.1633338,22.117262
nilopolis,2016,38,0,82.7192005714,0.753,162693,15.7800003,20.0947261429
nilopolis,2016,39,0,86.0699494286,0.753,162693,17.3733335,18.6718165714
nilopolis,2016,40,0,82.1857601429,0.753,162693,19.74,19.439869
nilopolis,2016,41,0,77.5217357143,0.753,162693,15.040000199999998,21.7247565714
nilopolis,2016,42,0,81.0249435714,0.753,162693,16.7866668,24.4192885714
nilopolis,2016,43,0,79.0697271429,0.753,162693,20.159999999999997,22.0634355714
nilopolis,2016,44,0,77.9994385714,0.753,162693,22.020000000000003,21.613259
nilopolis,2016,45,0,82.8491414286,0.753,162693,26.8200001,22.8086918571
nilopolis,2016,46,0,83.1088544286,0.753,162693,28.3266669,22.1137831429
nilopolis,2016,47,1,77.2405757143,0.753,162693,29.796666199999997,21.60496
nilopolis,2016,48,0,72.2297725714,0.753,162693,27.5699998,24.1194185714
nilopolis,2016,49,0,82.4947415714,0.753,162693,26.4066666,23.0922621429
nilopolis,2016,50,0,84.8356144286,0.753,162693,29.446666199999996,23.884325
nilopolis,2016,51,0,75.4131951429,0.753,162693,36.86333319999999,24.9980158571
nilopolis,2016,52,1,73.7981792857,0.753,162693,28.449999999999996,27.3815921429
nilopolis,2017,1,0,73.5362105714,0.753,162693,41.1366662,27.7683532857
nilopolis,2017,2,0,81.5944061429,0.753,162693,45.4866682,25.8047232857
nilopolis,2017,3,0,79.8873991429,0.753,162693,47.480001,25.8526787143
nilopolis,2017,4,0,81.5594051429,0.753,162693,48.113331,26.1001621429
nilopolis,2017,5,0,78.7167665714,0.753,162693,30.573333000000005,25.5530751429
nilopolis,2017,6,0,80.7517842857,0.753,162693,34.073333000000005,25.5284441429
nilopolis,2017,7,0,74.948412,0.753,162693,36.3066655,25.4399795714
nilopolis,2017,8,0,74.3353537143,0.753,162693,22.306666299999996,25.2783548571
nilopolis,2017,9,0,80.4177485714,0.753,162693,38.1300002,25.3017317143
nilopolis,2017,10,0,79.5125,0.753,162693,37.716667,26.1194442857
nilopolis,2017,11,0,80.6729162857,0.753,162693,38.5,25.249603
nilopolis,2017,12,0,84.035035,0.753,162693,46.760002,21.8279198571
nilopolis,2017,13,0,83.0007127143,0.753,162693,34.506668000000005,21.9647272857
nilopolis,2017,14,0,84.3815382857,0.753,162693,24.5,22.6971497143
nilopolis,2017,15,0,84.1411522857,0.753,162693,24.44,23.5427578571
nilopolis,2017,16,0,79.3530514286,0.753,162693,24.4099996,22.5196045714
nilopolis,2017,17,1,86.9110391429,0.753,162693,24.3833324,20.7065474286
nilopolis,2017,18,0,86.0430105714,0.753,162693,14.98,19.9677128571
nilopolis,2017,19,1,83.8135341429,0.753,162693,17.62,20.4415672857
nilopolis,2017,20,0,83.5490262857,0.753,162693,18.94,19.7954545714
nilopolis,2017,21,0,88.2522371429,0.753,162693,14.98,19.67316
nilopolis,2017,22,0,86.8458862857,0.753,162693,11.2666668,20.0717892857
nilopolis,2017,23,0,84.0722228571,0.753,162693,11.360000200000002,20.5734128571
nilopolis,2017,24,0,88.6922891429,0.753,162693,6.16,18.4409091429
nilopolis,2017,25,0,88.5304472857,0.753,162693,7.9433335,19.4232322857
nilopolis,2017,26,1,87.0744151429,0.753,162693,8.2766667,17.7423911429
nilopolis,2017,27,0,84.825,0.753,162693,7.3266662,17.0035714286
nilopolis,2017,28,0,85.2965374286,0.753,162693,8.1266666,18.4896102857
nilopolis,2017,29,0,83.9523805714,0.753,162693,8.890000000000002,18.54127
nilopolis,2017,30,0,82.9063485714,0.753,162693,9.730000000000002,18.4327202857
nilopolis,2017,31,0,80.3968257143,0.753,162693,7.5799998,18.2555557143
nilopolis,2017,32,0,79.3532477143,0.753,162693,7.943333100000001,18.3468975714
nilopolis,2017,33,0,83.6707477143,0.753,162693,6.743333100000001,19.4070295714
nilopolis,2017,34,0,82.3829371429,0.753,162693,9.660000000000002,18.1821428571
nilopolis,2017,35,0,80.4974022857,0.753,162693,10.1899998,18.8849721429
nilopolis,2017,36,0,74.883888,0.753,162693,14.1166662,18.6268058
nilopolis,2017,37,0,,0.753,162693,14.1633338,
nilopolis,2017,38,0,,0.753,162693,15.456667,
nilopolis,2017,39,0,,0.753,162693,16.9000002,
nilopolis,2017,40,0,,0.753,162693,19.74,
nilopolis,2017,41,0,,0.753,162693,15.8233335,
nilopolis,2017,42,0,,0.753,162693,15.943333499999998,
nilopolis,2017,43,0,,0.753,162693,20.159999999999997,
nilopolis,2017,44,0,,0.753,162693,21.230000000000004,
nilopolis,2017,45,0,,0.753,162693,26.4433334,
nilopolis,2017,46,0,54.200398,0.753,162693,28.3266669,28.951087
nilopolis,2017,47,0,77.7171978571,0.753,162693,29.586666299999997,24.5238097143
nilopolis,2017,48,0,72.2437457143,0.753,162693,28.1266664,25.1666668571
nilopolis,2017,49,0,76.8028658571,0.753,162693,25.9,24.257993
nilopolis,2017,50,0,77.2555742857,0.753,162693,29.446666199999996,23.6238094286
nilopolis,2017,51,1,76.7526777143,0.753,162693,35.37999979999999,25.796032
nilopolis,2017,52,0,82.025202,0.753,162693,40.01666659999999,25.6821428571
nilopolis,2018,1,0,82.4826302857,0.753,162693,41.1366662,25.1777778571
nilopolis,2018,2,0,78.6560084286,0.753,162693,44.6166678,25.7687891429
nilopolis,2018,3,0,73.423488,0.753,162693,47.353335,26.8273811429
nilopolis,2018,4,0,77.9716627143,0.753,162693,48.113331,26.574603
nilopolis,2018,5,1,82.02291,0.753,162693,32.706666000000006,24.1142857143
nilopolis,2018,6,0,80.4792082857,0.753,162693,33.626666500000006,24.5388891429
nilopolis,2018,7,1,79.2693641429,0.753,162693,36.3066655,25.7845237143
nilopolis,2018,8,0,83.5137105714,0.753,162693,24.639999499999995,25.3257574286
nilopolis,2018,9,0,79.3488392857,0.753,162693,35.640000099999995,26.4226188571
nilopolis,2018,10,0,84.0694442857,0.753,162693,37.5600004,25.648052
nilopolis,2018,11,1,81.1266691429,0.753,162693,38.5,26.2454542857
nilopolis,2018,12,0,82.3445464286,0.753,162693,45.383335,25.7636362857
nilopolis,2018,13,1,79.1392778571,0.753,162693,37.883335,25.0
nilopolis,2018,14,0,83.8479745714,0.753,162693,24.5,24.9337662857
nilopolis,2018,15,0,80.7044871429,0.753,162693,24.449999999999996,24.2077925714
nilopolis,2018,16,0,81.6303011429,0.753,162693,24.4166664,22.2670997143
nilopolis,2018,17,0,75.69391,0.753,162693,24.3833324,24.7124742857
nilopolis,2018,18,0,72.5968542857,0.753,162693,16.3233332,24.8333337143
nilopolis,2018,19,0,72.8736837143,0.753,162693,16.96,24.0295031429
nilopolis,2018,20,0,73.0103335714,0.753,162693,19.6,24.4226188571
nilopolis,2018,21,0,76.9799422857,0.753,162693,14.98,20.1430737143
nilopolis,2018,22,1,83.302395,0.753,162693,11.6600001,19.9636362857
nilopolis,2018,23,0,84.3113594286,0.753,162693,12.2266669,20.6441557143
nilopolis,2018,24,0,86.7603477143,0.753,162693,6.16,20.7142857143
nilopolis,2018,25,0,85.7492771429,0.753,162693,7.5866668,19.8766234286
nilopolis,2018,26,1,84.3473014286,0.753,162693,8.466666799999999,21.1688311429
nilopolis,2018,27,0,87.8519401429,0.753,162693,7.3266662,20.8116882857
nilopolis,2018,28,0,85.7988257143,0.753,162693,7.9933332,18.5948054286
nilopolis,2018,29,1,79.4077948571,0.753,162693,8.680000000000001,21.77868
nilopolis,2018,30,1,80.0970942857143,0.753,162693,9.730000000000002,22.5357142857143
nilopolis,2018,31,0,80.4714658571429,0.753,162693,7.706666500000001,21.5892857142857
nilopolis,2018,32,0,80.8785835714286,0.753,162693,8.243333100000001,20.8202377142857
nilopolis,2018,33,0,82.53715,0.753,162693,6.743333100000001,19.3713201428571
nilopolis,2018,34,0,86.078374,0.753,162693,9.2433333,20.4129871428571
nilopolis,2018,35,0,85.9954757142857,0.753,162693,9.5533332,19.7142857142857
nilopolis,2018,36,0,83.0528431428571,0.753,162693,14.1166662,19.8844154285714
nilopolis,2018,37,1,80.11769,0.753,162693,14.156667,20.0000005714286
nilopolis,2018,38,1,88.223822,0.753,162693,15.1333337,22.1948048571
nilopolis,2018,39,0,86.8177112857,0.753,162693,16.4266669,23.3584414286
nilopolis,2018,40,0,83.5870837143,0.753,162693,19.74,23.6953465714
nilopolis,2018,41,0,85.1572437143,0.753,162693,16.6066668,24.375
nilopolis,2018,42,0,83.8479424286,0.753,162693,15.1000002,23.5194805714
nilopolis,2018,43,0,83.9800065714,0.753,162693,20.159999999999997,21.4545454286
nilopolis,2018,44,0,82.1331148571,0.753,162693,20.44,22.5649351429
nilopolis,2018,45,0,88.5308537143,0.753,162693,26.066666700000003,21.9190477143
nilopolis,2018,46,0,83.7167734286,0.753,162693,28.3266669,24.5142857143
nilopolis,2018,47,0,83.52003,0.753,162693,29.3766664,22.8571428571
nilopolis,2018,48,0,80.7594808571,0.753,162693,28.683333,24.2730157143
nilopolis,2018,49,0,85.171617,0.753,162693,25.9,23.1321428571
nilopolis,2018,50,0,66.3526121429,0.753,162693,28.939999599999993,27.2738097143
nilopolis,2018,51,1,70.6446821429,0.753,162693,33.896666399999994,29.315476
nilopolis,2018,52,0,83.47795,0.753,162693,39.82999999999999,25.2330085714
nilopolis,2019,1,1,83.6415685714,0.753,162693,40.9499996,25.9857142857
nilopolis,2019,2,0,80.824093,0.753,162693,43.7466674,26.5571428571
nilopolis,2019,3,0,70.4716677143,0.753,162693,47.226669,28.7892857143
nilopolis,2019,4,0,72.1841194286,0.753,162693,48.113331,29.2202382857
nilopolis,2019,5,0,64.4393865714,0.753,162693,34.839999000000006,30.5535717143
nilopolis,2019,6,0,81.07607,0.753,162693,33.18000000000001,25.4841274286
nilopolis,2019,7,0,83.3250257143,0.753,162693,36.3066655,25.2666664286
nilopolis,2019,8,0,90.3090427143,0.753,162693,26.973332699999997,25.403896
nilopolis,2019,9,1,87.1531185714,0.753,162693,33.15,25.7584417143
nilopolis,2019,10,0,88.3172435714,0.753,162693,37.4033338,25.8246751429
nilopolis,2019,11,2,86.9056078571,0.753,162693,38.5,26.2129871429
nilopolis,2019,12,1,91.903172,0.753,162693,44.006668,24.725974
nilopolis,2019,13,0,87.2365157143,0.753,162693,41.260002,23.6480517143
nilopolis,2019,14,1,84.442725,0.753,162693,24.5,24.1277057143
nilopolis,2019,15,0,91.6160334286,0.753,162693,24.459999999999997,24.4071428571
nilopolis,2019,16,2,86.3973914286,0.753,162693,24.4233332,24.2621754286
nilopolis,2019,17,0,86.6249885714,0.753,162693,24.3833324,24.5919295714
nilopolis,2019,18,0,89.3449678571,0.753,162693,17.6666664,24.1376622857
nilopolis,2019,19,1,88.1819048571,0.753,162693,16.3,23.4675322857
nilopolis,2019,20,3,91.1251622857,0.753,162693,19.6,23.3337662857
nilopolis,2019,21,1,91.8653642857,0.753,162693,15.64,22.1168834286
nilopolis,2019,22,0,86.93222,0.753,162693,12.0533334,22.1168831429
nilopolis,2019,23,1,91.7512828571,0.753,162693,12.2266669,19.766234
nilopolis,2019,24,0,89.057758,0.753,162693,7.0266667,21.3196971429
nilopolis,2019,25,0,88.8829201429,0.753,162693,7.2300001,20.922078
nilopolis,2019,26,0,88.8282721429,0.753,162693,8.6566669,21.2272725714
nilopolis,2019,27,0,86.2954871429,0.753,162693,7.3266662,21.4142854286
nilopolis,2019,28,0,84.0627335714,0.753,162693,7.859999799999999,16.3116887143
nilopolis,2019,29,0,81.0379188571,0.753,162693,8.47,17.9090908571
nilopolis,2019,30,0,85.9213765714,0.753,162693,9.730000000000002,18.6493508571
nilopolis,2019,31,0,84.1522228571,0.753,162693,7.833333200000001,20.4155845714
nilopolis,2019,32,0,88.5005578571,0.753,162693,8.5433331,18.2987015714
nilopolis,2019,33,0,82.4543371429,0.753,162693,6.743333100000001,18.8298701429
nilopolis,2019,34,1,82.0384407143,0.753,162693,8.826666600000001,19.0595237143
nilopolis,2019,35,0,80.9308534286,0.753,162693,8.9166666,18.792208
nilopolis,2019,36,0,86.7479682857,0.753,162693,14.1166662,20.3285717143
nilopolis,2019,37,1,83.7106027143,0.753,162693,14.1500002,21.3636365714
