municipio,year,week,cases,humidity,idhm,population,rainfall,temperature
natividade,2023,30,4,81.2186285714,0.673,9250,4.3925,20.1000285714
natividade,2023,31,8,74.8542714286,0.673,9250,4.0774998,19.0783
natividade,2023,32,6,72.5165714286,0.673,9250,4.7995832,21.2689142857
natividade,2023,33,3,73.6237571429,0.673,9250,4.856249999999999,21.8483285714
natividade,2023,34,2,71.4330428571,0.673,9250,6.1133337999999995,23.0123428571
natividade,2023,35,4,84.9039857143,0.673,9250,6.375,19.6751428571
natividade,2023,36,1,74.713,0.673,9250,8.7616662,22.5122857143
natividade,2023,37,1,69.3979285714,0.673,9250,10.54375,22.5020428571
natividade,2023,38,0,67.7112714286,0.673,9250,15.1804168,23.9683857143
natividade,2023,39,0,67.1713714286,0.673,9250,18.6293752,25.0450714286
natividade,2023,40,1,76.9654285714,0.673,9250,18.458125,24.9670714286
natividade,2023,41,1,70.5961714286,0.673,9250,18.1810415,25.4274571429
natividade,2023,42,14,78.7868428571,0.673,9250,21.9252083,22.9359857143
natividade,2023,43,15,77.6522857143,0.673,9250,31.562708800000003,23.9452714286
natividade,2023,44,1,76.3233714286,0.673,9250,33.7537494,25.9442
natividade,2023,45,3,66.9077428571,0.673,9250,43.1268742,23.3035428571
natividade,2023,46,2,60.7691,0.673,9250,48.5872912,29.7336857143
natividade,2023,47,23,67.7401142857,0.673,9250,51.8485396,25.9847714286
natividade,2023,48,30,75.1840142857,0.673,9250,50.791456200000006,24.8274
natividade,2023,49,9,72.0076571429,0.673,9250,48.6572898,26.9747714286
natividade,2023,50,14,74.2629571429,0.673,9250,56.63583100000001,24.1162142857
natividade,2023,51,3,75.3903285714,0.673,9250,57.790831,25.2628285714
natividade,2023,52,1,75.9609,0.673,9250,58.41853959999999,25.7360142857
natividade,2024,1,4,86.2423571429,0.673,9250,65.3668742,22.8128285714
natividade,2024,2,13,76.1063857143,0.673,9250,48.51645839999999,26.0468
natividade,2024,3,14,74.1357714286,0.673,9250,41.8637504,27.0332428571
natividade,2024,4,31,84.1813,0.673,9250,40.06625,23.9299
natividade,2024,5,71,84.4598428571,0.673,9250,29.156666,24.6118857143
natividade,2024,6,44,83.5231285714,0.673,9250,31.1739575,24.6119857143
natividade,2024,7,34,78.7530428571,0.673,9250,32.2714595,25.2660571429
natividade,2024,8,76,86.0589,0.673,9250,25.155833,24.6512857143
natividade,2024,9,63,77.6726142857,0.673,9250,34.610416,25.5801857143
natividade,2024,10,49,82.4564285714,0.673,9250,43.575,24.5952857143
natividade,2024,11,53,79.8221285714,0.673,9250,33.2704169,25.2665142857
natividade,2024,12,61,76.9492714286,0.673,9250,35.26875009999999,26.5344857143
natividade,2024,13,47,87.2926,0.673,9250,31.514999999999993,23.2435857143
natividade,2024,14,55,79.7110142857,0.673,9250,21.256666900000003,23.9902285714
natividade,2024,15,29,81.3567571429,0.673,9250,19.2066669,23.0983
natividade,2024,16,22,80.5286142857,0.673,9250,17.1902086,22.5481
natividade,2024,17,11,78.0962,0.673,9250,14.3164588,22.6901
natividade,2024,18,19,73.8027,0.673,9250,11.524791799999996,24.3259571429
natividade,2024,19,11,75.8015714286,0.673,9250,10.519375,24.0397714286
natividade,2024,20,10,68.6807142857,0.673,9250,10.7975,24.3653857143
natividade,2024,21,8,70.2648,0.673,9250,9.8849996,23.2935714286
natividade,2024,22,2,76.9121857143,0.673,9250,7.384582999999999,20.7621428571
natividade,2024,23,3,76.8326285714,0.673,9250,6.380208099999999,20.0278571429
natividade,2024,24,1,69.3500285714,0.673,9250,4.398958299999999,20.4601857143
natividade,2024,25,2,65.0735428571,0.673,9250,4.4131251,21.5436571429
natividade,2024,26,0,64.9288571429,0.673,9250,4.8722919000000005,22.9538285714
natividade,2024,27,0,70.3736428571,0.673,9250,3.5247916199999993,20.7970142857
natividade,2024,28,0,72.6454857143,0.673,9250,3.67312498,22.0412
natividade,2024,29,0,70.5123857143,0.673,9250,3.87125,20.3459142857
natividade,2024,30,0,66.405,0.673,9250,4.3925,19.5451857143
natividade,2024,31,0,71.2076428571,0.673,9250,3.9733332,20.6584714286
natividade,2024,32,0,67.4399,0.673,9250,4.7712498,21.9251
natividade,2024,33,1,65.5290285714,0.673,9250,4.856249999999999,19.3013857143
natividade,2024,34,0,57.4043571429,0.673,9250,5.754167,23.0422142857
natividade,2024,35,0,65.5747857143,0.673,9250,5.6183336,19.3359571429
natividade,2024,36,0,64.8975714286,0.673,9250,8.7616662,23.6208714286
natividade,2024,37,0,54.6174857143,0.673,9250,10.034583199999998,24.7585714286
natividade,2024,38,0,64.7166142857,0.673,9250,12.8620834,23.1871714286
natividade,2024,39,0,59.2855857143,0.673,9250,18.6579169,25.7038
natividade,2024,40,0,64.6268428571,0.673,9250,18.4866667,23.4895142857
natividade,2024,41,1,73.8584,0.673,9250,18.2918749,22.4702285714
natividade,2024,42,0,77.4668142857,0.673,9250,18.0702081,22.4077571429
natividade,2024,43,0,78.0029571429,0.673,9250,31.562708800000003,24.7573714286
natividade,2024,44,0,83.3745285714,0.673,9250,31.073749799999995,21.3558571429
natividade,2024,45,0,81.3894,0.673,9250,40.9427074,23.1836857143
natividade,2024,46,0,79.5899142857,0.673,9250,48.5872912,22.4679571429
natividade,2024,47,0,84.5390857143,0.673,9250,50.761456800000005,23.0314142857
natividade,2024,48,0,69.7223,0.673,9250,51.858539400000005,23.9838428571
natividade,2024,49,0,78.6981,0.673,9250,48.6572898,25.4172142857
natividade,2024,50,1,74.134,0.673,9250,54.356247800000006,24.8859428571
natividade,2024,51,0,78.0908714286,0.673,9250,57.213331,24.8718142857
natividade,2024,52,1,83.0531428571,0.673,9250,58.65708099999999,24.3767428571
natividade,2025,1,0,83.4811714286,0.673,9250,40.705208,24.1253714286
natividade,2025,2,5,84.0677,0.673,9250,52.7518748,23.6579428571
natividade,2025,3,7,84.634,0.673,9250,42.1633338,23.0773285714
natividade,2025,4,13,73.4665142857,0.673,9250,40.3658334,27.1127142857
natividade,2025,5,8,77.8543285714,0.673,9250,31.749583,25.6845428571
natividade,2025,6,20,66.5464857143,0.673,9250,30.991040499999997,26.3723285714
natividade,2025,7,37,70.1518428571,0.673,9250,32.0885425,26.0694142857
natividade,2025,8,16,62.1707285714,0.673,9250,28.0020836,27.4204857143
natividade,2025,9,10,71.4706714286,0.673,9250,34.7595824,25.7556285714
natividade,2025,10,11,72.8331,0.673,9250,43.575,24.9344
natividade,2025,11,0,68.9156714286,0.673,9250,34.7425002,26.8935142857
natividade,2025,12,0,85.6907857143,0.673,9250,34.769166799999994,23.3183428571
natividade,2025,13,4,82.8136,0.673,9250,36.76749999999999,23.713
natividade,2025,14,11,83.9889714286,0.673,9250,18.2200002,24.1617428571
natividade,2025,15,10,81.2673285714,0.673,9250,19.7191669,21.5803571429
natividade,2025,16,0,84.1095571429,0.673,9250,17.6691669,22.4119285714
natividade,2025,17,19,82.3296142857,0.673,9250,14.3164588,21.9345428571
natividade,2025,18,16,79.2250285714,0.673,9250,12.083125199999998,21.0969285714
natividade,2025,19,18,80.0616857143,0.673,9250,10.46375,21.3546
natividade,2025,20,10,82.2418714286,0.673,9250,10.7975,19.7897714286
natividade,2025,21,1,76.7274142857,0.673,9250,10.037083,20.3717714286
natividade,2025,22,2,82.1584571429,0.673,9250,7.8635413,20.5032285714
natividade,2025,23,0,79.7813285714,0.673,9250,6.380208099999999,21.1068714286
natividade,2025,24,0,77.9739571429,0.673,9250,4.729166599999999,18.4270857143
natividade,2025,25,0,74.9957857143,0.673,9250,4.2983334,18.2406857143
natividade,2025,26,0,71.8565142857,0.673,9250,4.8722919000000005,19.6352142857
natividade,2025,27,0,79.2060857143,0.673,9250,3.71729166,18.2971714286
natividade,2025,28,0,76.2050714286,0.673,9250,3.63604164,16.9232571429
natividade,2025,29,0,71.4861571429,0.673,9250,3.784375,17.9109571429
natividade,2025,30,1,72.6592428571,0.673,9250,4.3925,19.4104857143
natividade,2025,31,0,64.2447571429,0.673,9250,3.9212499,18.5304285714
natividade,2025,32,0,67.3417857143,0.673,9250,4.7570831,19.7605714286
natividade,2025,33,0,70.6657428571,0.673,9250,4.856249999999999,18.2077571429
natividade,2025,34,0,66.0808428571,0.673,9250,5.5745835999999995,20.1541
natividade,2025,35,0,71.6865,0.673,9250,5.2400004,21.5429714286
natividade,2025,36,0,74.0712428571,0.673,9250,8.7616662,19.5855857143
natividade,2025,37,0,74.1218714286,0.673,9250,9.7799998,21.0840285714
natividade,2025,38,0,72.57,0.673,9250,11.7029167,21.5556857143
natividade,2025,39,0,66.3647285714,0.673,9250,18.6579169,21.3812857143
natividade,2025,40,0,66.0459571429,0.673,9250,18.5152084,21.0055714286
natividade,2025,41,0,70.3303,0.673,9250,18.3472916,22.614
natividade,2025,42,0,75.9635666667,0.673,9250,18.0702081,24.1006666667
natividade,2025,43,1,75.5726285714286,0.673,9250,29.635208700000003,18.3952714285714
natividade,2025,44,0,71.8453571428571,0.673,9250,29.73375,23.4438428571429
natividade,2025,45,0,75.6643285714286,0.673,9250,40.9427074,24.1482
natividade,2025,46,0,71.2222428571429,0.673,9250,47.4952078,21.2963857142857
natividade,2025,47,0,68.3656428571429,0.673,9250,50.2179154,23.9435142857143
natividade,2025,48,0,75.4886,0.673,9250,52.392081000000005,22.8013142857143
natividade,2025,49,1,75.6338857142857,0.673,9250,48.6572898,23.9509857142857
natividade,2025,50,1,71.8881714285714,0.673,9250,53.2164562,26.0843714285714
natividade,2025,51,1,84.0956428571429,0.673,9250,56.924581,23.9093428571429
natividade,2025,52,0,74.6203857142857,0.673,9250,58.65708099999999,25.1686571428571
nilopolis,2010,1,0,71.6878768571,0.753,162693,41.1366662,28.7143218571
nilopolis,2010,2,0,68.7718511429,0.753,162693,47.226669,29.0219465714
nilopolis,2010,3,0,70.1015372857,0.753,162693,47.733333,28.3440917143
nilopolis,2010,4,1,71.2741272857,0.753,162693,41.239998,27.82251
nilopolis,2010,5,2,62.2182282857,0.753,162693,33.18000000000001,29.93503
nilopolis,2010,6,0,60.0581467143,0.753,162693,34.966666000000004,30.0842164286
nilopolis,2010,7,2,66.9845861429,0.753,162693,33.9733323,28.5630474286
nilopolis,2010,8,1,69.6163411429,0.753,162693,19.9733331,27.7363575714
nilopolis,2010,9,0,85.098077,0.753,162693,43.1100004,23.4484352857
nilopolis,2010,10,1,70.6293854286,0.753,162693,38.0300002,27.7837714286
nilopolis,2010,11,0,77.8115477143,0.753,162693,39.876667,26.2812981429
nilopolis,2010,12,3,72.2825791429,0.753,162693,48.136669,27.7732617143
nilopolis,2010,13,2,78.0739482857,0.753,162693,27.753334,26.4759311429
nilopolis,2010,14,1,83.6164134286,0.753,162693,24.49,22.3579805714
nilopolis,2010,15,0,74.9564522857,0.753,162693,24.429999999999996,23.923137
nilopolis,2010,16,0,72.1409014286,0.753,162693,24.396666,26.6441378571
nilopolis,2010,17,0,76.4792634286,0.753,162693,21.696666,24.3545712857
nilopolis,2010,18,5,71.5554257143,0.753,162693,14.98,25.2672824286
nilopolis,2010,19,0,77.0390437143,0.753,162693,18.94,21.6047834286
nilopolis,2010,20,1,75.6852551429,0.753,162693,17.62,22.5766078571
nilopolis,2010,21,2,78.0134351429,0.753,162693,14.98,22.1925432857
nilopolis,2010,22,0,75.5265737143,0.753,162693,10.4800002,20.9447915714
nilopolis,2010,23,0,72.7014482857,0.753,162693,9.6266668,19.5463551429
nilopolis,2010,24,1,73.8321825714,0.753,162693,6.16,19.855121
nilopolis,2010,25,3,77.6903727143,0.753,162693,8.6566669,20.9768768571
nilopolis,2010,26,0,77.3637797143,0.753,162693,7.8966665,20.9634187143
nilopolis,2010,27,1,72.7112228571,0.753,162693,7.4599996,21.5186797143
nilopolis,2010,28,0,79.5913175714,0.753,162693,8.26,22.1165352857
nilopolis,2010,29,1,73.1109654286,0.753,162693,9.310000000000002,22.1065281429
nilopolis,2010,30,1,70.714088,0.753,162693,8.2133333,22.4541952857
nilopolis,2010,31,0,75.2904438571,0.753,162693,8.8433331,21.1851608571
nilopolis,2010,32,0,68.2476962857,0.753,162693,7.3433331000000015,20.8647751429
nilopolis,2010,33,0,69.1963331429,0.753,162693,7.5766665,18.4086425714
nilopolis,2010,34,1,65.6747477143,0.753,162693,9.660000000000002,23.0905947143
nilopolis,2010,35,0,65.1817397143,0.753,162693,11.463333,24.00216
nilopolis,2010,36,2,72.1874777143,0.753,162693,14.1299998,20.8977844286
nilopolis,2010,37,1,67.5868977143,0.753,162693,14.1633338,22.867817
nilopolis,2010,38,0,67.6538537143,0.753,162693,16.1033336,22.9974414286
nilopolis,2010,39,2,80.58446,0.753,162693,17.8466668,23.0846721429
nilopolis,2010,40,1,69.8926254286,0.753,162693,19.74,22.5871482857
nilopolis,2010,41,1,66.9529571429,0.753,162693,14.2566669,21.5558501429
nilopolis,2010,42,0,70.7976728571,0.753,162693,17.630000099999997,22.630543
nilopolis,2010,43,0,72.7468995714,0.753,162693,17.279999999999998,23.4215234286
nilopolis,2010,44,0,70.1202528571,0.753,162693,25.690000000000005,24.5164578571
nilopolis,2010,45,2,73.1051668571,0.753,162693,27.1966668,23.4790137143
nilopolis,2010,46,0,77.3316128571,0.753,162693,28.5366668,22.7361037143
nilopolis,2010,47,1,78.5043862857,0.753,162693,29.796666199999997,25.2333891429
nilopolis,2010,48,0,70.7394845714,0.753,162693,27.0133332,27.665807
nilopolis,2010,49,2,74.9383,0.753,162693,26.913333199999997,26.8313822857
nilopolis,2010,50,2,73.6508234286,0.753,162693,29.446666199999996,27.251472
nilopolis,2010,51,3,73.4302178571,0.753,162693,38.34666659999999,27.2902845714
nilopolis,2010,52,2,78.1730494286,0.753,162693,22.76,25.210525
nilopolis,2011,1,6,74.5020167143,0.753,162693,41.1366662,26.8299248571
nilopolis,2011,2,5,73.7809805714,0.753,162693,46.3566686,27.679376
nilopolis,2011,3,12,70.03197,0.753,162693,47.606667,28.6837555714
nilopolis,2011,4,27,60.6542052857,0.753,162693,48.113331,29.2912538571
nilopolis,2011,5,79,65.9950637143,0.753,162693,28.440000000000005,28.5751108571
nilopolis,2011,6,74,58.191167,0.753,162693,34.519999500000004,29.5115685714
nilopolis,2011,7,173,59.8565668571,0.753,162693,36.3066655,28.705501
nilopolis,2011,8,193,65.2050685714,0.753,162693,19.9733331,28.0092165714
nilopolis,2011,9,142,79.2771765714,0.753,162693,40.6200003,24.923765
nilopolis,2011,10,44,82.2759901429,0.753,162693,37.8733336,24.7992038571
nilopolis,2011,11,116,75.6510141429,0.753,162693,38.5,26.0254931429
nilopolis,2011,12,165,76.2257228571,0.753,162693,48.136669,25.4244797143
nilopolis,2011,13,122,77.3854348571,0.753,162693,31.130001,25.9791444286
nilopolis,2011,14,215,75.9825771429,0.753,162693,24.5,24.794183
nilopolis,2011,15,90,73.2755042857,0.753,162693,24.429999999999996,26.9428302857
nilopolis,2011,16,109,70.8502114286,0.753,162693,24.4033328,26.5241647143
nilopolis,2011,17,52,80.1776931429,0.753,162693,23.0399992,23.4723625714
nilopolis,2011,18,36,74.7754185714,0.753,162693,14.98,23.960024
nilopolis,2011,19,22,78.4226457143,0.753,162693,18.28,22.4422618571
nilopolis,2011,20,7,79.1955242857,0.753,162693,18.28,20.3423671429
nilopolis,2011,21,20,74.9483757143,0.753,162693,14.98,21.1448094286
nilopolis,2011,22,9,73.0292342857,0.753,162693,10.8733335,20.8369817143
nilopolis,2011,23,7,71.2075637143,0.753,162693,10.493333500000002,19.5611477143
nilopolis,2011,24,7,74.6643142857,0.753,162693,6.16,19.8021314286
nilopolis,2011,25,3,77.6235157143,0.753,162693,8.3000002,21.4276238571
nilopolis,2011,26,0,75.031766,0.753,162693,8.086666600000001,20.41707
nilopolis,2011,27,0,77.8625694286,0.753,162693,7.3266662,17.9132621429
nilopolis,2011,28,3,74.57566,0.753,162693,8.26,20.248041
nilopolis,2011,29,2,74.0966637143,0.753,162693,9.1,22.0531657143
nilopolis,2011,30,0,69.1853512857,0.753,162693,8.340000000000002,21.2777328571
nilopolis,2011,31,0,68.2420134286,0.753,162693,8.8433331,20.7968127143
nilopolis,2011,32,0,73.0959988571,0.753,162693,7.643333100000001,22.0922461429
nilopolis,2011,33,0,63.9047948571,0.753,162693,7.1599998000000005,23.7215448571
nilopolis,2011,34,0,75.6101271429,0.753,162693,9.660000000000002,20.8940505714
nilopolis,2011,35,1,60.000338,0.753,162693,10.8266664,22.0900734286
nilopolis,2011,36,1,67.3451391429,0.753,162693,14.123333,22.282422
nilopolis,2011,37,2,71.4947417143,0.753,162693,14.1633338,21.0481841429
nilopolis,2011,38,0,63.9115282857,0.753,162693,15.7800003,22.4842795714
nilopolis,2011,39,1,65.3206145714,0.753,162693,17.3733335,22.508755
nilopolis,2011,40,0,69.4495665714,0.753,162693,19.74,23.4172164286
nilopolis,2011,41,0,71.9263837143,0.753,162693,15.040000199999998,25.3077655714
nilopolis,2011,42,0,76.2696637143,0.753,162693,16.7866668,20.307378
nilopolis,2011,43,0,63.8171225714,0.753,162693,20.159999999999997,25.3548388571
nilopolis,2011,44,1,67.5441308571,0.753,162693,22.020000000000003,20.5889347143
nilopolis,2011,45,0,65.7711015714,0.753,162693,26.8200001,24.5449921429
nilopolis,2011,46,0,77.622237,0.753,162693,28.3266669,22.390538
nilopolis,2011,47,0,70.7026794286,0.753,162693,29.796666199999997,24.3412987143
nilopolis,2011,48,0,74.6949554286,0.753,162693,27.5699998,23.9468008571
nilopolis,2011,49,1,76.7201368571,0.753,162693,26.4066666,24.52345
nilopolis,2011,50,1,72.9043405714,0.753,162693,29.446666199999996,25.6351062857
nilopolis,2011,51,1,63.4447514286,0.753,162693,36.86333319999999,27.7684524286
nilopolis,2011,52,5,78.92118925,0.753,162693,40.20333319999999,24.210594625
nilopolis,2012,1,7,77.9992842857,0.753,162693,41.1366662,24.5757165714
nilopolis,2012,2,5,72.5968114286,0.753,162693,45.4866682,26.1073811429
nilopolis,2012,3,15,70.9307285714,0.753,162693,47.480001,27.070807
nilopolis,2012,4,11,68.7933367143,0.753,162693,48.113331,26.6157475714
nilopolis,2012,5,11,72.285444,0.753,162693,30.573333000000005,25.5153737143
nilopolis,2012,6,26,64.9413142857,0.753,162693,34.073333000000005,28.1038594286
nilopolis,2012,7,22,69.6472951429,0.753,162693,36.3066655,26.7990137143
nilopolis,2012,8,16,62.7462475714,0.753,162693,22.306666299999996,27.9046742857
nilopolis,2012,9,45,58.791062,0.753,162693,32.7866668,29.0068037143
nilopolis,2012,10,28,69.3969342857,0.753,162693,37.5600004,26.4563654286
nilopolis,2012,11,24,70.6525534286,0.753,162693,38.5,26.5113768571
nilopolis,2012,12,37,72.032457,0.753,162693,45.383335,25.9385567143
nilopolis,2012,13,48,77.6368351429,0.753,162693,37.883335,25.613578
nilopolis,2012,14,46,74.9577928571,0.753,162693,24.5,25.9257305714
nilopolis,2012,15,88,75.21984,0.753,162693,24.449999999999996,26.2174461429
nilopolis,2012,16,140,74.0812091429,0.753,162693,24.4166664,24.8082207143
nilopolis,2012,17,148,76.4992594286,0.753,162693,24.3833324,24.5159877143
nilopolis,2012,18,163,79.2455612857,0.753,162693,16.3233332,22.0007441429
nilopolis,2012,19,106,73.46796,0.753,162693,16.96,23.3998525714
nilopolis,2012,20,88,81.2450971429,0.753,162693,19.6,20.5313412857
nilopolis,2012,21,35,74.58362,0.753,162693,14.98,21.724629
nilopolis,2012,22,27,76.9228671429,0.753,162693,11.6600001,23.8295408571
nilopolis,2012,23,9,80.0667094286,0.753,162693,12.2266669,23.403831
nilopolis,2012,24,0,79.0826565714,0.753,162693,6.16,21.998106
nilopolis,2012,25,4,77.3920528571,0.753,162693,7.5866668,22.9622331429
nilopolis,2012,26,12,78.454498,0.753,162693,8.466666799999999,21.596392
nilopolis,2012,27,2,69.5343214286,0.753,162693,7.3266662,23.2789985714
nilopolis,2012,28,0,75.5452662857,0.753,162693,7.9933332,20.2125832857
nilopolis,2012,29,1,79.581506,0.753,162693,8.680000000000001,19.5047768571
nilopolis,2012,30,1,73.8706871429,0.753,162693,9.730000000000002,22.7463395714
nilopolis,2012,31,0,72.3950348571,0.753,162693,7.706666500000001,23.143593
nilopolis,2012,32,0,69.4282837143,0.753,162693,8.243333100000001,21.2610887143
nilopolis,2012,33,1,70.4473214286,0.753,162693,6.743333100000001,22.3821428571
nilopolis,2012,34,2,64.9151785714,0.753,162693,9.2433333,22.375
nilopolis,2012,35,1,72.2442735714,0.753,162693,9.5533332,20.8763978571
nilopolis,2012,36,0,67.3125,0.753,162693,14.1166662,22.1071428571
nilopolis,2012,37,0,69.3705357143,0.753,162693,14.156667,24.1964285714
nilopolis,2012,38,0,64.7320074286,0.753,162693,15.1333337,25.6784951429
nilopolis,2012,39,1,65.4598214286,0.753,162693,16.4266669,20.451885
nilopolis,2012,40,0,61.7231291429,0.753,162693,19.74,23.899151
nilopolis,2012,41,0,63.2930428571,0.753,162693,16.6066668,24.9870515714
nilopolis,2012,42,0,66.3650848571,0.753,162693,15.1000002,23.4884667143
nilopolis,2012,43,0,69.7176135714,0.753,162693,20.159999999999997,26.0582077143
nilopolis,2012,44,0,72.5902342857,0.753,162693,20.44,25.9390295714
nilopolis,2012,45,0,74.1461694286,0.753,162693,26.066666700000003,24.9488768571
nilopolis,2012,46,0,76.9531872857,0.753,162693,28.3266669,23.0893051429
nilopolis,2012,47,0,69.8986191429,0.753,162693,29.3766664,24.5371727143
nilopolis,2012,48,1,78.7174048571,0.753,162693,28.683333,24.0522902857
nilopolis,2012,49,0,65.3484708571,0.753,162693,25.9,28.3878214286
nilopolis,2012,50,0,72.3431092857,0.753,162693,28.939999599999993,27.5107312857
nilopolis,2012,51,2,70.9800951429,0.753,162693,33.896666399999994,28.3084948571
nilopolis,2012,52,0,62.9786604286,0.753,162693,45.70666659999999,29.7473328571
nilopolis,2013,1,1,70.3677132857,0.753,162693,40.9499996,27.5989344286
nilopolis,2013,2,1,71.7374815714,0.753,162693,43.7466674,26.9013825714
nilopolis,2013,3,1,77.7332085714,0.753,162693,47.226669,25.6266178571
nilopolis,2013,4,1,76.1786977143,0.753,162693,48.113331,25.8530075714
nilopolis,2013,5,0,78.09375,0.753,162693,34.839999000000006,25.3833874286
nilopolis,2013,6,2,79.0714664286,0.753,162693,33.18000000000001,25.7053495714
nilopolis,2013,7,1,67.3015431429,0.753,162693,36.3066655,29.2732682857
nilopolis,2013,8,2,63.9708328571,0.753,162693,26.973332699999997,29.3973214286
nilopolis,2013,9,0,73.3164262857,0.753,162693,33.15,26.3829684286
nilopolis,2013,10,2,72.4378257143,0.753,162693,37.4033338,27.9660935714
nilopolis,2013,11,11,75.934373,0.753,162693,38.5,27.4130211429
nilopolis,2013,12,23,79.6352414286,0.753,162693,44.006668,25.2358194286
nilopolis,2013,13,15,79.238264,0.753,162693,41.260002,24.5895805714
nilopolis,2013,14,24,80.5959728571,0.753,162693,24.5,25.5585297143
nilopolis,2013,15,10,74.0999012857,0.753,162693,24.459999999999997,25.6377295714
nilopolis,2013,16,5,72.8998698571,0.753,162693,24.4233332,22.9354891429
nilopolis,2013,17,3,73.2174285714,0.753,162693,24.3833324,22.5548177143
nilopolis,2013,18,1,72.3771491429,0.753,162693,17.6666664,24.3170322857
nilopolis,2013,19,3,70.5117034286,0.753,162693,16.3,21.9845278571
nilopolis,2013,20,0,75.4746722857,0.753,162693,19.6,23.5595744286
nilopolis,2013,21,1,75.80119,0.753,162693,15.64,22.3052234286
nilopolis,2013,22,0,76.1129434286,0.753,162693,12.0533334,22.256313
nilopolis,2013,23,0,81.0068365714,0.753,162693,12.2266669,22.3558297143
nilopolis,2013,24,1,77.1357505714,0.753,162693,7.0266667,22.706891
nilopolis,2013,25,0,76.17658,0.753,162693,7.2300001,22.661409
nilopolis,2013,26,0,76.9263637143,0.753,162693,8.6566669,22.5835138571
nilopolis,2013,27,1,78.8013492857,0.753,162693,7.3266662,20.9448172857
nilopolis,2013,28,1,74.5832957143,0.753,162693,7.859999799999999,20.3349847143
nilopolis,2013,29,0,74.0512527143,0.753,162693,8.47,23.1525962857
nilopolis,2013,30,0,77.0854864286,0.753,162693,9.730000000000002,19.650072
nilopolis,2013,31,0,72.278256,0.753,162693,7.833333200000001,20.3139138571
nilopolis,2013,32,0,70.945068,0.753,162693,8.5433331,22.8795497143
nilopolis,2013,33,0,71.9157071429,0.753,162693,6.743333100000001,20.2856662857
nilopolis,2013,34,0,68.7184288571,0.753,162693,8.826666600000001,22.4046511429
nilopolis,2013,35,0,69.743783,0.753,162693,8.9166666,20.8422942857
nilopolis,2013,36,0,70.6968282857,0.753,162693,14.1166662,22.2448151429
nilopolis,2013,37,0,64.7563365714,0.753,162693,14.1500002,23.8322291429
nilopolis,2013,38,0,66.9534548571,0.753,162693,14.8100004,25.7326137143
nilopolis,2013,39,0,67.3455142857,0.753,162693,16.4266669,22.0636132857
nilopolis,2013,40,0,75.3018645714,0.753,162693,19.2666667,23.1462598571
nilopolis,2013,41,1,62.8063464286,0.753,162693,17.390000099999998,21.1080934286
nilopolis,2013,42,0,69.6669248571,0.753,162693,14.2566669,23.8788158571
nilopolis,2013,43,0,67.7420562857,0.753,162693,20.159999999999997,26.0967265714
nilopolis,2013,44,0,59.9249534286,0.753,162693,19.65,22.7656151429
nilopolis,2013,45,0,71.6328948571,0.753,162693,25.690000000000005,22.562738
nilopolis,2013,46,0,59.674668,0.753,162693,28.3266669,26.5132527143
nilopolis,2013,47,0,69.4093337143,0.753,162693,29.1666665,25.0672645714
nilopolis,2013,48,0,73.9546891429,0.753,162693,29.239999599999997,25.1612815714
nilopolis,2013,49,0,70.0645471429,0.753,162693,25.9,26.615496
nilopolis,2013,50,0,73.8623534286,0.753,162693,28.433333,25.2312837143
nilopolis,2013,51,0,73.3831935714,0.753,162693,32.413332999999994,24.2871917143
nilopolis,2013,52,0,73.2630522857,0.753,162693,39.82999999999999,26.282987
nilopolis,2014,1,0,65.4732601429,0.753,162693,40.763333,29.5375668571
nilopolis,2014,2,0,59.8441745714,0.753,162693,42.876667000000005,28.5874827143
nilopolis,2014,3,0,65.380169,0.753,162693,47.226669,27.9237614286
nilopolis,2014,4,0,60.3848118571,0.753,162693,47.986665,28.8765168571
nilopolis,2014,5,0,54.6360118571,0.753,162693,36.973332,29.6009984286
nilopolis,2014,6,0,50.2580641429,0.753,162693,33.18000000000001,30.3074592857
nilopolis,2014,7,0,49.2634411429,0.753,162693,35.859999,29.5
nilopolis,2014,8,0,66.3106181429,0.753,162693,29.306665899999995,26.0923742857
nilopolis,2014,9,0,54.0559704286,0.753,162693,30.659999899999995,29.2750847143
nilopolis,2014,10,1,71.5022634286,0.753,162693,37.4033338,25.9911225714
nilopolis,2014,11,0,63.3486557143,0.753,162693,38.3433334,28.1210444286
nilopolis,2014,12,0,56.0006581429,0.753,162693,42.630001,28.8555072857
nilopolis,2014,13,0,74.9207857143,0.753,162693,48.136669,24.3000142857
nilopolis,2014,14,0,73.199432,0.753,162693,21.0,25.9364454286
nilopolis,2014,15,0,66.5592462857,0.753,162693,24.469999999999995,26.0146292857
nilopolis,2014,16,0,77.0619057143,0.753,162693,24.429999999999996,24.26875
nilopolis,2014,17,2,70.9701248571,0.753,162693,24.3833324,24.506957
nilopolis,2014,18,0,64.4988485714,0.753,162693,19.0099996,21.9156108571
nilopolis,2014,19,0,70.7822474286,0.753,162693,15.64,24.0784121429
nilopolis,2014,20,0,68.6398114286,0.753,162693,19.6,21.4625155714
nilopolis,2014,21,0,71.7624761429,0.753,162693,16.3,23.4151115714
nilopolis,2014,22,0,75.5395811429,0.753,162693,12.4466667,21.1776422857
nilopolis,2014,23,1,70.1947371429,0.753,162693,12.2266669,22.2529445714
nilopolis,2014,24,1,71.4853948571,0.753,162693,7.8933334,23.2640922857
