municipio,year,week,idhm
seropedica,2017,39,0.713
silva jardim,2017,39,0.654
sumidouro,2017,39,0.611
tangua,2017,39,0.654
teresopolis,2017,39,0.73
trajano de moraes,2017,39,0.667
tres rios,2017,39,0.725
valenca,2017,39,0.623
varre-sai,2017,39,0.659
vassouras,2017,39,0.714
volta redonda,2017,39,0.771
angra dos reis,2017,40,0.724
aperibe,2017,40,0.692
araruama,2017,40,0.718
areal,2017,40,0.684
armacao dos buzios,2017,40,0.728
arraial do cabo,2017,40,0.733
barra do pirai,2017,40,0.733
barra mansa,2017,40,0.729
belford roxo,2017,40,0.684
bom jardim,2017,40,0.538
bom jesus do itabapoana,2017,40,0.732
cabo frio,2017,40,0.735
cachoeiras de macacu,2017,40,0.7
cambuci,2017,40,0.691
carapebus,2017,40,0.713
comendador levy gasparian,2017,40,0.685
campos dos goytacazes,2017,40,0.716
cantagalo,2017,40,0.631
cardoso moreira,2017,40,0.648
carmo,2017,40,0.696
casimiro de abreu,2017,40,0.726
conceicao de macabu,2017,40,0.712
cordeiro,2017,40,0.729
duas barras,2017,40,0.659
duque de caxias,2017,40,0.711
engenheiro paulo de frontin,2017,40,0.722
guapimirim,2017,40,0.698
iguaba grande,2017,40,0.761
itaborai,2017,40,0.693
itaguai,2017,40,0.715
italva,2017,40,0.688
itaocara,2017,40,0.713
itaperuna,2017,40,0.73
itatiaia,2017,40,0.737
japeri,2017,40,0.659
laje do muriae,2017,40,0.668
macae,2017,40,0.764
macuco,2017,40,0.703
mage,2017,40,0.709
mangaratiba,2017,40,0.753
marica,2017,40,0.765
mendes,2017,40,0.736
mesquita,2017,40,0.656
miguel pereira,2017,40,0.745
miracema,2017,40,0.713
natividade,2017,40,0.673
nilopolis,2017,40,0.753
niteroi,2017,40,0.837
nova friburgo,2017,40,0.745
nova iguacu,2017,40,0.713
paracambi,2017,40,0.72
paraiba do sul,2017,40,0.702
paraty,2017,40,0.693
paty do alferes,2017,40,0.671
petropolis,2017,40,0.745
pinheiral,2017,40,0.715
pirai,2017,40,0.708
porciuncula,2017,40,0.697
porto real,2017,40,0.713
quatis,2017,40,0.69
queimados,2017,40,0.68
quissama,2017,40,0.704
resende,2017,40,0.768
rio bonito,2017,40,0.71
rio claro,2017,40,0.683
rio das flores,2017,40,0.68
rio das ostras,2017,40,0.773
rio de janeiro,2017,40,0.799
santa maria madalena,2017,40,0.668
santo antonio de padua,2017,40,0.718
sao francisco de itabapoana,2017,40,0.639
sao fidelis,2017,40,0.691
sao goncalo,2017,40,0.739
sao joao da barra,2017,40,0.671
sao joao de meriti,2017,40,0.719
sao jose de uba,2017,40,0.652
sao jose do vale do rio preto,2017,40,0.66
sao pedro da aldeia,2017,40,0.712
sao sebastiao do alto,2017,40,0.646
sapucaia,2017,40,0.59
saquarema,2017,40,0.709
seropedica,2017,40,0.713
silva jardim,2017,40,0.654
sumidouro,2017,40,0.611
tangua,2017,40,0.654
teresopolis,2017,40,0.73
trajano de moraes,2017,40,0.667
tres rios,2017,40,0.725
valenca,2017,40,0.623
varre-sai,2017,40,0.659
vassouras,2017,40,0.714
volta redonda,2017,40,0.771
angra dos reis,2017,41,0.724
aperibe,2017,41,0.692
araruama,2017,41,0.718
areal,2017,41,0.684
armacao dos buzios,2017,41,0.728
arraial do cabo,2017,41,0.733
barra do pirai,2017,41,0.733
barra mansa,2017,41,0.729
belford roxo,2017,41,0.684
bom jardim,2017,41,0.538
bom jesus do itabapoana,2017,41,0.732
cabo frio,2017,41,0.735
cachoeiras de macacu,2017,41,0.7
cambuci,2017,41,0.691
carapebus,2017,41,0.713
comendador levy gasparian,2017,41,0.685
campos dos goytacazes,2017,41,0.716
cantagalo,2017,41,0.631
cardoso moreira,2017,41,0.648
carmo,2017,41,0.696
casimiro de abreu,2017,41,0.726
conceicao de macabu,2017,41,0.712
cordeiro,2017,41,0.729
duas barras,2017,41,0.659
duque de caxias,2017,41,0.711
engenheiro paulo de frontin,2017,41,0.722
guapimirim,2017,41,0.698
iguaba grande,2017,41,0.761
itaborai,2017,41,0.693
itaguai,2017,41,0.715
italva,2017,41,0.688
itaocara,2017,41,0.713
itaperuna,2017,41,0.73
itatiaia,2017,41,0.737
japeri,2017,41,0.659
laje do muriae,2017,41,0.668
macae,2017,41,0.764
macuco,2017,41,0.703
mage,2017,41,0.709
mangaratiba,2017,41,0.753
marica,2017,41,0.765
mendes,2017,41,0.736
mesquita,2017,41,0.656
miguel pereira,2017,41,0.745
miracema,2017,41,0.713
natividade,2017,41,0.673
nilopolis,2017,41,0.753
niteroi,2017,41,0.837
nova friburgo,2017,41,0.745
nova iguacu,2017,41,0.713
paracambi,2017,41,0.72
paraiba do sul,2017,41,0.702
paraty,2017,41,0.693
paty do alferes,2017,41,0.671
petropolis,2017,41,0.745
pinheiral,2017,41,0.715
pirai,2017,41,0.708
porciuncula,2017,41,0.697
porto real,2017,41,0.713
quatis,2017,41,0.69
queimados,2017,41,0.68
quissama,2017,41,0.704
resende,2017,41,0.768
rio bonito,2017,41,0.71
rio claro,2017,41,0.683
rio das flores,2017,41,0.68
rio das ostras,2017,41,0.773
rio de janeiro,2017,41,0.799
santa maria madalena,2017,41,0.668
santo antonio de padua,2017,41,0.718
sao francisco de itabapoana,2017,41,0.639
sao fidelis,2017,41,0.691
sao goncalo,2017,41,0.739
sao joao da barra,2017,41,0.671
sao joao de meriti,2017,41,0.719
sao jose de uba,2017,41,0.652
sao jose do vale do rio preto,2017,41,0.66
sao pedro da aldeia,2017,41,0.712
sao sebastiao do alto,2017,41,0.646
sapucaia,2017,41,0.59
saquarema,2017,41,0.709
seropedica,2017,41,0.713
silva jardim,2017,41,0.654
sumidouro,2017,41,0.611
tangua,2017,41,0.654
teresopolis,2017,41,0.73
trajano de moraes,2017,41,0.667
tres rios,2017,41,0.725
valenca,2017,41,0.623
varre-sai,2017,41,0.659
vassouras,2017,41,0.714
volta redonda,2017,41,0.771
angra dos reis,2017,42,0.724
aperibe,2017,42,0.692
araruama,2017,42,0.718
areal,2017,42,0.684
armacao dos buzios,2017,42,0.728
arraial do cabo,2017,42,0.733
barra do pirai,2017,42,0.733
barra mansa,2017,42,0.729
belford roxo,2017,42,0.684
bom jardim,2017,42,0.538
bom jesus do itabapoana,2017,42,0.732
cabo frio,2017,42,0.735
cachoeiras de macacu,2017,42,0.7
cambuci,2017,42,0.691
carapebus,2017,42,0.713
comendador levy gasparian,2017,42,0.685
campos dos goytacazes,2017,42,0.716
cantagalo,2017,42,0.631
cardoso moreira,2017,42,0.648
carmo,2017,42,0.696
casimiro de abreu,2017,42,0.726
conceicao de macabu,2017,42,0.712
cordeiro,2017,42,0.729
duas barras,2017,42,0.659
duque de caxias,2017,42,0.711
engenheiro paulo de frontin,2017,42,0.722
guapimirim,2017,42,0.698
iguaba grande,2017,42,0.761
itaborai,2017,42,0.693
itaguai,2017,42,0.715
italva,2017,42,0.688
itaocara,2017,42,0.713
itaperuna,2017,42,0.73
itatiaia,2017,42,0.737
japeri,2017,42,0.659
laje do muriae,2017,42,0.668
macae,2017,42,0.764
macuco,2017,42,0.703
mage,2017,42,0.709
mangaratiba,2017,42,0.753
marica,2017,42,0.765
mendes,2017,42,0.736
mesquita,2017,42,0.656
miguel pereira,2017,42,0.745
miracema,2017,42,0.713
natividade,2017,42,0.673
nilopolis,2017,42,0.753
niteroi,2017,42,0.837
nova friburgo,2017,42,0.745
nova iguacu,2017,42,0.713
paracambi,2017,42,0.72
paraiba do sul,2017,42,0.702
paraty,2017,42,0.693
paty do alferes,2017,42,0.671
petropolis,2017,42,0.745
pinheiral,2017,42,0.715
pirai,2017,42,0.708
porciuncula,2017,42,0.697
porto real,2017,42,0.713
quatis,2017,42,0.69
queimados,2017,42,0.68
quissama,2017,42,0.704
resende,2017,42,0.768
rio bonito,2017,42,0.71
rio claro,2017,42,0.683
rio das flores,2017,42,0.68
rio das ostras,2017,42,0.773
rio de janeiro,2017,42,0.799
santa maria madalena,2017,42,0.668
santo antonio de padua,2017,42,0.718
sao francisco de itabapoana,2017,42,0.639
sao fidelis,2017,42,0.691
sao goncalo,2017,42,0.739
sao joao da barra,2017,42,0.671
sao joao de meriti,2017,42,0.719
sao jose de uba,2017,42,0.652
sao jose do vale do rio preto,2017,42,0.66
sao pedro da aldeia,2017,42,0.712
sao sebastiao do alto,2017,42,0.646
sapucaia,2017,42,0.59
saquarema,2017,42,0.709
seropedica,2017,42,0.713
silva jardim,2017,42,0.654
sumidouro,2017,42,0.611
tangua,2017,42,0.654
teresopolis,2017,42,0.73
trajano de moraes,2017,42,0.667
tres rios,2017,42,0.725
valenca,2017,42,0.623
varre-sai,2017,42,0.659
vassouras,2017,42,0.714
volta redonda,2017,42,0.771
angra dos reis,2017,43,0.724
aperibe,2017,43,0.692
araruama,2017,43,0.718
areal,2017,43,0.684
armacao dos buzios,2017,43,0.728
arraial do cabo,2017,43,0.733
barra do pirai,2017,43,0.733
barra mansa,2017,43,0.729
belford roxo,2017,43,0.684
bom jardim,2017,43,0.538
bom jesus do itabapoana,2017,43,0.732
cabo frio,2017,43,0.735
cachoeiras de macacu,2017,43,0.7
cambuci,2017,43,0.691
carapebus,2017,43,0.713
comendador levy gasparian,2017,43,0.685
campos dos goytacazes,2017,43,0.716
cantagalo,2017,43,0.631
cardoso moreira,2017,43,0.648
carmo,2017,43,0.696
casimiro de abreu,2017,43,0.726
conceicao de macabu,2017,43,0.712
cordeiro,2017,43,0.729
duas barras,2017,43,0.659
duque de caxias,2017,43,0.711
engenheiro paulo de frontin,2017,43,0.722
guapimirim,2017,43,0.698
iguaba grande,2017,43,0.761
itaborai,2017,43,0.693
itaguai,2017,43,0.715
italva,2017,43,0.688
itaocara,2017,43,0.713
itaperuna,2017,43,0.73
itatiaia,2017,43,0.737
japeri,2017,43,0.659
laje do muriae,2017,43,0.668
macae,2017,43,0.764
macuco,2017,43,0.703
mage,2017,43,0.709
mangaratiba,2017,43,0.753
marica,2017,43,0.765
mendes,2017,43,0.736
mesquita,2017,43,0.656
miguel pereira,2017,43,0.745
miracema,2017,43,0.713
natividade,2017,43,0.673
nilopolis,2017,43,0.753
niteroi,2017,43,0.837
nova friburgo,2017,43,0.745
nova iguacu,2017,43,0.713
paracambi,2017,43,0.72
paraiba do sul,2017,43,0.702
paraty,2017,43,0.693
paty do alferes,2017,43,0.671
petropolis,2017,43,0.745
pinheiral,2017,43,0.715
pirai,2017,43,0.708
porciuncula,2017,43,0.697
porto real,2017,43,0.713
quatis,2017,43,0.69
queimados,2017,43,0.68
quissama,2017,43,0.704
resende,2017,43,0.768
rio bonito,2017,43,0.71
rio claro,2017,43,0.683
rio das flores,2017,43,0.68
rio das ostras,2017,43,0.773
rio de janeiro,2017,43,0.799
santa maria madalena,2017,43,0.668
santo antonio de padua,2017,43,0.718
sao francisco de itabapoana,2017,43,0.639
sao fidelis,2017,43,0.691
sao goncalo,2017,43,0.739
sao joao da barra,2017,43,0.671
sao joao de meriti,2017,43,0.719
sao jose de uba,2017,43,0.652
sao jose do vale do rio preto,2017,43,0.66
sao pedro da aldeia,2017,43,0.712
sao sebastiao do alto,2017,43,0.646
sapucaia,2017,43,0.59
saquarema,2017,43,0.709
seropedica,2017,43,0.713
silva jardim,2017,43,0.654
sumidouro,2017,43,0.611
tangua,2017,43,0.654
teresopolis,2017,43,0.73
trajano de moraes,2017,43,0.667
tres rios,2017,43,0.725
valenca,2017,43,0.623
varre-sai,2017,43,0.659
vassouras,2017,43,0.714
volta redonda,2017,43,0.771
angra dos reis,2017,44,0.724
aperibe,2017,44,0.692
araruama,2017,44,0.718
areal,2017,44,0.684
armacao dos buzios,2017,44,0.728
arraial do cabo,2017,44,0.733
barra do pirai,2017,44,0.733
barra mansa,2017,44,0.729
belford roxo,2017,44,0.684
bom jardim,2017,44,0.538
bom jesus do itabapoana,2017,44,0.732
cabo frio,2017,44,0.735
cachoeiras de macacu,2017,44,0.7
cambuci,2017,44,0.691
carapebus,2017,44,0.713
comendador levy gasparian,2017,44,0.685
campos dos goytacazes,2017,44,0.716
cantagalo,2017,44,0.631
cardoso moreira,2017,44,0.648
carmo,2017,44,0.696
casimiro de abreu,2017,44,0.726
conceicao de macabu,2017,44,0.712
cordeiro,2017,44,0.729
duas barras,2017,44,0.659
duque de caxias,2017,44,0.711
engenheiro paulo de frontin,2017,44,0.722
guapimirim,2017,44,0.698
iguaba grande,2017,44,0.761
itaborai,2017,44,0.693
itaguai,2017,44,0.715
italva,2017,44,0.688
itaocara,2017,44,0.713
itaperuna,2017,44,0.73
itatiaia,2017,44,0.737
japeri,2017,44,0.659
laje do muriae,2017,44,0.668
macae,2017,44,0.764
macuco,2017,44,0.703
mage,2017,44,0.709
mangaratiba,2017,44,0.753
marica,2017,44,0.765
mendes,2017,44,0.736
mesquita,2017,44,0.656
miguel pereira,2017,44,0.745
miracema,2017,44,0.713
natividade,2017,44,0.673
nilopolis,2017,44,0.753
niteroi,2017,44,0.837
nova friburgo,2017,44,0.745
nova iguacu,2017,44,0.713
paracambi,2017,44,0.72
paraiba do sul,2017,44,0.702
paraty,2017,44,0.693
paty do alferes,2017,44,0.671
petropolis,2017,44,0.745
pinheiral,2017,44,0.715
pirai,2017,44,0.708
porciuncula,2017,44,0.697
porto real,2017,44,0.713
quatis,2017,44,0.69
queimados,2017,44,0.68
quissama,2017,44,0.704
resende,2017,44,0.768
rio bonito,2017,44,0.71
rio claro,2017,44,0.683
rio das flores,2017,44,0.68
rio das ostras,2017,44,0.773
rio de janeiro,2017,44,0.799
santa maria madalena,2017,44,0.668
santo antonio de padua,2017,44,0.718
sao francisco de itabapoana,2017,44,0.639
sao fidelis,2017,44,0.691
sao goncalo,2017,44,0.739
sao joao da barra,2017,44,0.671
sao joao de meriti,2017,44,0.719
sao jose de uba,2017,44,0.652
sao jose do vale do rio preto,2017,44,0.66
sao pedro da aldeia,2017,44,0.712
sao sebastiao do alto,2017,44,0.646
sapucaia,2017,44,0.59
saquarema,2017,44,0.709
seropedica,2017,44,0.713
silva jardim,2017,44,0.654
sumidouro,2017,44,0.611
tangua,2017,44,0.654
teresopolis,2017,44,0.73
trajano de moraes,2017,44,0.667
tres rios,2017,44,0.725
valenca,2017,44,0.623
varre-sai,2017,44,0.659
vassouras,2017,44,0.714
volta redonda,2017,44,0.771
angra dos reis,2017,45,0.724
aperibe,2017,45,0.692
araruama,2017,45,0.718
areal,2017,45,0.684
armacao dos buzios,2017,45,0.728
arraial do cabo,2017,45,0.733
barra do pirai,2017,45,0.733
barra mansa,2017,45,0.729
belford roxo,2017,45,0.684
bom jardim,2017,45,0.538
bom jesus do itabapoana,2017,45,0.732
cabo frio,2017,45,0.735
cachoeiras de macacu,2017,45,0.7
cambuci,2017,45,0.691
carapebus,2017,45,0.713
comendador levy gasparian,2017,45,0.685
campos dos goytacazes,2017,45,0.716
cantagalo,2017,45,0.631
cardoso moreira,2017,45,0.648
carmo,2017,45,0.696
casimiro de abreu,2017,45,0.726
conceicao de macabu,2017,45,0.712
cordeiro,2017,45,0.729
duas barras,2017,45,0.659
duque de caxias,2017,45,0.711
engenheiro paulo de frontin,2017,45,0.722
guapimirim,2017,45,0.698
iguaba grande,2017,45,0.761
itaborai,2017,45,0.693
itaguai,2017,45,0.715
italva,2017,45,0.688
itaocara,2017,45,0.713
itaperuna,2017,45,0.73
itatiaia,2017,45,0.737
japeri,2017,45,0.659
laje do muriae,2017,45,0.668
macae,2017,45,0.764
macuco,2017,45,0.703
mage,2017,45,0.709
mangaratiba,2017,45,0.753
marica,2017,45,0.765
mendes,2017,45,0.736
mesquita,2017,45,0.656
miguel pereira,2017,45,0.745
miracema,2017,45,0.713
natividade,2017,45,0.673
nilopolis,2017,45,0.753
niteroi,2017,45,0.837
nova friburgo,2017,45,0.745
nova iguacu,2017,45,0.713
paracambi,2017,45,0.72
paraiba do sul,2017,45,0.702
paraty,2017,45,0.693
paty do alferes,2017,45,0.671
petropolis,2017,45,0.745
pinheiral,2017,45,0.715
pirai,2017,45,0.708
porciuncula,2017,45,0.697
porto real,2017,45,0.713
quatis,2017,45,0.69
queimados,2017,45,0.68
quissama,2017,45,0.704
resende,2017,45,0.768
rio bonito,2017,45,0.71
rio claro,2017,45,0.683
rio das flores,2017,45,0.68
rio das ostras,2017,45,0.773
rio de janeiro,2017,45,0.799
santa maria madalena,2017,45,0.668
santo antonio de padua,2017,45,0.718
sao francisco de itabapoana,2017,45,0.639
sao fidelis,2017,45,0.691
sao goncalo,2017,45,0.739
sao joao da barra,2017,45,0.671
sao joao de meriti,2017,45,0.719
sao jose de uba,2017,45,0.652
sao jose do vale do rio preto,2017,45,0.66
sao pedro da aldeia,2017,45,0.712
sao sebastiao do alto,2017,45,0.646
sapucaia,2017,45,0.59
saquarema,2017,45,0.709
seropedica,2017,45,0.713
silva jardim,2017,45,0.654
sumidouro,2017,45,0.611
tangua,2017,45,0.654
teresopolis,2017,45,0.73
trajano de moraes,2017,45,0.667
tres rios,2017,45,0.725
valenca,2017,45,0.623
varre-sai,2017,45,0.659
vassouras,2017,45,0.714
volta redonda,2017,45,0.771
angra dos reis,2017,46,0.724
aperibe,2017,46,0.692
araruama,2017,46,0.718
areal,2017,46,0.684
armacao dos buzios,2017,46,0.728
arraial do cabo,2017,46,0.733
barra do pirai,2017,46,0.733
barra mansa,2017,46,0.729
belford roxo,2017,46,0.684
bom jardim,2017,46,0.538
bom jesus do itabapoana,2017,46,0.732
cabo frio,2017,46,0.735
cachoeiras de macacu,2017,46,0.7
cambuci,2017,46,0.691
carapebus,2017,46,0.713
comendador levy gasparian,2017,46,0.685
campos dos goytacazes,2017,46,0.716
cantagalo,2017,46,0.631
cardoso moreira,2017,46,0.648
carmo,2017,46,0.696
casimiro de abreu,2017,46,0.726
conceicao de macabu,2017,46,0.712
cordeiro,2017,46,0.729
duas barras,2017,46,0.659
duque de caxias,2017,46,0.711
engenheiro paulo de frontin,2017,46,0.722
guapimirim,2017,46,0.698
iguaba grande,2017,46,0.761
itaborai,2017,46,0.693
itaguai,2017,46,0.715
italva,2017,46,0.688
itaocara,2017,46,0.713
itaperuna,2017,46,0.73
itatiaia,2017,46,0.737
japeri,2017,46,0.659
laje do muriae,2017,46,0.668
macae,2017,46,0.764
macuco,2017,46,0.703
mage,2017,46,0.709
mangaratiba,2017,46,0.753
marica,2017,46,0.765
mendes,2017,46,0.736
mesquita,2017,46,0.656
miguel pereira,2017,46,0.745
miracema,2017,46,0.713
natividade,2017,46,0.673
nilopolis,2017,46,0.753
niteroi,2017,46,0.837
nova friburgo,2017,46,0.745
nova iguacu,2017,46,0.713
paracambi,2017,46,0.72
paraiba do sul,2017,46,0.702
paraty,2017,46,0.693
paty do alferes,2017,46,0.671
petropolis,2017,46,0.745
pinheiral,2017,46,0.715
pirai,2017,46,0.708
porciuncula,2017,46,0.697
porto real,2017,46,0.713
quatis,2017,46,0.69
queimados,2017,46,0.68
quissama,2017,46,0.704
resende,2017,46,0.768
rio bonito,2017,46,0.71
rio claro,2017,46,0.683
rio das flores,2017,46,0.68
rio das ostras,2017,46,0.773
rio de janeiro,2017,46,0.799
santa maria madalena,2017,46,0.668
santo antonio de padua,2017,46,0.718
sao francisco de itabapoana,2017,46,0.639
sao fidelis,2017,46,0.691
sao goncalo,2017,46,0.739
sao joao da barra,2017,46,0.671
sao joao de meriti,2017,46,0.719
sao jose de uba,2017,46,0.652
sao jose do vale do rio preto,2017,46,0.66
sao pedro da aldeia,2017,46,0.712
sao sebastiao do alto,2017,46,0.646
sapucaia,2017,46,0.59
saquarema,2017,46,0.709
seropedica,2017,46,0.713
silva jardim,2017,46,0.654
sumidouro,2017,46,0.611
tangua,2017,46,0.654
teresopolis,2017,46,0.73
trajano de moraes,2017,46,0.667
tres rios,2017,46,0.725
valenca,2017,46,0.623
varre-sai,2017,46,0.659
vassouras,2017,46,0.714
volta redonda,2017,46,0.771
angra dos reis,2017,47,0.724
aperibe,2017,47,0.692
araruama,2017,47,0.718
areal,2017,47,0.684
armacao dos buzios,2017,47,0.728
arraial do cabo,2017,47,0.733
barra do pirai,2017,47,0.733
barra mansa,2017,47,0.729
belford roxo,2017,47,0.684
bom jardim,2017,47,0.538
bom jesus do itabapoana,2017,47,0.732
cabo frio,2017,47,0.735
cachoeiras de macacu,2017,47,0.7
cambuci,2017,47,0.691
carapebus,2017,47,0.713
comendador levy gasparian,2017,47,0.685
campos dos goytacazes,2017,47,0.716
cantagalo,2017,47,0.631
cardoso moreira,2017,47,0.648
carmo,2017,47,0.696
casimiro de abreu,2017,47,0.726
conceicao de macabu,2017,47,0.712
cordeiro,2017,47,0.729
duas barras,2017,47,0.659
duque de caxias,2017,47,0.711
engenheiro paulo de frontin,2017,47,0.722
guapimirim,2017,47,0.698
iguaba grande,2017,47,0.761
itaborai,2017,47,0.693
itaguai,2017,47,0.715
italva,2017,47,0.688
itaocara,2017,47,0.713
itaperuna,2017,47,0.73
itatiaia,2017,47,0.737
japeri,2017,47,0.659
laje do muriae,2017,47,0.668
macae,2017,47,0.764
macuco,2017,47,0.703
mage,2017,47,0.709
mangaratiba,2017,47,0.753
marica,2017,47,0.765
mendes,2017,47,0.736
mesquita,2017,47,0.656
miguel pereira,2017,47,0.745
miracema,2017,47,0.713
natividade,2017,47,0.673
nilopolis,2017,47,0.753
niteroi,2017,47,0.837
nova friburgo,2017,47,0.745
nova iguacu,2017,47,0.713
paracambi,2017,47,0.72
paraiba do sul,2017,47,0.702
paraty,2017,47,0.693
paty do alferes,2017,47,0.671
petropolis,2017,47,0.745
pinheiral,2017,47,0.715
pirai,2017,47,0.708
porciuncula,2017,47,0.697
porto real,2017,47,0.713
quatis,2017,47,0.69
queimados,2017,47,0.68
quissama,2017,47,0.704
resende,2017,47,0.768
rio bonito,2017,47,0.71
rio claro,2017,47,0.683
rio das flores,2017,47,0.68
rio das ostras,2017,47,0.773
rio de janeiro,2017,47,0.799
santa maria madalena,2017,47,0.668
santo antonio de padua,2017,47,0.718
sao francisco de itabapoana,2017,47,0.639
sao fidelis,2017,47,0.691
sao goncalo,2017,47,0.739
sao joao da barra,2017,47,0.671
sao joao de meriti,2017,47,0.719
sao jose de uba,2017,47,0.652
sao jose do vale do rio preto,2017,47,0.66
sao pedro da aldeia,2017,47,0.712
sao sebastiao do alto,2017,47,0.646
sapucaia,2017,47,0.59
saquarema,2017,47,0.709
seropedica,2017,47,0.713
silva jardim,2017,47,0.654
sumidouro,2017,47,0.611
tangua,2017,47,0.654
teresopolis,2017,47,0.73
trajano de moraes,2017,47,0.667
tres rios,2017,47,0.725
valenca,2017,47,0.623
varre-sai,2017,47,0.659
vassouras,2017,47,0.714
volta redonda,2017,47,0.771
angra dos reis,2017,48,0.724
aperibe,2017,48,0.692
araruama,2017,48,0.718
areal,2017,48,0.684
armacao dos buzios,2017,48,0.728
arraial do cabo,2017,48,0.733
barra do pirai,2017,48,0.733
barra mansa,2017,48,0.729
belford roxo,2017,48,0.684
bom jardim,2017,48,0.538
bom jesus do itabapoana,2017,48,0.732
cabo frio,2017,48,0.735
cachoeiras de macacu,2017,48,0.7
cambuci,2017,48,0.691
carapebus,2017,48,0.713
comendador levy gasparian,2017,48,0.685
campos dos goytacazes,2017,48,0.716
cantagalo,2017,48,0.631
cardoso moreira,2017,48,0.648
carmo,2017,48,0.696
casimiro de abreu,2017,48,0.726
conceicao de macabu,2017,48,0.712
cordeiro,2017,48,0.729
duas barras,2017,48,0.659
duque de caxias,2017,48,0.711
engenheiro paulo de frontin,2017,48,0.722
guapimirim,2017,48,0.698
iguaba grande,2017,48,0.761
itaborai,2017,48,0.693
itaguai,2017,48,0.715
italva,2017,48,0.688
itaocara,2017,48,0.713
itaperuna,2017,48,0.73
itatiaia,2017,48,0.737
japeri,2017,48,0.659
laje do muriae,2017,48,0.668
macae,2017,48,0.764
macuco,2017,48,0.703
mage,2017,48,0.709
mangaratiba,2017,48,0.753
marica,2017,48,0.765
mendes,2017,48,0.736
mesquita,2017,48,0.656
miguel pereira,2017,48,0.745
miracema,2017,48,0.713
natividade,2017,48,0.673
nilopolis,2017,48,0.753
niteroi,2017,48,0.837
nova friburgo,2017,48,0.745
nova iguacu,2017,48,0.713
paracambi,2017,48,0.72
paraiba do sul,2017,48,0.702
paraty,2017,48,0.693
paty do alferes,2017,48,0.671
petropolis,2017,48,0.745
pinheiral,2017,48,0.715
pirai,2017,48,0.708
porciuncula,2017,48,0.697
porto real,2017,48,0.713
quatis,2017,48,0.69
queimados,2017,48,0.68
quissama,2017,48,0.704
resende,2017,48,0.768
rio bonito,2017,48,0.71
rio claro,2017,48,0.683
rio das flores,2017,48,0.68
rio das ostras,2017,48,0.773
rio de janeiro,2017,48,0.799
santa maria madalena,2017,48,0.668
santo antonio de padua,2017,48,0.718
sao francisco de itabapoana,2017,48,0.639
sao fidelis,2017,48,0.691
sao goncalo,2017,48,0.739
sao joao da barra,2017,48,0.671
sao joao de meriti,2017,48,0.719
sao jose de uba,2017,48,0.652
sao jose do vale do rio preto,2017,48,0.66
sao pedro da aldeia,2017,48,0.712
sao sebastiao do alto,2017,48,0.646
sapucaia,2017,48,0.59
saquarema,2017,48,0.709
seropedica,2017,48,0.713
silva jardim,2017,48,0.654
sumidouro,2017,48,0.611
tangua,2017,48,0.654
teresopolis,2017,48,0.73
trajano de moraes,2017,48,0.667
tres rios,2017,48,0.725
valenca,2017,48,0.623
varre-sai,2017,48,0.659
vassouras,2017,48,0.714
volta redonda,2017,48,0.771
angra dos reis,2017,49,0.724
aperibe,2017,49,0.692
araruama,2017,49,0.718
areal,2017,49,0.684
armacao dos buzios,2017,49,0.728
arraial do cabo,2017,49,0.733
barra do pirai,2017,49,0.733
barra mansa,2017,49,0.729
belford roxo,2017,49,0.684
bom jardim,2017,49,0.538
bom jesus do itabapoana,2017,49,0.732
cabo frio,2017,49,0.735
cachoeiras de macacu,2017,49,0.7
cambuci,2017,49,0.691
carapebus,2017,49,0.713
comendador levy gasparian,2017,49,0.685
campos dos goytacazes,2017,49,0.716
cantagalo,2017,49,0.631
cardoso moreira,2017,49,0.648
carmo,2017,49,0.696
casimiro de abreu,2017,49,0.726
conceicao de macabu,2017,49,0.712
cordeiro,2017,49,0.729
duas barras,2017,49,0.659
duque de caxias,2017,49,0.711
engenheiro paulo de frontin,2017,49,0.722
guapimirim,2017,49,0.698
iguaba grande,2017,49,0.761
itaborai,2017,49,0.693
itaguai,2017,49,0.715
italva,2017,49,0.688
itaocara,2017,49,0.713
itaperuna,2017,49,0.73
itatiaia,2017,49,0.737
japeri,2017,49,0.659
laje do muriae,2017,49,0.668
macae,2017,49,0.764
macuco,2017,49,0.703
mage,2017,49,0.709
mangaratiba,2017,49,0.753
marica,2017,49,0.765
mendes,2017,49,0.736
mesquita,2017,49,0.656
miguel pereira,2017,49,0.745
miracema,2017,49,0.713
natividade,2017,49,0.673
nilopolis,2017,49,0.753
niteroi,2017,49,0.837
nova friburgo,2017,49,0.745
nova iguacu,2017,49,0.713
paracambi,2017,49,0.72
paraiba do sul,2017,49,0.702
paraty,2017,49,0.693
paty do alferes,2017,49,0.671
petropolis,2017,49,0.745
pinheiral,2017,49,0.715
pirai,2017,49,0.708
porciuncula,2017,49,0.697
porto real,2017,49,0.713
quatis,2017,49,0.69
queimados,2017,49,0.68
quissama,2017,49,0.704
resende,2017,49,0.768
rio bonito,2017,49,0.71
rio claro,2017,49,0.683
rio das flores,2017,49,0.68
rio das ostras,2017,49,0.773
rio de janeiro,2017,49,0.799
santa maria madalena,2017,49,0.668
santo antonio de padua,2017,49,0.718
sao francisco de itabapoana,2017,49,0.639
sao fidelis,2017,49,0.691
sao goncalo,2017,49,0.739
sao joao da barra,2017,49,0.671
sao joao de meriti,2017,49,0.719
