municipio,year,week,temperature
belford roxo,2022,14,25.0226188571
bom jardim,2022,14,25.7975151429
bom jesus do itabapoana,2022,14,27.75
cabo frio,2022,14,25.291837
cachoeiras de macacu,2022,14,25.0226188571
cambuci,2022,14,27.75
carapebus,2022,14,27.75
comendador levy gasparian,2022,14,25.0226188571
campos dos goytacazes,2022,14,27.75
cantagalo,2022,14,25.7975151429
cardoso moreira,2022,14,27.75
carmo,2022,14,25.7975151429
casimiro de abreu,2022,14,25.7975151429
conceicao de macabu,2022,14,27.75
cordeiro,2022,14,25.7975151429
duas barras,2022,14,25.7975151429
duque de caxias,2022,14,25.0226188571
engenheiro paulo de frontin,2022,14,25.0416665714
guapimirim,2022,14,25.0226188571
iguaba grande,2022,14,25.291837
itaborai,2022,14,25.0226188571
itaguai,2022,14,25.0416665714
italva,2022,14,27.75
itaocara,2022,14,27.75
itaperuna,2022,14,27.75
itatiaia,2022,14,24.1054422857
japeri,2022,14,25.0226188571
laje do muriae,2022,14,27.75
macae,2022,14,25.7975151429
macuco,2022,14,25.7975151429
mage,2022,14,25.0226188571
mangaratiba,2022,14,25.0416665714
marica,2022,14,25.0226188571
mendes,2022,14,25.0416665714
mesquita,2022,14,21.3142855714
miguel pereira,2022,14,25.0226188571
miracema,2022,14,27.75
natividade,2022,14,27.75
nilopolis,2022,14,25.0226188571
niteroi,2022,14,25.0226188571
nova friburgo,2022,14,25.7975151429
nova iguacu,2022,14,25.0226188571
paracambi,2022,14,25.0416665714
paraiba do sul,2022,14,25.0226188571
paraty,2022,14,24.1054422857
paty do alferes,2022,14,25.0226188571
petropolis,2022,14,25.0226188571
pinheiral,2022,14,25.0416665714
pirai,2022,14,25.0416665714
porciuncula,2022,14,27.75
porto real,2022,14,24.1054422857
quatis,2022,14,24.1054422857
queimados,2022,14,25.0416665714
quissama,2022,14,27.75
resende,2022,14,24.1054422857
rio bonito,2022,14,25.3968254286
rio claro,2022,14,25.0416665714
rio das flores,2022,14,25.0226188571
rio das ostras,2022,14,25.7975151429
rio de janeiro,2022,14,25.0226188571
santa maria madalena,2022,14,27.75
santo antonio de padua,2022,14,27.75
sao francisco de itabapoana,2022,14,27.75
sao fidelis,2022,14,27.75
sao goncalo,2022,14,25.0226188571
sao joao da barra,2022,14,27.75
sao joao de meriti,2022,14,25.0226188571
sao jose de uba,2022,14,27.75
sao jose do vale do rio preto,2022,14,25.0226188571
sao pedro da aldeia,2022,14,25.291837
sao sebastiao do alto,2022,14,27.75
sapucaia,2022,14,25.0226188571
saquarema,2022,14,25.291837
seropedica,2022,14,25.0416665714
silva jardim,2022,14,25.291837
sumidouro,2022,14,25.7975151429
tangua,2022,14,25.0226188571
teresopolis,2022,14,25.0226188571
trajano de moraes,2022,14,25.7975151429
tres rios,2022,14,25.0226188571
valenca,2022,14,0.0
varre-sai,2022,14,27.75
vassouras,2022,14,25.0226188571
volta redonda,2022,14,25.0416665714
angra dos reis,2022,15,23.5374148571
aperibe,2022,15,26.6523808571
araruama,2022,15,25.4631315714
areal,2022,15,24.6261904286
armacao dos buzios,2022,15,24.701531
arraial do cabo,2022,15,25.4631315714
barra do pirai,2022,15,24.5357142857
barra mansa,2022,15,24.5357142857
belford roxo,2022,15,24.6261904286
bom jardim,2022,15,24.701531
bom jesus do itabapoana,2022,15,26.6523808571
cabo frio,2022,15,25.4631315714
cachoeiras de macacu,2022,15,24.6261904286
cambuci,2022,15,26.6523808571
carapebus,2022,15,26.6523808571
comendador levy gasparian,2022,15,24.6261904286
campos dos goytacazes,2022,15,26.6523808571
cantagalo,2022,15,24.701531
cardoso moreira,2022,15,26.6523808571
carmo,2022,15,24.701531
casimiro de abreu,2022,15,24.701531
conceicao de macabu,2022,15,26.6523808571
cordeiro,2022,15,24.701531
duas barras,2022,15,24.701531
duque de caxias,2022,15,24.6261904286
engenheiro paulo de frontin,2022,15,24.5357142857
guapimirim,2022,15,24.6261904286
iguaba grande,2022,15,25.4631315714
itaborai,2022,15,24.6261904286
itaguai,2022,15,24.5357142857
italva,2022,15,26.6523808571
itaocara,2022,15,26.6523808571
itaperuna,2022,15,26.6523808571
itatiaia,2022,15,23.5374148571
japeri,2022,15,24.6261904286
laje do muriae,2022,15,26.6523808571
macae,2022,15,24.701531
macuco,2022,15,24.701531
mage,2022,15,24.6261904286
mangaratiba,2022,15,24.5357142857
marica,2022,15,24.6261904286
mendes,2022,15,24.5357142857
mesquita,2022,15,20.114286
miguel pereira,2022,15,24.6261904286
miracema,2022,15,26.6523808571
natividade,2022,15,26.6523808571
nilopolis,2022,15,24.6261904286
niteroi,2022,15,24.6261904286
nova friburgo,2022,15,24.701531
nova iguacu,2022,15,24.6261904286
paracambi,2022,15,24.5357142857
paraiba do sul,2022,15,24.6261904286
paraty,2022,15,23.5374148571
paty do alferes,2022,15,24.6261904286
petropolis,2022,15,24.6261904286
pinheiral,2022,15,24.5357142857
pirai,2022,15,24.5357142857
porciuncula,2022,15,26.6523808571
porto real,2022,15,23.5374148571
quatis,2022,15,23.5374148571
queimados,2022,15,24.5357142857
quissama,2022,15,26.6523808571
resende,2022,15,23.5374148571
rio bonito,2022,15,25.2404298571
rio claro,2022,15,24.5357142857
rio das flores,2022,15,24.6261904286
rio das ostras,2022,15,24.701531
rio de janeiro,2022,15,24.6261904286
santa maria madalena,2022,15,26.6523808571
santo antonio de padua,2022,15,26.6523808571
sao francisco de itabapoana,2022,15,26.6523808571
sao fidelis,2022,15,26.6523808571
sao goncalo,2022,15,24.6261904286
sao joao da barra,2022,15,26.6523808571
sao joao de meriti,2022,15,24.6261904286
sao jose de uba,2022,15,26.6523808571
sao jose do vale do rio preto,2022,15,24.6261904286
sao pedro da aldeia,2022,15,25.4631315714
sao sebastiao do alto,2022,15,26.6523808571
sapucaia,2022,15,24.6261904286
saquarema,2022,15,25.4631315714
seropedica,2022,15,24.5357142857
silva jardim,2022,15,25.4631315714
sumidouro,2022,15,24.701531
tangua,2022,15,24.6261904286
teresopolis,2022,15,24.6261904286
trajano de moraes,2022,15,24.701531
tres rios,2022,15,24.6261904286
valenca,2022,15,0.0
varre-sai,2022,15,26.6523808571
vassouras,2022,15,24.6261904286
volta redonda,2022,15,24.5357142857
angra dos reis,2022,16,22.9081632857
aperibe,2022,16,26.6190474286
araruama,2022,16,25.3084771429
areal,2022,16,23.5908385714
armacao dos buzios,2022,16,23.5344202857
arraial do cabo,2022,16,25.3084771429
barra do pirai,2022,16,22.8002068571
barra mansa,2022,16,22.8002068571
belford roxo,2022,16,23.5908385714
bom jardim,2022,16,23.5344202857
bom jesus do itabapoana,2022,16,26.6190474286
cabo frio,2022,16,25.3084771429
cachoeiras de macacu,2022,16,23.5908385714
cambuci,2022,16,26.6190474286
carapebus,2022,16,26.6190474286
comendador levy gasparian,2022,16,23.5908385714
campos dos goytacazes,2022,16,26.6190474286
cantagalo,2022,16,23.5344202857
cardoso moreira,2022,16,26.6190474286
carmo,2022,16,23.5344202857
casimiro de abreu,2022,16,23.5344202857
conceicao de macabu,2022,16,26.6190474286
cordeiro,2022,16,23.5344202857
duas barras,2022,16,23.5344202857
duque de caxias,2022,16,23.5908385714
engenheiro paulo de frontin,2022,16,22.8002068571
guapimirim,2022,16,23.5908385714
iguaba grande,2022,16,25.3084771429
itaborai,2022,16,23.5908385714
itaguai,2022,16,22.8002068571
italva,2022,16,26.6190474286
itaocara,2022,16,26.6190474286
itaperuna,2022,16,26.6190474286
itatiaia,2022,16,22.9081632857
japeri,2022,16,23.5908385714
laje do muriae,2022,16,26.6190474286
macae,2022,16,23.5344202857
macuco,2022,16,23.5344202857
mage,2022,16,23.5908385714
mangaratiba,2022,16,22.8002068571
marica,2022,16,23.5908385714
mendes,2022,16,22.8002068571
mesquita,2022,16,19.7312924286
miguel pereira,2022,16,23.5908385714
miracema,2022,16,26.6190474286
natividade,2022,16,26.6190474286
nilopolis,2022,16,23.5908385714
niteroi,2022,16,23.5908385714
nova friburgo,2022,16,23.5344202857
nova iguacu,2022,16,23.5908385714
paracambi,2022,16,22.8002068571
paraiba do sul,2022,16,23.5908385714
paraty,2022,16,22.9081632857
paty do alferes,2022,16,23.5908385714
petropolis,2022,16,23.5908385714
pinheiral,2022,16,22.8002068571
pirai,2022,16,22.8002068571
porciuncula,2022,16,26.6190474286
porto real,2022,16,22.9081632857
quatis,2022,16,22.9081632857
queimados,2022,16,22.8002068571
quissama,2022,16,26.6190474286
resende,2022,16,22.9081632857
rio bonito,2022,16,24.4351072857
rio claro,2022,16,22.8002068571
rio das flores,2022,16,23.5908385714
rio das ostras,2022,16,23.5344202857
rio de janeiro,2022,16,23.5908385714
santa maria madalena,2022,16,26.6190474286
santo antonio de padua,2022,16,26.6190474286
sao francisco de itabapoana,2022,16,26.6190474286
sao fidelis,2022,16,26.6190474286
sao goncalo,2022,16,23.5908385714
sao joao da barra,2022,16,26.6190474286
sao joao de meriti,2022,16,23.5908385714
sao jose de uba,2022,16,26.6190474286
sao jose do vale do rio preto,2022,16,23.5908385714
sao pedro da aldeia,2022,16,25.3084771429
sao sebastiao do alto,2022,16,26.6190474286
sapucaia,2022,16,23.5908385714
saquarema,2022,16,25.3084771429
seropedica,2022,16,22.8002068571
silva jardim,2022,16,25.3084771429
sumidouro,2022,16,23.5344202857
tangua,2022,16,23.5908385714
teresopolis,2022,16,23.5908385714
trajano de moraes,2022,16,23.5344202857
tres rios,2022,16,23.5908385714
valenca,2022,16,0.0
varre-sai,2022,16,26.6190474286
vassouras,2022,16,23.5908385714
volta redonda,2022,16,22.8002068571
angra dos reis,2022,17,23.2304125714
aperibe,2022,17,26.5238094286
araruama,2022,17,25.9952905714
areal,2022,17,24.7781385714
armacao dos buzios,2022,17,25.406926
arraial do cabo,2022,17,25.9952905714
barra do pirai,2022,17,24.724026
barra mansa,2022,17,24.724026
belford roxo,2022,17,24.7781385714
bom jardim,2022,17,25.406926
bom jesus do itabapoana,2022,17,26.5238094286
cabo frio,2022,17,25.9952905714
cachoeiras de macacu,2022,17,24.7781385714
cambuci,2022,17,26.5238094286
carapebus,2022,17,26.5238094286
comendador levy gasparian,2022,17,24.7781385714
campos dos goytacazes,2022,17,26.5238094286
cantagalo,2022,17,25.406926
cardoso moreira,2022,17,26.5238094286
carmo,2022,17,25.406926
casimiro de abreu,2022,17,25.406926
conceicao de macabu,2022,17,26.5238094286
cordeiro,2022,17,25.406926
duas barras,2022,17,25.406926
duque de caxias,2022,17,24.7781385714
engenheiro paulo de frontin,2022,17,24.724026
guapimirim,2022,17,24.7781385714
iguaba grande,2022,17,25.9952905714
itaborai,2022,17,24.7781385714
itaguai,2022,17,24.724026
italva,2022,17,26.5238094286
itaocara,2022,17,26.5238094286
itaperuna,2022,17,26.5238094286
itatiaia,2022,17,23.2304125714
japeri,2022,17,24.7781385714
laje do muriae,2022,17,26.5238094286
macae,2022,17,25.406926
macuco,2022,17,25.406926
mage,2022,17,24.7781385714
mangaratiba,2022,17,24.724026
marica,2022,17,24.7781385714
mendes,2022,17,24.724026
mesquita,2022,17,19.7333334286
miguel pereira,2022,17,24.7781385714
miracema,2022,17,26.5238094286
natividade,2022,17,26.5238094286
nilopolis,2022,17,24.7781385714
niteroi,2022,17,24.7781385714
nova friburgo,2022,17,25.406926
nova iguacu,2022,17,24.7781385714
paracambi,2022,17,24.724026
paraiba do sul,2022,17,24.7781385714
paraty,2022,17,23.2304125714
paty do alferes,2022,17,24.7781385714
petropolis,2022,17,24.7781385714
pinheiral,2022,17,24.724026
pirai,2022,17,24.724026
porciuncula,2022,17,26.5238094286
porto real,2022,17,23.2304125714
quatis,2022,17,23.2304125714
queimados,2022,17,24.724026
quissama,2022,17,26.5238094286
resende,2022,17,23.2304125714
rio bonito,2022,17,25.7406744286
rio claro,2022,17,24.724026
rio das flores,2022,17,24.7781385714
rio das ostras,2022,17,25.406926
rio de janeiro,2022,17,24.7781385714
santa maria madalena,2022,17,26.5238094286
santo antonio de padua,2022,17,26.5238094286
sao francisco de itabapoana,2022,17,26.5238094286
sao fidelis,2022,17,26.5238094286
sao goncalo,2022,17,24.7781385714
sao joao da barra,2022,17,26.5238094286
sao joao de meriti,2022,17,24.7781385714
sao jose de uba,2022,17,26.5238094286
sao jose do vale do rio preto,2022,17,24.7781385714
sao pedro da aldeia,2022,17,25.9952905714
sao sebastiao do alto,2022,17,26.5238094286
sapucaia,2022,17,24.7781385714
saquarema,2022,17,25.9952905714
seropedica,2022,17,24.724026
silva jardim,2022,17,25.9952905714
sumidouro,2022,17,25.406926
tangua,2022,17,24.7781385714
teresopolis,2022,17,24.7781385714
trajano de moraes,2022,17,25.406926
tres rios,2022,17,24.7781385714
valenca,2022,17,0.0
varre-sai,2022,17,26.5238094286
vassouras,2022,17,24.7781385714
volta redonda,2022,17,24.724026
angra dos reis,2022,18,21.7244898571
aperibe,2022,18,26.453231
araruama,2022,18,25.7209837143
areal,2022,18,24.4535714286
armacao dos buzios,2022,18,25.0936148571
arraial do cabo,2022,18,25.7209837143
barra do pirai,2022,18,24.2532468571
barra mansa,2022,18,24.2532468571
belford roxo,2022,18,24.4535714286
bom jardim,2022,18,25.0936148571
bom jesus do itabapoana,2022,18,26.453231
cabo frio,2022,18,25.7209837143
cachoeiras de macacu,2022,18,24.4535714286
cambuci,2022,18,26.453231
carapebus,2022,18,26.453231
comendador levy gasparian,2022,18,24.4535714286
campos dos goytacazes,2022,18,26.453231
cantagalo,2022,18,25.0936148571
cardoso moreira,2022,18,26.453231
carmo,2022,18,25.0936148571
casimiro de abreu,2022,18,25.0936148571
conceicao de macabu,2022,18,26.453231
cordeiro,2022,18,25.0936148571
duas barras,2022,18,25.0936148571
duque de caxias,2022,18,24.4535714286
engenheiro paulo de frontin,2022,18,24.2532468571
guapimirim,2022,18,24.4535714286
iguaba grande,2022,18,25.7209837143
itaborai,2022,18,24.4535714286
itaguai,2022,18,24.2532468571
italva,2022,18,26.453231
itaocara,2022,18,26.453231
itaperuna,2022,18,26.453231
itatiaia,2022,18,21.7244898571
japeri,2022,18,24.4535714286
laje do muriae,2022,18,26.453231
macae,2022,18,25.0936148571
macuco,2022,18,25.0936148571
mage,2022,18,24.4535714286
mangaratiba,2022,18,24.2532468571
marica,2022,18,24.4535714286
mendes,2022,18,24.2532468571
mesquita,2022,18,18.9047621429
miguel pereira,2022,18,24.4535714286
miracema,2022,18,26.453231
natividade,2022,18,26.453231
nilopolis,2022,18,24.4535714286
niteroi,2022,18,24.4535714286
nova friburgo,2022,18,25.0936148571
nova iguacu,2022,18,24.4535714286
paracambi,2022,18,24.2532468571
paraiba do sul,2022,18,24.4535714286
paraty,2022,18,21.7244898571
paty do alferes,2022,18,24.4535714286
petropolis,2022,18,24.4535714286
pinheiral,2022,18,24.2532468571
pirai,2022,18,24.2532468571
porciuncula,2022,18,26.453231
porto real,2022,18,21.7244898571
quatis,2022,18,21.7244898571
queimados,2022,18,24.2532468571
quissama,2022,18,26.453231
resende,2022,18,21.7244898571
rio bonito,2022,18,25.415873
rio claro,2022,18,24.2532468571
rio das flores,2022,18,24.4535714286
rio das ostras,2022,18,25.0936148571
rio de janeiro,2022,18,24.4535714286
santa maria madalena,2022,18,26.453231
santo antonio de padua,2022,18,26.453231
sao francisco de itabapoana,2022,18,26.453231
sao fidelis,2022,18,26.453231
sao goncalo,2022,18,24.4535714286
sao joao da barra,2022,18,26.453231
sao joao de meriti,2022,18,24.4535714286
sao jose de uba,2022,18,26.453231
sao jose do vale do rio preto,2022,18,24.4535714286
sao pedro da aldeia,2022,18,25.7209837143
sao sebastiao do alto,2022,18,26.453231
sapucaia,2022,18,24.4535714286
saquarema,2022,18,25.7209837143
seropedica,2022,18,24.2532468571
silva jardim,2022,18,25.7209837143
sumidouro,2022,18,25.0936148571
tangua,2022,18,24.4535714286
teresopolis,2022,18,24.4535714286
trajano de moraes,2022,18,25.0936148571
tres rios,2022,18,24.4535714286
valenca,2022,18,0.0
varre-sai,2022,18,26.453231
vassouras,2022,18,24.4535714286
volta redonda,2022,18,24.2532468571
angra dos reis,2022,19,21.2857142857
aperibe,2022,19,24.4285711429
araruama,2022,19,23.6071427143
areal,2022,19,22.470238
armacao dos buzios,2022,19,22.4212452857
arraial do cabo,2022,19,23.6071427143
barra do pirai,2022,19,22.3021981429
barra mansa,2022,19,22.3021981429
belford roxo,2022,19,22.470238
bom jardim,2022,19,22.4212452857
bom jesus do itabapoana,2022,19,24.4285711429
cabo frio,2022,19,23.6071427143
cachoeiras de macacu,2022,19,22.470238
cambuci,2022,19,24.4285711429
carapebus,2022,19,24.4285711429
comendador levy gasparian,2022,19,22.470238
campos dos goytacazes,2022,19,24.4285711429
cantagalo,2022,19,22.4212452857
cardoso moreira,2022,19,24.4285711429
carmo,2022,19,22.4212452857
casimiro de abreu,2022,19,22.4212452857
conceicao de macabu,2022,19,24.4285711429
cordeiro,2022,19,22.4212452857
duas barras,2022,19,22.4212452857
duque de caxias,2022,19,22.470238
engenheiro paulo de frontin,2022,19,22.3021981429
guapimirim,2022,19,22.470238
iguaba grande,2022,19,23.6071427143
itaborai,2022,19,22.470238
itaguai,2022,19,22.3021981429
italva,2022,19,24.4285711429
itaocara,2022,19,24.4285711429
itaperuna,2022,19,24.4285711429
itatiaia,2022,19,21.2857142857
japeri,2022,19,22.470238
laje do muriae,2022,19,24.4285711429
macae,2022,19,22.4212452857
macuco,2022,19,22.4212452857
mage,2022,19,22.470238
mangaratiba,2022,19,22.3021981429
marica,2022,19,22.470238
mendes,2022,19,22.3021981429
mesquita,2022,19,17.1943978571
miguel pereira,2022,19,22.470238
miracema,2022,19,24.4285711429
natividade,2022,19,24.4285711429
nilopolis,2022,19,22.470238
niteroi,2022,19,22.470238
nova friburgo,2022,19,22.4212452857
nova iguacu,2022,19,22.470238
paracambi,2022,19,22.3021981429
paraiba do sul,2022,19,22.470238
paraty,2022,19,21.2857142857
paty do alferes,2022,19,22.470238
petropolis,2022,19,22.470238
pinheiral,2022,19,22.3021981429
pirai,2022,19,22.3021981429
porciuncula,2022,19,24.4285711429
porto real,2022,19,21.2857142857
quatis,2022,19,21.2857142857
queimados,2022,19,22.3021981429
quissama,2022,19,24.4285711429
resende,2022,19,21.2857142857
rio bonito,2022,19,23.488662
rio claro,2022,19,22.3021981429
rio das flores,2022,19,22.470238
rio das ostras,2022,19,22.4212452857
rio de janeiro,2022,19,22.470238
santa maria madalena,2022,19,24.4285711429
santo antonio de padua,2022,19,24.4285711429
sao francisco de itabapoana,2022,19,24.4285711429
sao fidelis,2022,19,24.4285711429
sao goncalo,2022,19,22.470238
sao joao da barra,2022,19,24.4285711429
sao joao de meriti,2022,19,22.470238
sao jose de uba,2022,19,24.4285711429
sao jose do vale do rio preto,2022,19,22.470238
sao pedro da aldeia,2022,19,23.6071427143
sao sebastiao do alto,2022,19,24.4285711429
sapucaia,2022,19,22.470238
saquarema,2022,19,23.6071427143
seropedica,2022,19,22.3021981429
silva jardim,2022,19,23.6071427143
sumidouro,2022,19,22.4212452857
tangua,2022,19,22.470238
teresopolis,2022,19,22.470238
trajano de moraes,2022,19,22.4212452857
tres rios,2022,19,22.470238
valenca,2022,19,0.0
varre-sai,2022,19,24.4285711429
vassouras,2022,19,22.470238
volta redonda,2022,19,22.3021981429
angra dos reis,2022,20,17.5
aperibe,2022,20,23.4809
araruama,2022,20,22.1758242857
areal,2022,20,20.3273808571
armacao dos buzios,2022,20,20.9226191429
arraial do cabo,2022,20,22.1758242857
barra do pirai,2022,20,20.3035717143
barra mansa,2022,20,20.3035717143
belford roxo,2022,20,20.3273808571
bom jardim,2022,20,20.9226191429
bom jesus do itabapoana,2022,20,23.4809
cabo frio,2022,20,22.1758242857
cachoeiras de macacu,2022,20,20.3273808571
cambuci,2022,20,23.4809
carapebus,2022,20,23.4809
comendador levy gasparian,2022,20,20.3273808571
campos dos goytacazes,2022,20,23.4809
cantagalo,2022,20,20.9226191429
cardoso moreira,2022,20,23.4809
carmo,2022,20,20.9226191429
casimiro de abreu,2022,20,20.9226191429
conceicao de macabu,2022,20,23.4809
cordeiro,2022,20,20.9226191429
duas barras,2022,20,20.9226191429
duque de caxias,2022,20,20.3273808571
engenheiro paulo de frontin,2022,20,20.3035717143
guapimirim,2022,20,20.3273808571
iguaba grande,2022,20,22.1758242857
itaborai,2022,20,20.3273808571
itaguai,2022,20,20.3035717143
italva,2022,20,23.4809
itaocara,2022,20,23.4809
itaperuna,2022,20,23.4809
itatiaia,2022,20,17.5
japeri,2022,20,20.3273808571
laje do muriae,2022,20,23.4809
macae,2022,20,20.9226191429
macuco,2022,20,20.9226191429
mage,2022,20,20.3273808571
mangaratiba,2022,20,20.3035717143
marica,2022,20,20.3273808571
mendes,2022,20,20.3035717143
mesquita,2022,20,14.5652665714
miguel pereira,2022,20,20.3273808571
miracema,2022,20,23.4809
natividade,2022,20,23.4809
nilopolis,2022,20,20.3273808571
niteroi,2022,20,20.3273808571
nova friburgo,2022,20,20.9226191429
nova iguacu,2022,20,20.3273808571
paracambi,2022,20,20.3035717143
paraiba do sul,2022,20,20.3273808571
paraty,2022,20,17.5
paty do alferes,2022,20,20.3273808571
petropolis,2022,20,20.3273808571
pinheiral,2022,20,20.3035717143
pirai,2022,20,20.3035717143
porciuncula,2022,20,23.4809
porto real,2022,20,17.5
quatis,2022,20,17.5
queimados,2022,20,20.3035717143
quissama,2022,20,23.4809
resende,2022,20,17.5
rio bonito,2022,20,21.3296922857
rio claro,2022,20,20.3035717143
rio das flores,2022,20,20.3273808571
rio das ostras,2022,20,20.9226191429
rio de janeiro,2022,20,20.3273808571
santa maria madalena,2022,20,23.4809
santo antonio de padua,2022,20,23.4809
sao francisco de itabapoana,2022,20,23.4809
sao fidelis,2022,20,23.4809
sao goncalo,2022,20,20.3273808571
sao joao da barra,2022,20,23.4809
sao joao de meriti,2022,20,20.3273808571
sao jose de uba,2022,20,23.4809
sao jose do vale do rio preto,2022,20,20.3273808571
sao pedro da aldeia,2022,20,22.1758242857
sao sebastiao do alto,2022,20,23.4809
sapucaia,2022,20,20.3273808571
saquarema,2022,20,22.1758242857
seropedica,2022,20,20.3035717143
silva jardim,2022,20,22.1758242857
sumidouro,2022,20,20.9226191429
tangua,2022,20,20.3273808571
teresopolis,2022,20,20.3273808571
trajano de moraes,2022,20,20.9226191429
tres rios,2022,20,20.3273808571
valenca,2022,20,0.0
varre-sai,2022,20,23.4809
vassouras,2022,20,20.3273808571
volta redonda,2022,20,20.3035717143
angra dos reis,2022,21,19.5863422857
aperibe,2022,21,23.7976188571
araruama,2022,21,23.579278
areal,2022,21,20.8841997143
armacao dos buzios,2022,21,21.2624457143
arraial do cabo,2022,21,23.579278
barra do pirai,2022,21,21.3403214286
barra mansa,2022,21,21.3403214286
belford roxo,2022,21,20.8841997143
bom jardim,2022,21,21.2624457143
bom jesus do itabapoana,2022,21,23.7976188571
cabo frio,2022,21,23.579278
cachoeiras de macacu,2022,21,20.8841997143
cambuci,2022,21,23.7976188571
carapebus,2022,21,23.7976188571
comendador levy gasparian,2022,21,20.8841997143
campos dos goytacazes,2022,21,23.7976188571
cantagalo,2022,21,21.2624457143
cardoso moreira,2022,21,23.7976188571
carmo,2022,21,21.2624457143
casimiro de abreu,2022,21,21.2624457143
conceicao de macabu,2022,21,23.7976188571
cordeiro,2022,21,21.2624457143
duas barras,2022,21,21.2624457143
duque de caxias,2022,21,20.8841997143
engenheiro paulo de frontin,2022,21,21.3403214286
guapimirim,2022,21,20.8841997143
iguaba grande,2022,21,23.579278
itaborai,2022,21,20.8841997143
itaguai,2022,21,21.3403214286
italva,2022,21,23.7976188571
itaocara,2022,21,23.7976188571
itaperuna,2022,21,23.7976188571
itatiaia,2022,21,19.5863422857
japeri,2022,21,20.8841997143
laje do muriae,2022,21,23.7976188571
macae,2022,21,21.2624457143
macuco,2022,21,21.2624457143
mage,2022,21,20.8841997143
mangaratiba,2022,21,21.3403214286
marica,2022,21,20.8841997143
mendes,2022,21,21.3403214286
mesquita,2022,21,16.1413921429
miguel pereira,2022,21,20.8841997143
miracema,2022,21,23.7976188571
natividade,2022,21,23.7976188571
nilopolis,2022,21,20.8841997143
niteroi,2022,21,20.8841997143
nova friburgo,2022,21,21.2624457143
nova iguacu,2022,21,20.8841997143
paracambi,2022,21,21.3403214286
paraiba do sul,2022,21,20.8841997143
paraty,2022,21,19.5863422857
paty do alferes,2022,21,20.8841997143
petropolis,2022,21,20.8841997143
pinheiral,2022,21,21.3403214286
pirai,2022,21,21.3403214286
porciuncula,2022,21,23.7976188571
porto real,2022,21,19.5863422857
quatis,2022,21,19.5863422857
queimados,2022,21,21.3403214286
quissama,2022,21,23.7976188571
resende,2022,21,19.5863422857
rio bonito,2022,21,22.6190478571
rio claro,2022,21,21.3403214286
rio das flores,2022,21,20.8841997143
rio das ostras,2022,21,21.2624457143
rio de janeiro,2022,21,20.8841997143
santa maria madalena,2022,21,23.7976188571
santo antonio de padua,2022,21,23.7976188571
sao francisco de itabapoana,2022,21,23.7976188571
sao fidelis,2022,21,23.7976188571
sao goncalo,2022,21,20.8841997143
sao joao da barra,2022,21,23.7976188571
sao joao de meriti,2022,21,20.8841997143
sao jose de uba,2022,21,23.7976188571
sao jose do vale do rio preto,2022,21,20.8841997143
sao pedro da aldeia,2022,21,23.579278
sao sebastiao do alto,2022,21,23.7976188571
sapucaia,2022,21,20.8841997143
saquarema,2022,21,23.579278
seropedica,2022,21,21.3403214286
silva jardim,2022,21,23.579278
sumidouro,2022,21,21.2624457143
tangua,2022,21,20.8841997143
teresopolis,2022,21,20.8841997143
trajano de moraes,2022,21,21.2624457143
tres rios,2022,21,20.8841997143
valenca,2022,21,0.0
varre-sai,2022,21,23.7976188571
vassouras,2022,21,20.8841997143
volta redonda,2022,21,21.3403214286
angra dos reis,2022,22,20.3040815714
aperibe,2022,22,24.9166668571
araruama,2022,22,23.4665032857
areal,2022,22,21.9430272857
armacao dos buzios,2022,22,22.835034
arraial do cabo,2022,22,23.4665032857
barra do pirai,2022,22,22.1230951429
barra mansa,2022,22,22.1230951429
belford roxo,2022,22,21.9430272857
bom jardim,2022,22,22.835034
bom jesus do itabapoana,2022,22,24.9166668571
cabo frio,2022,22,23.4665032857
cachoeiras de macacu,2022,22,21.9430272857
cambuci,2022,22,24.9166668571
carapebus,2022,22,24.9166668571
comendador levy gasparian,2022,22,21.9430272857
campos dos goytacazes,2022,22,24.9166668571
cantagalo,2022,22,22.835034
cardoso moreira,2022,22,24.9166668571
carmo,2022,22,22.835034
casimiro de abreu,2022,22,22.835034
conceicao de macabu,2022,22,24.9166668571
cordeiro,2022,22,22.835034
duas barras,2022,22,22.835034
duque de caxias,2022,22,21.9430272857
engenheiro paulo de frontin,2022,22,22.1230951429
guapimirim,2022,22,21.9430272857
iguaba grande,2022,22,23.4665032857
itaborai,2022,22,21.9430272857
itaguai,2022,22,22.1230951429
italva,2022,22,24.9166668571
itaocara,2022,22,24.9166668571
itaperuna,2022,22,24.9166668571
itatiaia,2022,22,20.3040815714
japeri,2022,22,21.9430272857
laje do muriae,2022,22,24.9166668571
macae,2022,22,22.835034
macuco,2022,22,22.835034
mage,2022,22,21.9430272857
mangaratiba,2022,22,22.1230951429
marica,2022,22,21.9430272857
mendes,2022,22,22.1230951429
mesquita,2022,22,18.3047618571
miguel pereira,2022,22,21.9430272857
miracema,2022,22,24.9166668571
natividade,2022,22,24.9166668571
nilopolis,2022,22,21.9430272857
niteroi,2022,22,21.9430272857
nova friburgo,2022,22,22.835034
nova iguacu,2022,22,21.9430272857
paracambi,2022,22,22.1230951429
paraiba do sul,2022,22,21.9430272857
paraty,2022,22,20.3040815714
paty do alferes,2022,22,21.9430272857
petropolis,2022,22,21.9430272857
pinheiral,2022,22,22.1230951429
pirai,2022,22,22.1230951429
