municipio,year,week,cases
porciuncula,2013,28,0
porto real,2013,28,3
quatis,2013,28,2
queimados,2013,28,0
quissama,2013,28,0
resende,2013,28,12
rio bonito,2013,28,5
rio claro,2013,28,0
rio das flores,2013,28,1
rio das ostras,2013,28,0
rio de janeiro,2013,28,206
santa maria madalena,2013,28,0
santo antonio de padua,2013,28,0
sao francisco de itabapoana,2013,28,26
sao fidelis,2013,28,0
sao goncalo,2013,28,144
sao joao da barra,2013,28,0
sao joao de meriti,2013,28,25
sao jose de uba,2013,28,0
sao jose do vale do rio preto,2013,28,0
sao pedro da aldeia,2013,28,0
sao sebastiao do alto,2013,28,0
sapucaia,2013,28,0
saquarema,2013,28,11
seropedica,2013,28,2
silva jardim,2013,28,0
sumidouro,2013,28,0
tangua,2013,28,0
teresopolis,2013,28,1
trajano de moraes,2013,28,0
tres rios,2013,28,0
valenca,2013,28,6
varre-sai,2013,28,0
vassouras,2013,28,0
volta redonda,2013,28,3
angra dos reis,2013,29,12
aperibe,2013,29,0
araruama,2013,29,1
areal,2013,29,0
armacao dos buzios,2013,29,1
arraial do cabo,2013,29,0
barra do pirai,2013,29,1
barra mansa,2013,29,0
belford roxo,2013,29,11
bom jardim,2013,29,0
bom jesus do itabapoana,2013,29,1
cabo frio,2013,29,1
cachoeiras de macacu,2013,29,0
cambuci,2013,29,0
carapebus,2013,29,0
comendador levy gasparian,2013,29,0
campos dos goytacazes,2013,29,50
cantagalo,2013,29,0
cardoso moreira,2013,29,3
carmo,2013,29,0
casimiro de abreu,2013,29,1
conceicao de macabu,2013,29,0
cordeiro,2013,29,0
duas barras,2013,29,0
duque de caxias,2013,29,23
engenheiro paulo de frontin,2013,29,0
guapimirim,2013,29,0
iguaba grande,2013,29,0
itaborai,2013,29,9
itaguai,2013,29,2
italva,2013,29,1
itaocara,2013,29,0
itaperuna,2013,29,22
itatiaia,2013,29,0
japeri,2013,29,1
laje do muriae,2013,29,0
macae,2013,29,39
macuco,2013,29,0
mage,2013,29,0
mangaratiba,2013,29,0
marica,2013,29,18
mendes,2013,29,2
mesquita,2013,29,3
miguel pereira,2013,29,1
miracema,2013,29,0
natividade,2013,29,0
nilopolis,2013,29,0
niteroi,2013,29,17
nova friburgo,2013,29,1
nova iguacu,2013,29,11
paracambi,2013,29,0
paraiba do sul,2013,29,0
paraty,2013,29,0
paty do alferes,2013,29,0
petropolis,2013,29,1
pinheiral,2013,29,0
pirai,2013,29,2
porciuncula,2013,29,1
porto real,2013,29,0
quatis,2013,29,2
queimados,2013,29,0
quissama,2013,29,0
resende,2013,29,8
rio bonito,2013,29,5
rio claro,2013,29,0
rio das flores,2013,29,3
rio das ostras,2013,29,1
rio de janeiro,2013,29,185
santa maria madalena,2013,29,0
santo antonio de padua,2013,29,1
sao francisco de itabapoana,2013,29,10
sao fidelis,2013,29,0
sao goncalo,2013,29,29
sao joao da barra,2013,29,0
sao joao de meriti,2013,29,37
sao jose de uba,2013,29,0
sao jose do vale do rio preto,2013,29,0
sao pedro da aldeia,2013,29,0
sao sebastiao do alto,2013,29,0
sapucaia,2013,29,0
saquarema,2013,29,11
seropedica,2013,29,0
silva jardim,2013,29,0
sumidouro,2013,29,0
tangua,2013,29,1
teresopolis,2013,29,0
trajano de moraes,2013,29,0
tres rios,2013,29,1
valenca,2013,29,5
varre-sai,2013,29,0
vassouras,2013,29,0
volta redonda,2013,29,1
angra dos reis,2013,30,2
aperibe,2013,30,0
araruama,2013,30,0
areal,2013,30,0
armacao dos buzios,2013,30,2
arraial do cabo,2013,30,0
barra do pirai,2013,30,1
barra mansa,2013,30,1
belford roxo,2013,30,9
bom jardim,2013,30,0
bom jesus do itabapoana,2013,30,1
cabo frio,2013,30,1
cachoeiras de macacu,2013,30,0
cambuci,2013,30,0
carapebus,2013,30,0
comendador levy gasparian,2013,30,0
campos dos goytacazes,2013,30,31
cantagalo,2013,30,0
cardoso moreira,2013,30,0
carmo,2013,30,0
casimiro de abreu,2013,30,1
conceicao de macabu,2013,30,0
cordeiro,2013,30,0
duas barras,2013,30,0
duque de caxias,2013,30,23
engenheiro paulo de frontin,2013,30,0
guapimirim,2013,30,0
iguaba grande,2013,30,0
itaborai,2013,30,7
itaguai,2013,30,0
italva,2013,30,0
itaocara,2013,30,0
itaperuna,2013,30,11
itatiaia,2013,30,0
japeri,2013,30,0
laje do muriae,2013,30,0
macae,2013,30,2
macuco,2013,30,0
mage,2013,30,1
mangaratiba,2013,30,1
marica,2013,30,12
mendes,2013,30,1
mesquita,2013,30,0
miguel pereira,2013,30,1
miracema,2013,30,0
natividade,2013,30,0
nilopolis,2013,30,0
niteroi,2013,30,4
nova friburgo,2013,30,0
nova iguacu,2013,30,15
paracambi,2013,30,0
paraiba do sul,2013,30,0
paraty,2013,30,0
paty do alferes,2013,30,0
petropolis,2013,30,1
pinheiral,2013,30,1
pirai,2013,30,2
porciuncula,2013,30,0
porto real,2013,30,1
quatis,2013,30,2
queimados,2013,30,0
quissama,2013,30,0
resende,2013,30,1
rio bonito,2013,30,0
rio claro,2013,30,0
rio das flores,2013,30,1
rio das ostras,2013,30,0
rio de janeiro,2013,30,85
santa maria madalena,2013,30,0
santo antonio de padua,2013,30,0
sao francisco de itabapoana,2013,30,8
sao fidelis,2013,30,2
sao goncalo,2013,30,18
sao joao da barra,2013,30,0
sao joao de meriti,2013,30,36
sao jose de uba,2013,30,0
sao jose do vale do rio preto,2013,30,0
sao pedro da aldeia,2013,30,0
sao sebastiao do alto,2013,30,0
sapucaia,2013,30,0
saquarema,2013,30,8
seropedica,2013,30,2
silva jardim,2013,30,0
sumidouro,2013,30,0
tangua,2013,30,2
teresopolis,2013,30,0
trajano de moraes,2013,30,0
tres rios,2013,30,0
valenca,2013,30,3
varre-sai,2013,30,0
vassouras,2013,30,0
volta redonda,2013,30,0
angra dos reis,2013,31,6
aperibe,2013,31,0
araruama,2013,31,1
areal,2013,31,0
armacao dos buzios,2013,31,0
arraial do cabo,2013,31,0
barra do pirai,2013,31,3
barra mansa,2013,31,3
belford roxo,2013,31,4
bom jardim,2013,31,0
bom jesus do itabapoana,2013,31,2
cabo frio,2013,31,3
cachoeiras de macacu,2013,31,0
cambuci,2013,31,0
carapebus,2013,31,0
comendador levy gasparian,2013,31,0
campos dos goytacazes,2013,31,30
cantagalo,2013,31,0
cardoso moreira,2013,31,0
carmo,2013,31,0
casimiro de abreu,2013,31,0
conceicao de macabu,2013,31,0
cordeiro,2013,31,0
duas barras,2013,31,0
duque de caxias,2013,31,24
engenheiro paulo de frontin,2013,31,0
guapimirim,2013,31,0
iguaba grande,2013,31,0
itaborai,2013,31,6
itaguai,2013,31,1
italva,2013,31,0
itaocara,2013,31,0
itaperuna,2013,31,15
itatiaia,2013,31,0
japeri,2013,31,1
laje do muriae,2013,31,0
macae,2013,31,4
macuco,2013,31,0
mage,2013,31,0
mangaratiba,2013,31,0
marica,2013,31,8
mendes,2013,31,1
mesquita,2013,31,1
miguel pereira,2013,31,0
miracema,2013,31,0
natividade,2013,31,0
nilopolis,2013,31,0
niteroi,2013,31,15
nova friburgo,2013,31,0
nova iguacu,2013,31,7
paracambi,2013,31,0
paraiba do sul,2013,31,0
paraty,2013,31,0
paty do alferes,2013,31,0
petropolis,2013,31,0
pinheiral,2013,31,0
pirai,2013,31,0
porciuncula,2013,31,0
porto real,2013,31,0
quatis,2013,31,0
queimados,2013,31,0
quissama,2013,31,0
resende,2013,31,0
rio bonito,2013,31,0
rio claro,2013,31,0
rio das flores,2013,31,0
rio das ostras,2013,31,0
rio de janeiro,2013,31,134
santa maria madalena,2013,31,0
santo antonio de padua,2013,31,9
sao francisco de itabapoana,2013,31,9
sao fidelis,2013,31,1
sao goncalo,2013,31,21
sao joao da barra,2013,31,0
sao joao de meriti,2013,31,30
sao jose de uba,2013,31,0
sao jose do vale do rio preto,2013,31,0
sao pedro da aldeia,2013,31,0
sao sebastiao do alto,2013,31,0
sapucaia,2013,31,0
saquarema,2013,31,3
seropedica,2013,31,0
silva jardim,2013,31,0
sumidouro,2013,31,0
tangua,2013,31,0
teresopolis,2013,31,0
trajano de moraes,2013,31,0
tres rios,2013,31,0
valenca,2013,31,5
varre-sai,2013,31,0
vassouras,2013,31,0
volta redonda,2013,31,11
angra dos reis,2013,32,4
aperibe,2013,32,0
araruama,2013,32,0
areal,2013,32,0
armacao dos buzios,2013,32,0
arraial do cabo,2013,32,0
barra do pirai,2013,32,2
barra mansa,2013,32,0
belford roxo,2013,32,5
bom jardim,2013,32,0
bom jesus do itabapoana,2013,32,1
cabo frio,2013,32,5
cachoeiras de macacu,2013,32,0
cambuci,2013,32,0
carapebus,2013,32,0
comendador levy gasparian,2013,32,0
campos dos goytacazes,2013,32,29
cantagalo,2013,32,0
cardoso moreira,2013,32,0
carmo,2013,32,0
casimiro de abreu,2013,32,0
conceicao de macabu,2013,32,0
cordeiro,2013,32,0
duas barras,2013,32,0
duque de caxias,2013,32,31
engenheiro paulo de frontin,2013,32,0
guapimirim,2013,32,0
iguaba grande,2013,32,1
itaborai,2013,32,5
itaguai,2013,32,0
italva,2013,32,0
itaocara,2013,32,0
itaperuna,2013,32,6
itatiaia,2013,32,0
japeri,2013,32,2
laje do muriae,2013,32,0
macae,2013,32,13
macuco,2013,32,0
mage,2013,32,3
mangaratiba,2013,32,1
marica,2013,32,3
mendes,2013,32,2
mesquita,2013,32,0
miguel pereira,2013,32,0
miracema,2013,32,0
natividade,2013,32,0
nilopolis,2013,32,0
niteroi,2013,32,16
nova friburgo,2013,32,2
nova iguacu,2013,32,5
paracambi,2013,32,0
paraiba do sul,2013,32,0
paraty,2013,32,0
paty do alferes,2013,32,0
petropolis,2013,32,2
pinheiral,2013,32,0
pirai,2013,32,2
porciuncula,2013,32,0
porto real,2013,32,0
quatis,2013,32,0
queimados,2013,32,0
quissama,2013,32,0
resende,2013,32,1
rio bonito,2013,32,3
rio claro,2013,32,0
rio das flores,2013,32,0
rio das ostras,2013,32,0
rio de janeiro,2013,32,93
santa maria madalena,2013,32,0
santo antonio de padua,2013,32,0
sao francisco de itabapoana,2013,32,14
sao fidelis,2013,32,1
sao goncalo,2013,32,14
sao joao da barra,2013,32,0
sao joao de meriti,2013,32,37
sao jose de uba,2013,32,0
sao jose do vale do rio preto,2013,32,0
sao pedro da aldeia,2013,32,0
sao sebastiao do alto,2013,32,0
sapucaia,2013,32,0
saquarema,2013,32,3
seropedica,2013,32,0
silva jardim,2013,32,0
sumidouro,2013,32,0
tangua,2013,32,0
teresopolis,2013,32,0
trajano de moraes,2013,32,0
tres rios,2013,32,0
valenca,2013,32,2
varre-sai,2013,32,0
vassouras,2013,32,0
volta redonda,2013,32,3
angra dos reis,2013,33,5
aperibe,2013,33,0
araruama,2013,33,1
areal,2013,33,0
armacao dos buzios,2013,33,0
arraial do cabo,2013,33,0
barra do pirai,2013,33,0
barra mansa,2013,33,0
belford roxo,2013,33,3
bom jardim,2013,33,0
bom jesus do itabapoana,2013,33,9
cabo frio,2013,33,4
cachoeiras de macacu,2013,33,0
cambuci,2013,33,0
carapebus,2013,33,0
comendador levy gasparian,2013,33,0
campos dos goytacazes,2013,33,19
cantagalo,2013,33,0
cardoso moreira,2013,33,0
carmo,2013,33,0
casimiro de abreu,2013,33,0
conceicao de macabu,2013,33,0
cordeiro,2013,33,0
duas barras,2013,33,0
duque de caxias,2013,33,45
engenheiro paulo de frontin,2013,33,0
guapimirim,2013,33,0
iguaba grande,2013,33,0
itaborai,2013,33,9
itaguai,2013,33,0
italva,2013,33,0
itaocara,2013,33,0
itaperuna,2013,33,9
itatiaia,2013,33,0
japeri,2013,33,0
laje do muriae,2013,33,0
macae,2013,33,1
macuco,2013,33,0
mage,2013,33,0
mangaratiba,2013,33,3
marica,2013,33,5
mendes,2013,33,0
mesquita,2013,33,0
miguel pereira,2013,33,0
miracema,2013,33,0
natividade,2013,33,0
nilopolis,2013,33,0
niteroi,2013,33,8
nova friburgo,2013,33,0
nova iguacu,2013,33,3
paracambi,2013,33,0
paraiba do sul,2013,33,0
paraty,2013,33,0
paty do alferes,2013,33,1
petropolis,2013,33,1
pinheiral,2013,33,0
pirai,2013,33,0
porciuncula,2013,33,0
porto real,2013,33,0
quatis,2013,33,0
queimados,2013,33,0
quissama,2013,33,1
resende,2013,33,1
rio bonito,2013,33,2
rio claro,2013,33,0
rio das flores,2013,33,0
rio das ostras,2013,33,3
rio de janeiro,2013,33,186
santa maria madalena,2013,33,0
santo antonio de padua,2013,33,1
sao francisco de itabapoana,2013,33,6
sao fidelis,2013,33,0
sao goncalo,2013,33,79
sao joao da barra,2013,33,0
sao joao de meriti,2013,33,25
sao jose de uba,2013,33,0
sao jose do vale do rio preto,2013,33,1
sao pedro da aldeia,2013,33,0
sao sebastiao do alto,2013,33,0
sapucaia,2013,33,0
saquarema,2013,33,4
seropedica,2013,33,0
silva jardim,2013,33,0
sumidouro,2013,33,0
tangua,2013,33,0
teresopolis,2013,33,0
trajano de moraes,2013,33,1
tres rios,2013,33,0
valenca,2013,33,4
varre-sai,2013,33,0
vassouras,2013,33,0
volta redonda,2013,33,1
angra dos reis,2013,34,0
aperibe,2013,34,0
araruama,2013,34,1
areal,2013,34,0
armacao dos buzios,2013,34,0
arraial do cabo,2013,34,0
barra do pirai,2013,34,3
barra mansa,2013,34,0
belford roxo,2013,34,3
bom jardim,2013,34,0
bom jesus do itabapoana,2013,34,1
cabo frio,2013,34,0
cachoeiras de macacu,2013,34,0
cambuci,2013,34,0
carapebus,2013,34,0
comendador levy gasparian,2013,34,0
campos dos goytacazes,2013,34,29
cantagalo,2013,34,0
cardoso moreira,2013,34,0
carmo,2013,34,0
casimiro de abreu,2013,34,0
conceicao de macabu,2013,34,0
cordeiro,2013,34,0
duas barras,2013,34,0
duque de caxias,2013,34,24
engenheiro paulo de frontin,2013,34,0
guapimirim,2013,34,0
iguaba grande,2013,34,0
itaborai,2013,34,7
itaguai,2013,34,0
italva,2013,34,1
itaocara,2013,34,0
itaperuna,2013,34,14
itatiaia,2013,34,0
japeri,2013,34,0
laje do muriae,2013,34,0
macae,2013,34,5
macuco,2013,34,0
mage,2013,34,0
mangaratiba,2013,34,0
marica,2013,34,0
mendes,2013,34,2
mesquita,2013,34,0
miguel pereira,2013,34,0
miracema,2013,34,0
natividade,2013,34,0
nilopolis,2013,34,0
niteroi,2013,34,9
nova friburgo,2013,34,0
nova iguacu,2013,34,12
paracambi,2013,34,0
paraiba do sul,2013,34,0
paraty,2013,34,0
paty do alferes,2013,34,0
petropolis,2013,34,0
pinheiral,2013,34,0
pirai,2013,34,2
porciuncula,2013,34,0
porto real,2013,34,1
quatis,2013,34,0
queimados,2013,34,1
quissama,2013,34,0
resende,2013,34,4
rio bonito,2013,34,8
rio claro,2013,34,0
rio das flores,2013,34,0
rio das ostras,2013,34,0
rio de janeiro,2013,34,76
santa maria madalena,2013,34,0
santo antonio de padua,2013,34,1
sao francisco de itabapoana,2013,34,3
sao fidelis,2013,34,0
sao goncalo,2013,34,70
sao joao da barra,2013,34,0
sao joao de meriti,2013,34,34
sao jose de uba,2013,34,0
sao jose do vale do rio preto,2013,34,0
sao pedro da aldeia,2013,34,0
sao sebastiao do alto,2013,34,0
sapucaia,2013,34,0
saquarema,2013,34,3
seropedica,2013,34,0
silva jardim,2013,34,0
sumidouro,2013,34,0
tangua,2013,34,0
teresopolis,2013,34,2
trajano de moraes,2013,34,0
tres rios,2013,34,0
valenca,2013,34,3
varre-sai,2013,34,0
vassouras,2013,34,0
volta redonda,2013,34,2
angra dos reis,2013,35,1
aperibe,2013,35,0
araruama,2013,35,0
areal,2013,35,0
armacao dos buzios,2013,35,0
arraial do cabo,2013,35,0
barra do pirai,2013,35,0
barra mansa,2013,35,0
belford roxo,2013,35,6
bom jardim,2013,35,0
bom jesus do itabapoana,2013,35,0
cabo frio,2013,35,1
cachoeiras de macacu,2013,35,0
cambuci,2013,35,0
carapebus,2013,35,0
comendador levy gasparian,2013,35,0
campos dos goytacazes,2013,35,20
cantagalo,2013,35,0
cardoso moreira,2013,35,1
carmo,2013,35,0
casimiro de abreu,2013,35,0
conceicao de macabu,2013,35,0
cordeiro,2013,35,2
duas barras,2013,35,0
duque de caxias,2013,35,26
engenheiro paulo de frontin,2013,35,0
guapimirim,2013,35,0
iguaba grande,2013,35,0
itaborai,2013,35,9
itaguai,2013,35,0
italva,2013,35,0
itaocara,2013,35,0
itaperuna,2013,35,9
itatiaia,2013,35,0
japeri,2013,35,0
laje do muriae,2013,35,0
macae,2013,35,1
macuco,2013,35,0
mage,2013,35,0
mangaratiba,2013,35,1
marica,2013,35,0
mendes,2013,35,0
mesquita,2013,35,0
miguel pereira,2013,35,0
miracema,2013,35,0
natividade,2013,35,0
nilopolis,2013,35,0
niteroi,2013,35,9
nova friburgo,2013,35,1
nova iguacu,2013,35,8
paracambi,2013,35,0
paraiba do sul,2013,35,0
paraty,2013,35,0
paty do alferes,2013,35,0
petropolis,2013,35,1
pinheiral,2013,35,0
pirai,2013,35,1
porciuncula,2013,35,0
porto real,2013,35,0
quatis,2013,35,0
queimados,2013,35,1
quissama,2013,35,1
resende,2013,35,0
rio bonito,2013,35,4
rio claro,2013,35,0
rio das flores,2013,35,0
rio das ostras,2013,35,0
rio de janeiro,2013,35,232
santa maria madalena,2013,35,0
santo antonio de padua,2013,35,1
sao francisco de itabapoana,2013,35,3
sao fidelis,2013,35,0
sao goncalo,2013,35,11
sao joao da barra,2013,35,0
sao joao de meriti,2013,35,18
sao jose de uba,2013,35,0
sao jose do vale do rio preto,2013,35,0
sao pedro da aldeia,2013,35,0
sao sebastiao do alto,2013,35,0
sapucaia,2013,35,0
saquarema,2013,35,2
seropedica,2013,35,0
silva jardim,2013,35,0
sumidouro,2013,35,0
tangua,2013,35,0
teresopolis,2013,35,0
trajano de moraes,2013,35,0
tres rios,2013,35,0
valenca,2013,35,2
varre-sai,2013,35,0
vassouras,2013,35,0
volta redonda,2013,35,0
angra dos reis,2013,36,1
aperibe,2013,36,0
araruama,2013,36,0
areal,2013,36,0
armacao dos buzios,2013,36,0
arraial do cabo,2013,36,0
barra do pirai,2013,36,0
barra mansa,2013,36,2
belford roxo,2013,36,4
bom jardim,2013,36,0
bom jesus do itabapoana,2013,36,0
cabo frio,2013,36,0
cachoeiras de macacu,2013,36,0
cambuci,2013,36,0
carapebus,2013,36,0
comendador levy gasparian,2013,36,0
campos dos goytacazes,2013,36,29
cantagalo,2013,36,0
cardoso moreira,2013,36,0
carmo,2013,36,0
casimiro de abreu,2013,36,1
conceicao de macabu,2013,36,0
cordeiro,2013,36,1
duas barras,2013,36,0
duque de caxias,2013,36,19
engenheiro paulo de frontin,2013,36,0
guapimirim,2013,36,0
iguaba grande,2013,36,0
itaborai,2013,36,5
itaguai,2013,36,0
italva,2013,36,0
itaocara,2013,36,0
itaperuna,2013,36,14
itatiaia,2013,36,0
japeri,2013,36,0
laje do muriae,2013,36,0
macae,2013,36,2
macuco,2013,36,1
mage,2013,36,0
mangaratiba,2013,36,0
marica,2013,36,0
mendes,2013,36,0
mesquita,2013,36,0
miguel pereira,2013,36,0
miracema,2013,36,0
natividade,2013,36,0
nilopolis,2013,36,0
niteroi,2013,36,3
nova friburgo,2013,36,0
nova iguacu,2013,36,5
paracambi,2013,36,0
paraiba do sul,2013,36,0
paraty,2013,36,0
paty do alferes,2013,36,0
petropolis,2013,36,4
pinheiral,2013,36,0
pirai,2013,36,1
porciuncula,2013,36,2
porto real,2013,36,0
quatis,2013,36,0
queimados,2013,36,2
quissama,2013,36,0
resende,2013,36,3
rio bonito,2013,36,0
rio claro,2013,36,0
rio das flores,2013,36,0
rio das ostras,2013,36,1
rio de janeiro,2013,36,61
santa maria madalena,2013,36,0
santo antonio de padua,2013,36,0
sao francisco de itabapoana,2013,36,2
sao fidelis,2013,36,0
sao goncalo,2013,36,47
sao joao da barra,2013,36,0
sao joao de meriti,2013,36,23
sao jose de uba,2013,36,0
sao jose do vale do rio preto,2013,36,0
sao pedro da aldeia,2013,36,0
sao sebastiao do alto,2013,36,0
sapucaia,2013,36,0
saquarema,2013,36,3
seropedica,2013,36,0
silva jardim,2013,36,0
sumidouro,2013,36,0
tangua,2013,36,0
teresopolis,2013,36,0
trajano de moraes,2013,36,0
tres rios,2013,36,0
valenca,2013,36,4
varre-sai,2013,36,0
vassouras,2013,36,0
volta redonda,2013,36,0
angra dos reis,2013,37,0
aperibe,2013,37,0
araruama,2013,37,2
areal,2013,37,0
armacao dos buzios,2013,37,0
arraial do cabo,2013,37,0
barra do pirai,2013,37,1
barra mansa,2013,37,1
belford roxo,2013,37,4
bom jardim,2013,37,0
bom jesus do itabapoana,2013,37,0
cabo frio,2013,37,1
cachoeiras de macacu,2013,37,0
cambuci,2013,37,0
carapebus,2013,37,0
comendador levy gasparian,2013,37,0
campos dos goytacazes,2013,37,20
cantagalo,2013,37,0
cardoso moreira,2013,37,0
carmo,2013,37,0
casimiro de abreu,2013,37,2
conceicao de macabu,2013,37,0
cordeiro,2013,37,0
duas barras,2013,37,0
duque de caxias,2013,37,17
engenheiro paulo de frontin,2013,37,0
guapimirim,2013,37,0
iguaba grande,2013,37,0
itaborai,2013,37,4
itaguai,2013,37,0
italva,2013,37,0
itaocara,2013,37,0
itaperuna,2013,37,11
itatiaia,2013,37,0
japeri,2013,37,0
laje do muriae,2013,37,0
macae,2013,37,6
macuco,2013,37,0
mage,2013,37,0
mangaratiba,2013,37,3
marica,2013,37,0
mendes,2013,37,0
mesquita,2013,37,0
miguel pereira,2013,37,0
miracema,2013,37,0
natividade,2013,37,0
nilopolis,2013,37,0
niteroi,2013,37,5
nova friburgo,2013,37,0
nova iguacu,2013,37,9
paracambi,2013,37,0
paraiba do sul,2013,37,0
paraty,2013,37,0
paty do alferes,2013,37,0
petropolis,2013,37,0
pinheiral,2013,37,0
pirai,2013,37,2
porciuncula,2013,37,1
porto real,2013,37,0
quatis,2013,37,0
queimados,2013,37,0
quissama,2013,37,0
resende,2013,37,2
rio bonito,2013,37,1
rio claro,2013,37,0
rio das flores,2013,37,0
rio das ostras,2013,37,1
rio de janeiro,2013,37,83
santa maria madalena,2013,37,0
santo antonio de padua,2013,37,0
sao francisco de itabapoana,2013,37,9
sao fidelis,2013,37,0
sao goncalo,2013,37,17
sao joao da barra,2013,37,0
sao joao de meriti,2013,37,23
sao jose de uba,2013,37,0
sao jose do vale do rio preto,2013,37,0
sao pedro da aldeia,2013,37,0
sao sebastiao do alto,2013,37,0
sapucaia,2013,37,0
saquarema,2013,37,0
seropedica,2013,37,1
silva jardim,2013,37,0
sumidouro,2013,37,0
tangua,2013,37,1
teresopolis,2013,37,0
trajano de moraes,2013,37,0
tres rios,2013,37,0
valenca,2013,37,1
varre-sai,2013,37,0
vassouras,2013,37,0
volta redonda,2013,37,0
angra dos reis,2013,38,3
aperibe,2013,38,0
araruama,2013,38,0
areal,2013,38,0
armacao dos buzios,2013,38,0
arraial do cabo,2013,38,0
barra do pirai,2013,38,0
barra mansa,2013,38,1
belford roxo,2013,38,6
bom jardim,2013,38,0
bom jesus do itabapoana,2013,38,0
cabo frio,2013,38,2
cachoeiras de macacu,2013,38,0
cambuci,2013,38,0
carapebus,2013,38,0
comendador levy gasparian,2013,38,0
campos dos goytacazes,2013,38,16
cantagalo,2013,38,0
cardoso moreira,2013,38,0
carmo,2013,38,0
casimiro de abreu,2013,38,0
conceicao de macabu,2013,38,0
cordeiro,2013,38,0
duas barras,2013,38,0
duque de caxias,2013,38,14
engenheiro paulo de frontin,2013,38,0
guapimirim,2013,38,0
iguaba grande,2013,38,0
itaborai,2013,38,16
itaguai,2013,38,2
italva,2013,38,1
itaocara,2013,38,0
itaperuna,2013,38,10
itatiaia,2013,38,0
japeri,2013,38,0
laje do muriae,2013,38,0
macae,2013,38,1
macuco,2013,38,0
mage,2013,38,1
mangaratiba,2013,38,1
marica,2013,38,0
mendes,2013,38,0
mesquita,2013,38,0
