municipio,year,week,cases
tangua,2019,20,0
teresopolis,2019,20,4
trajano de moraes,2019,20,0
tres rios,2019,20,10
valenca,2019,20,19
varre-sai,2019,20,0
vassouras,2019,20,20
volta redonda,2019,20,261
angra dos reis,2019,21,106
aperibe,2019,21,0
araruama,2019,21,37
areal,2019,21,0
armacao dos buzios,2019,21,4
arraial do cabo,2019,21,3
barra do pirai,2019,21,17
barra mansa,2019,21,22
belford roxo,2019,21,20
bom jardim,2019,21,0
bom jesus do itabapoana,2019,21,28
cabo frio,2019,21,55
cachoeiras de macacu,2019,21,0
cambuci,2019,21,3
carapebus,2019,21,3
comendador levy gasparian,2019,21,0
campos dos goytacazes,2019,21,1
cantagalo,2019,21,2
cardoso moreira,2019,21,2
carmo,2019,21,0
casimiro de abreu,2019,21,1
conceicao de macabu,2019,21,1
cordeiro,2019,21,1
duas barras,2019,21,0
duque de caxias,2019,21,38
engenheiro paulo de frontin,2019,21,0
guapimirim,2019,21,0
iguaba grande,2019,21,1
itaborai,2019,21,37
itaguai,2019,21,4
italva,2019,21,0
itaocara,2019,21,0
itaperuna,2019,21,0
itatiaia,2019,21,11
japeri,2019,21,27
laje do muriae,2019,21,0
macae,2019,21,15
macuco,2019,21,0
mage,2019,21,1
mangaratiba,2019,21,27
marica,2019,21,28
mendes,2019,21,1
mesquita,2019,21,3
miguel pereira,2019,21,1
miracema,2019,21,83
natividade,2019,21,20
nilopolis,2019,21,1
niteroi,2019,21,36
nova friburgo,2019,21,23
nova iguacu,2019,21,33
paracambi,2019,21,1
paraiba do sul,2019,21,0
paraty,2019,21,107
paty do alferes,2019,21,10
petropolis,2019,21,5
pinheiral,2019,21,24
pirai,2019,21,21
porciuncula,2019,21,49
porto real,2019,21,1
quatis,2019,21,6
queimados,2019,21,0
quissama,2019,21,4
resende,2019,21,108
rio bonito,2019,21,2
rio claro,2019,21,0
rio das flores,2019,21,0
rio das ostras,2019,21,26
rio de janeiro,2019,21,1573
santa maria madalena,2019,21,0
santo antonio de padua,2019,21,3
sao francisco de itabapoana,2019,21,69
sao fidelis,2019,21,2
sao goncalo,2019,21,42
sao joao da barra,2019,21,0
sao joao de meriti,2019,21,59
sao jose de uba,2019,21,1
sao jose do vale do rio preto,2019,21,0
sao pedro da aldeia,2019,21,38
sao sebastiao do alto,2019,21,0
sapucaia,2019,21,0
saquarema,2019,21,22
seropedica,2019,21,1
silva jardim,2019,21,3
sumidouro,2019,21,0
tangua,2019,21,0
teresopolis,2019,21,0
trajano de moraes,2019,21,0
tres rios,2019,21,3
valenca,2019,21,14
varre-sai,2019,21,0
vassouras,2019,21,19
volta redonda,2019,21,172
angra dos reis,2019,22,72
aperibe,2019,22,0
araruama,2019,22,45
areal,2019,22,0
armacao dos buzios,2019,22,1
arraial do cabo,2019,22,2
barra do pirai,2019,22,22
barra mansa,2019,22,25
belford roxo,2019,22,15
bom jardim,2019,22,2
bom jesus do itabapoana,2019,22,19
cabo frio,2019,22,33
cachoeiras de macacu,2019,22,0
cambuci,2019,22,1
carapebus,2019,22,1
comendador levy gasparian,2019,22,0
campos dos goytacazes,2019,22,4
cantagalo,2019,22,0
cardoso moreira,2019,22,4
carmo,2019,22,0
casimiro de abreu,2019,22,1
conceicao de macabu,2019,22,0
cordeiro,2019,22,0
duas barras,2019,22,2
duque de caxias,2019,22,70
engenheiro paulo de frontin,2019,22,2
guapimirim,2019,22,1
iguaba grande,2019,22,4
itaborai,2019,22,35
itaguai,2019,22,6
italva,2019,22,0
itaocara,2019,22,0
itaperuna,2019,22,0
itatiaia,2019,22,14
japeri,2019,22,20
laje do muriae,2019,22,0
macae,2019,22,6
macuco,2019,22,0
mage,2019,22,1
mangaratiba,2019,22,16
marica,2019,22,22
mendes,2019,22,1
mesquita,2019,22,5
miguel pereira,2019,22,1
miracema,2019,22,36
natividade,2019,22,10
nilopolis,2019,22,0
niteroi,2019,22,24
nova friburgo,2019,22,24
nova iguacu,2019,22,19
paracambi,2019,22,1
paraiba do sul,2019,22,0
paraty,2019,22,82
paty do alferes,2019,22,7
petropolis,2019,22,3
pinheiral,2019,22,18
pirai,2019,22,17
porciuncula,2019,22,47
porto real,2019,22,0
quatis,2019,22,0
queimados,2019,22,0
quissama,2019,22,5
resende,2019,22,80
rio bonito,2019,22,0
rio claro,2019,22,1
rio das flores,2019,22,0
rio das ostras,2019,22,41
rio de janeiro,2019,22,1233
santa maria madalena,2019,22,0
santo antonio de padua,2019,22,1
sao francisco de itabapoana,2019,22,75
sao fidelis,2019,22,1
sao goncalo,2019,22,33
sao joao da barra,2019,22,0
sao joao de meriti,2019,22,26
sao jose de uba,2019,22,1
sao jose do vale do rio preto,2019,22,0
sao pedro da aldeia,2019,22,24
sao sebastiao do alto,2019,22,0
sapucaia,2019,22,0
saquarema,2019,22,22
seropedica,2019,22,1
silva jardim,2019,22,1
sumidouro,2019,22,0
tangua,2019,22,0
teresopolis,2019,22,0
trajano de moraes,2019,22,0
tres rios,2019,22,1
valenca,2019,22,6
varre-sai,2019,22,0
vassouras,2019,22,10
volta redonda,2019,22,162
angra dos reis,2019,23,55
aperibe,2019,23,1
araruama,2019,23,19
areal,2019,23,0
armacao dos buzios,2019,23,3
arraial do cabo,2019,23,2
barra do pirai,2019,23,15
barra mansa,2019,23,8
belford roxo,2019,23,17
bom jardim,2019,23,0
bom jesus do itabapoana,2019,23,13
cabo frio,2019,23,23
cachoeiras de macacu,2019,23,0
cambuci,2019,23,0
carapebus,2019,23,0
comendador levy gasparian,2019,23,0
campos dos goytacazes,2019,23,2
cantagalo,2019,23,0
cardoso moreira,2019,23,1
carmo,2019,23,1
casimiro de abreu,2019,23,0
conceicao de macabu,2019,23,0
cordeiro,2019,23,0
duas barras,2019,23,0
duque de caxias,2019,23,40
engenheiro paulo de frontin,2019,23,0
guapimirim,2019,23,0
iguaba grande,2019,23,0
itaborai,2019,23,22
itaguai,2019,23,10
italva,2019,23,2
itaocara,2019,23,0
itaperuna,2019,23,1
itatiaia,2019,23,3
japeri,2019,23,15
laje do muriae,2019,23,0
macae,2019,23,1
macuco,2019,23,0
mage,2019,23,9
mangaratiba,2019,23,18
marica,2019,23,16
mendes,2019,23,2
mesquita,2019,23,1
miguel pereira,2019,23,1
miracema,2019,23,0
natividade,2019,23,6
nilopolis,2019,23,1
niteroi,2019,23,11
nova friburgo,2019,23,12
nova iguacu,2019,23,9
paracambi,2019,23,0
paraiba do sul,2019,23,0
paraty,2019,23,55
paty do alferes,2019,23,1
petropolis,2019,23,3
pinheiral,2019,23,13
pirai,2019,23,13
porciuncula,2019,23,11
porto real,2019,23,1
quatis,2019,23,0
queimados,2019,23,2
quissama,2019,23,2
resende,2019,23,31
rio bonito,2019,23,1
rio claro,2019,23,1
rio das flores,2019,23,0
rio das ostras,2019,23,17
rio de janeiro,2019,23,980
santa maria madalena,2019,23,0
santo antonio de padua,2019,23,0
sao francisco de itabapoana,2019,23,100
sao fidelis,2019,23,0
sao goncalo,2019,23,46
sao joao da barra,2019,23,1
sao joao de meriti,2019,23,42
sao jose de uba,2019,23,0
sao jose do vale do rio preto,2019,23,0
sao pedro da aldeia,2019,23,12
sao sebastiao do alto,2019,23,2
sapucaia,2019,23,0
saquarema,2019,23,12
seropedica,2019,23,5
silva jardim,2019,23,2
sumidouro,2019,23,0
tangua,2019,23,1
teresopolis,2019,23,0
trajano de moraes,2019,23,0
tres rios,2019,23,1
valenca,2019,23,14
varre-sai,2019,23,1
vassouras,2019,23,17
volta redonda,2019,23,96
angra dos reis,2019,24,41
aperibe,2019,24,0
araruama,2019,24,8
areal,2019,24,0
armacao dos buzios,2019,24,3
arraial do cabo,2019,24,1
barra do pirai,2019,24,10
barra mansa,2019,24,3
belford roxo,2019,24,18
bom jardim,2019,24,0
bom jesus do itabapoana,2019,24,4
cabo frio,2019,24,10
cachoeiras de macacu,2019,24,0
cambuci,2019,24,0
carapebus,2019,24,0
comendador levy gasparian,2019,24,0
campos dos goytacazes,2019,24,4
cantagalo,2019,24,0
cardoso moreira,2019,24,3
carmo,2019,24,0
casimiro de abreu,2019,24,0
conceicao de macabu,2019,24,0
cordeiro,2019,24,1
duas barras,2019,24,0
duque de caxias,2019,24,17
engenheiro paulo de frontin,2019,24,2
guapimirim,2019,24,0
iguaba grande,2019,24,3
itaborai,2019,24,28
itaguai,2019,24,1
italva,2019,24,1
itaocara,2019,24,0
itaperuna,2019,24,2
itatiaia,2019,24,9
japeri,2019,24,14
laje do muriae,2019,24,0
macae,2019,24,0
macuco,2019,24,0
mage,2019,24,6
mangaratiba,2019,24,14
marica,2019,24,14
mendes,2019,24,0
mesquita,2019,24,9
miguel pereira,2019,24,1
miracema,2019,24,0
natividade,2019,24,6
nilopolis,2019,24,0
niteroi,2019,24,14
nova friburgo,2019,24,17
nova iguacu,2019,24,12
paracambi,2019,24,0
paraiba do sul,2019,24,0
paraty,2019,24,74
paty do alferes,2019,24,5
petropolis,2019,24,0
pinheiral,2019,24,7
pirai,2019,24,14
porciuncula,2019,24,10
porto real,2019,24,0
quatis,2019,24,0
queimados,2019,24,1
quissama,2019,24,1
resende,2019,24,49
rio bonito,2019,24,0
rio claro,2019,24,0
rio das flores,2019,24,0
rio das ostras,2019,24,22
rio de janeiro,2019,24,769
santa maria madalena,2019,24,0
santo antonio de padua,2019,24,0
sao francisco de itabapoana,2019,24,104
sao fidelis,2019,24,0
sao goncalo,2019,24,31
sao joao da barra,2019,24,1
sao joao de meriti,2019,24,29
sao jose de uba,2019,24,0
sao jose do vale do rio preto,2019,24,0
sao pedro da aldeia,2019,24,12
sao sebastiao do alto,2019,24,0
sapucaia,2019,24,0
saquarema,2019,24,11
seropedica,2019,24,4
silva jardim,2019,24,2
sumidouro,2019,24,0
tangua,2019,24,0
teresopolis,2019,24,0
trajano de moraes,2019,24,0
tres rios,2019,24,0
valenca,2019,24,6
varre-sai,2019,24,0
vassouras,2019,24,14
volta redonda,2019,24,86
angra dos reis,2019,25,34
aperibe,2019,25,0
araruama,2019,25,11
areal,2019,25,0
armacao dos buzios,2019,25,1
arraial do cabo,2019,25,2
barra do pirai,2019,25,13
barra mansa,2019,25,5
belford roxo,2019,25,9
bom jardim,2019,25,0
bom jesus do itabapoana,2019,25,5
cabo frio,2019,25,17
cachoeiras de macacu,2019,25,0
cambuci,2019,25,0
carapebus,2019,25,0
comendador levy gasparian,2019,25,0
campos dos goytacazes,2019,25,1
cantagalo,2019,25,1
cardoso moreira,2019,25,2
carmo,2019,25,0
casimiro de abreu,2019,25,1
conceicao de macabu,2019,25,1
cordeiro,2019,25,2
duas barras,2019,25,0
duque de caxias,2019,25,27
engenheiro paulo de frontin,2019,25,1
guapimirim,2019,25,0
iguaba grande,2019,25,6
itaborai,2019,25,30
itaguai,2019,25,3
italva,2019,25,0
itaocara,2019,25,0
itaperuna,2019,25,2
itatiaia,2019,25,7
japeri,2019,25,16
laje do muriae,2019,25,0
macae,2019,25,2
macuco,2019,25,0
mage,2019,25,6
mangaratiba,2019,25,2
marica,2019,25,12
mendes,2019,25,0
mesquita,2019,25,7
miguel pereira,2019,25,0
miracema,2019,25,0
natividade,2019,25,18
nilopolis,2019,25,0
niteroi,2019,25,7
nova friburgo,2019,25,13
nova iguacu,2019,25,15
paracambi,2019,25,0
paraiba do sul,2019,25,2
paraty,2019,25,55
paty do alferes,2019,25,6
petropolis,2019,25,3
pinheiral,2019,25,5
pirai,2019,25,9
porciuncula,2019,25,15
porto real,2019,25,0
quatis,2019,25,1
queimados,2019,25,1
quissama,2019,25,1
resende,2019,25,26
rio bonito,2019,25,1
rio claro,2019,25,1
rio das flores,2019,25,0
rio das ostras,2019,25,19
rio de janeiro,2019,25,551
santa maria madalena,2019,25,0
santo antonio de padua,2019,25,1
sao francisco de itabapoana,2019,25,109
sao fidelis,2019,25,0
sao goncalo,2019,25,46
sao joao da barra,2019,25,2
sao joao de meriti,2019,25,32
sao jose de uba,2019,25,0
sao jose do vale do rio preto,2019,25,0
sao pedro da aldeia,2019,25,6
sao sebastiao do alto,2019,25,0
sapucaia,2019,25,0
saquarema,2019,25,17
seropedica,2019,25,2
silva jardim,2019,25,1
sumidouro,2019,25,0
tangua,2019,25,0
teresopolis,2019,25,0
trajano de moraes,2019,25,0
tres rios,2019,25,0
valenca,2019,25,5
varre-sai,2019,25,0
vassouras,2019,25,16
volta redonda,2019,25,66
angra dos reis,2019,26,29
aperibe,2019,26,0
araruama,2019,26,7
areal,2019,26,0
armacao dos buzios,2019,26,0
arraial do cabo,2019,26,1
barra do pirai,2019,26,3
barra mansa,2019,26,2
belford roxo,2019,26,21
bom jardim,2019,26,0
bom jesus do itabapoana,2019,26,2
cabo frio,2019,26,16
cachoeiras de macacu,2019,26,0
cambuci,2019,26,0
carapebus,2019,26,3
comendador levy gasparian,2019,26,0
campos dos goytacazes,2019,26,1
cantagalo,2019,26,0
cardoso moreira,2019,26,1
carmo,2019,26,0
casimiro de abreu,2019,26,2
conceicao de macabu,2019,26,0
cordeiro,2019,26,0
duas barras,2019,26,0
duque de caxias,2019,26,54
engenheiro paulo de frontin,2019,26,1
guapimirim,2019,26,0
iguaba grande,2019,26,5
itaborai,2019,26,15
itaguai,2019,26,3
italva,2019,26,1
itaocara,2019,26,0
itaperuna,2019,26,5
itatiaia,2019,26,6
japeri,2019,26,13
laje do muriae,2019,26,0
macae,2019,26,2
macuco,2019,26,0
mage,2019,26,3
mangaratiba,2019,26,5
marica,2019,26,16
mendes,2019,26,0
mesquita,2019,26,5
miguel pereira,2019,26,0
miracema,2019,26,0
natividade,2019,26,13
nilopolis,2019,26,0
niteroi,2019,26,6
nova friburgo,2019,26,13
nova iguacu,2019,26,18
paracambi,2019,26,1
paraiba do sul,2019,26,0
paraty,2019,26,41
paty do alferes,2019,26,5
petropolis,2019,26,2
pinheiral,2019,26,10
pirai,2019,26,6
porciuncula,2019,26,8
porto real,2019,26,1
quatis,2019,26,0
queimados,2019,26,2
quissama,2019,26,1
resende,2019,26,21
rio bonito,2019,26,0
rio claro,2019,26,0
rio das flores,2019,26,0
rio das ostras,2019,26,11
rio de janeiro,2019,26,497
santa maria madalena,2019,26,0
santo antonio de padua,2019,26,0
sao francisco de itabapoana,2019,26,56
sao fidelis,2019,26,0
sao goncalo,2019,26,24
sao joao da barra,2019,26,0
sao joao de meriti,2019,26,24
sao jose de uba,2019,26,0
sao jose do vale do rio preto,2019,26,0
sao pedro da aldeia,2019,26,3
sao sebastiao do alto,2019,26,0
sapucaia,2019,26,0
saquarema,2019,26,13
seropedica,2019,26,4
silva jardim,2019,26,0
sumidouro,2019,26,0
tangua,2019,26,0
teresopolis,2019,26,0
trajano de moraes,2019,26,0
tres rios,2019,26,0
valenca,2019,26,7
varre-sai,2019,26,0
vassouras,2019,26,6
volta redonda,2019,26,58
angra dos reis,2019,27,26
aperibe,2019,27,0
araruama,2019,27,11
areal,2019,27,0
armacao dos buzios,2019,27,3
arraial do cabo,2019,27,2
barra do pirai,2019,27,7
barra mansa,2019,27,6
belford roxo,2019,27,16
bom jardim,2019,27,0
bom jesus do itabapoana,2019,27,3
cabo frio,2019,27,11
cachoeiras de macacu,2019,27,0
cambuci,2019,27,0
carapebus,2019,27,1
comendador levy gasparian,2019,27,0
campos dos goytacazes,2019,27,0
cantagalo,2019,27,0
cardoso moreira,2019,27,0
carmo,2019,27,0
casimiro de abreu,2019,27,1
conceicao de macabu,2019,27,0
cordeiro,2019,27,0
duas barras,2019,27,0
duque de caxias,2019,27,47
engenheiro paulo de frontin,2019,27,0
guapimirim,2019,27,0
iguaba grande,2019,27,28
itaborai,2019,27,11
itaguai,2019,27,2
italva,2019,27,3
itaocara,2019,27,1
itaperuna,2019,27,0
itatiaia,2019,27,7
japeri,2019,27,21
laje do muriae,2019,27,0
macae,2019,27,6
macuco,2019,27,0
mage,2019,27,1
mangaratiba,2019,27,5
marica,2019,27,10
mendes,2019,27,0
mesquita,2019,27,2
miguel pereira,2019,27,1
miracema,2019,27,0
natividade,2019,27,10
nilopolis,2019,27,0
niteroi,2019,27,14
nova friburgo,2019,27,7
nova iguacu,2019,27,31
paracambi,2019,27,1
paraiba do sul,2019,27,0
paraty,2019,27,38
paty do alferes,2019,27,7
petropolis,2019,27,3
pinheiral,2019,27,4
pirai,2019,27,5
porciuncula,2019,27,20
porto real,2019,27,0
quatis,2019,27,0
queimados,2019,27,0
quissama,2019,27,0
resende,2019,27,10
rio bonito,2019,27,0
rio claro,2019,27,0
rio das flores,2019,27,3
rio das ostras,2019,27,12
rio de janeiro,2019,27,489
santa maria madalena,2019,27,0
santo antonio de padua,2019,27,1
sao francisco de itabapoana,2019,27,39
sao fidelis,2019,27,1
sao goncalo,2019,27,19
sao joao da barra,2019,27,0
sao joao de meriti,2019,27,20
sao jose de uba,2019,27,0
sao jose do vale do rio preto,2019,27,0
sao pedro da aldeia,2019,27,9
sao sebastiao do alto,2019,27,0
sapucaia,2019,27,0
saquarema,2019,27,9
seropedica,2019,27,8
silva jardim,2019,27,0
sumidouro,2019,27,0
tangua,2019,27,0
teresopolis,2019,27,0
trajano de moraes,2019,27,0
tres rios,2019,27,0
valenca,2019,27,2
varre-sai,2019,27,0
vassouras,2019,27,9
volta redonda,2019,27,45
angra dos reis,2019,28,13
aperibe,2019,28,0
araruama,2019,28,2
areal,2019,28,0
armacao dos buzios,2019,28,0
arraial do cabo,2019,28,1
barra do pirai,2019,28,8
barra mansa,2019,28,5
belford roxo,2019,28,13
bom jardim,2019,28,1
bom jesus do itabapoana,2019,28,2
cabo frio,2019,28,4
cachoeiras de macacu,2019,28,0
cambuci,2019,28,0
carapebus,2019,28,0
comendador levy gasparian,2019,28,0
campos dos goytacazes,2019,28,3
cantagalo,2019,28,0
cardoso moreira,2019,28,4
carmo,2019,28,0
casimiro de abreu,2019,28,0
conceicao de macabu,2019,28,0
cordeiro,2019,28,0
duas barras,2019,28,0
duque de caxias,2019,28,30
engenheiro paulo de frontin,2019,28,0
guapimirim,2019,28,0
iguaba grande,2019,28,19
itaborai,2019,28,17
itaguai,2019,28,3
italva,2019,28,1
itaocara,2019,28,1
itaperuna,2019,28,0
itatiaia,2019,28,2
japeri,2019,28,6
laje do muriae,2019,28,0
macae,2019,28,3
macuco,2019,28,0
mage,2019,28,0
mangaratiba,2019,28,2
marica,2019,28,4
mendes,2019,28,0
mesquita,2019,28,2
miguel pereira,2019,28,0
miracema,2019,28,0
natividade,2019,28,3
nilopolis,2019,28,0
niteroi,2019,28,11
nova friburgo,2019,28,5
nova iguacu,2019,28,20
paracambi,2019,28,0
paraiba do sul,2019,28,0
paraty,2019,28,20
paty do alferes,2019,28,3
petropolis,2019,28,2
pinheiral,2019,28,1
pirai,2019,28,4
porciuncula,2019,28,8
porto real,2019,28,0
quatis,2019,28,2
queimados,2019,28,0
quissama,2019,28,0
resende,2019,28,6
rio bonito,2019,28,2
rio claro,2019,28,0
rio das flores,2019,28,0
rio das ostras,2019,28,7
rio de janeiro,2019,28,285
santa maria madalena,2019,28,0
santo antonio de padua,2019,28,2
sao francisco de itabapoana,2019,28,18
sao fidelis,2019,28,0
sao goncalo,2019,28,11
sao joao da barra,2019,28,0
sao joao de meriti,2019,28,7
sao jose de uba,2019,28,0
sao jose do vale do rio preto,2019,28,0
sao pedro da aldeia,2019,28,5
sao sebastiao do alto,2019,28,0
sapucaia,2019,28,0
saquarema,2019,28,4
seropedica,2019,28,1
silva jardim,2019,28,0
sumidouro,2019,28,0
tangua,2019,28,0
teresopolis,2019,28,1
trajano de moraes,2019,28,0
tres rios,2019,28,1
valenca,2019,28,1
varre-sai,2019,28,0
vassouras,2019,28,14
volta redonda,2019,28,23
angra dos reis,2019,29,11
aperibe,2019,29,1
araruama,2019,29,2
areal,2019,29,0
armacao dos buzios,2019,29,2
arraial do cabo,2019,29,0
barra do pirai,2019,29,0
barra mansa,2019,29,7
belford roxo,2019,29,21
bom jardim,2019,29,0
bom jesus do itabapoana,2019,29,0
cabo frio,2019,29,5
cachoeiras de macacu,2019,29,0
cambuci,2019,29,0
carapebus,2019,29,0
comendador levy gasparian,2019,29,0
campos dos goytacazes,2019,29,0
cantagalo,2019,29,0
cardoso moreira,2019,29,2
carmo,2019,29,0
casimiro de abreu,2019,29,1
conceicao de macabu,2019,29,0
cordeiro,2019,29,0
duas barras,2019,29,0
duque de caxias,2019,29,12
engenheiro paulo de frontin,2019,29,0
guapimirim,2019,29,1
iguaba grande,2019,29,27
itaborai,2019,29,14
itaguai,2019,29,0
italva,2019,29,2
itaocara,2019,29,0
itaperuna,2019,29,1
itatiaia,2019,29,2
japeri,2019,29,6
laje do muriae,2019,29,0
macae,2019,29,42
macuco,2019,29,0
mage,2019,29,0
mangaratiba,2019,29,2
marica,2019,29,6
mendes,2019,29,0
mesquita,2019,29,0
miguel pereira,2019,29,0
miracema,2019,29,0
natividade,2019,29,1
nilopolis,2019,29,0
niteroi,2019,29,4
nova friburgo,2019,29,8
nova iguacu,2019,29,5
paracambi,2019,29,0
paraiba do sul,2019,29,0
paraty,2019,29,21
paty do alferes,2019,29,1
petropolis,2019,29,1
pinheiral,2019,29,0
pirai,2019,29,1
porciuncula,2019,29,2
porto real,2019,29,0
quatis,2019,29,0
queimados,2019,29,0
quissama,2019,29,1
resende,2019,29,5
rio bonito,2019,29,0
rio claro,2019,29,0
rio das flores,2019,29,0
rio das ostras,2019,29,8
rio de janeiro,2019,29,238
santa maria madalena,2019,29,0
santo antonio de padua,2019,29,2
sao francisco de itabapoana,2019,29,9
sao fidelis,2019,29,0
sao goncalo,2019,29,6
sao joao da barra,2019,29,1
sao joao de meriti,2019,29,8
sao jose de uba,2019,29,0
sao jose do vale do rio preto,2019,29,0
sao pedro da aldeia,2019,29,7
sao sebastiao do alto,2019,29,0
sapucaia,2019,29,0
saquarema,2019,29,2
seropedica,2019,29,3
silva jardim,2019,29,0
sumidouro,2019,29,0
tangua,2019,29,0
teresopolis,2019,29,0
trajano de moraes,2019,29,0
tres rios,2019,29,1
valenca,2019,29,2
varre-sai,2019,29,0
vassouras,2019,29,2
volta redonda,2019,29,11
angra dos reis,2019,30,11
aperibe,2019,30,0
araruama,2019,30,7
areal,2019,30,0
armacao dos buzios,2019,30,3
arraial do cabo,2019,30,0
barra do pirai,2019,30,2
barra mansa,2019,30,2
belford roxo,2019,30,9
bom jardim,2019,30,1
bom jesus do itabapoana,2019,30,0
cabo frio,2019,30,5
cachoeiras de macacu,2019,30,0
cambuci,2019,30,0
carapebus,2019,30,0
comendador levy gasparian,2019,30,0
campos dos goytacazes,2019,30,0
cantagalo,2019,30,0
cardoso moreira,2019,30,3
carmo,2019,30,0
casimiro de abreu,2019,30,0
conceicao de macabu,2019,30,0
cordeiro,2019,30,0
duas barras,2019,30,0
duque de caxias,2019,30,10
engenheiro paulo de frontin,2019,30,0
guapimirim,2019,30,0
iguaba grande,2019,30,16
itaborai,2019,30,12
itaguai,2019,30,2
italva,2019,30,2
itaocara,2019,30,0
itaperuna,2019,30,0
itatiaia,2019,30,3
japeri,2019,30,2
laje do muriae,2019,30,0
macae,2019,30,2
macuco,2019,30,0
mage,2019,30,1
mangaratiba,2019,30,1
marica,2019,30,6
mendes,2019,30,0
mesquita,2019,30,0
miguel pereira,2019,30,1
miracema,2019,30,0
natividade,2019,30,4
nilopolis,2019,30,0
niteroi,2019,30,2
nova friburgo,2019,30,3
nova iguacu,2019,30,3
paracambi,2019,30,0
paraiba do sul,2019,30,0
paraty,2019,30,29
paty do alferes,2019,30,2
petropolis,2019,30,1
pinheiral,2019,30,0
pirai,2019,30,4
porciuncula,2019,30,2
porto real,2019,30,0
quatis,2019,30,0
queimados,2019,30,0
quissama,2019,30,0
resende,2019,30,3
rio bonito,2019,30,0
rio claro,2019,30,0
rio das flores,2019,30,0
rio das ostras,2019,30,5
rio de janeiro,2019,30,168
santa maria madalena,2019,30,0
santo antonio de padua,2019,30,5
sao francisco de itabapoana,2019,30,3
sao fidelis,2019,30,0
sao goncalo,2019,30,8
sao joao da barra,2019,30,0
sao joao de meriti,2019,30,2
sao jose de uba,2019,30,0
sao jose do vale do rio preto,2019,30,0
sao pedro da aldeia,2019,30,3
sao sebastiao do alto,2019,30,0
sapucaia,2019,30,0
saquarema,2019,30,6
seropedica,2019,30,1
silva jardim,2019,30,0
sumidouro,2019,30,0
tangua,2019,30,0
teresopolis,2019,30,0
trajano de moraes,2019,30,0
tres rios,2019,30,0
valenca,2019,30,0
varre-sai,2019,30,0
vassouras,2019,30,1
volta redonda,2019,30,6
angra dos reis,2019,31,12
aperibe,2019,31,0
araruama,2019,31,0
areal,2019,31,0
armacao dos buzios,2019,31,1
arraial do cabo,2019,31,0
barra do pirai,2019,31,2
barra mansa,2019,31,0
belford roxo,2019,31,3
bom jardim,2019,31,0
bom jesus do itabapoana,2019,31,0
cabo frio,2019,31,2
cachoeiras de macacu,2019,31,0
cambuci,2019,31,0
carapebus,2019,31,0
comendador levy gasparian,2019,31,0
campos dos goytacazes,2019,31,0
cantagalo,2019,31,0
cardoso moreira,2019,31,1
carmo,2019,31,0
casimiro de abreu,2019,31,0
conceicao de macabu,2019,31,0
cordeiro,2019,31,0
duas barras,2019,31,0
duque de caxias,2019,31,8
engenheiro paulo de frontin,2019,31,0
guapimirim,2019,31,0
iguaba grande,2019,31,9
itaborai,2019,31,14
itaguai,2019,31,0
italva,2019,31,0
itaocara,2019,31,0
itaperuna,2019,31,1
itatiaia,2019,31,0
japeri,2019,31,5
laje do muriae,2019,31,0
macae,2019,31,4
macuco,2019,31,0
mage,2019,31,0
mangaratiba,2019,31,4
marica,2019,31,5
mendes,2019,31,0
mesquita,2019,31,2
miguel pereira,2019,31,0
miracema,2019,31,0
natividade,2019,31,14
nilopolis,2019,31,0
niteroi,2019,31,1
nova friburgo,2019,31,10
nova iguacu,2019,31,9
paracambi,2019,31,0
paraiba do sul,2019,31,0
paraty,2019,31,15
paty do alferes,2019,31,2
petropolis,2019,31,0
pinheiral,2019,31,1
pirai,2019,31,2
porciuncula,2019,31,1
porto real,2019,31,0
quatis,2019,31,0
queimados,2019,31,0
quissama,2019,31,0
resende,2019,31,5
rio bonito,2019,31,0
rio claro,2019,31,0
rio das flores,2019,31,0
rio das ostras,2019,31,5
rio de janeiro,2019,31,169
santa maria madalena,2019,31,0
santo antonio de padua,2019,31,2
sao francisco de itabapoana,2019,31,1
sao fidelis,2019,31,0
sao goncalo,2019,31,15
sao joao da barra,2019,31,0
sao joao de meriti,2019,31,4
sao jose de uba,2019,31,0
sao jose do vale do rio preto,2019,31,0
sao pedro da aldeia,2019,31,1
sao sebastiao do alto,2019,31,0
sapucaia,2019,31,0
saquarema,2019,31,3
seropedica,2019,31,1
silva jardim,2019,31,0
sumidouro,2019,31,0
tangua,2019,31,0
teresopolis,2019,31,0
trajano de moraes,2019,31,0
tres rios,2019,31,0
valenca,2019,31,1
varre-sai,2019,31,0
vassouras,2019,31,4
volta redonda,2019,31,6
angra dos reis,2019,32,9
aperibe,2019,32,0
araruama,2019,32,1
areal,2019,32,0
armacao dos buzios,2019,32,1
arraial do cabo,2019,32,0
barra do pirai,2019,32,6
barra mansa,2019,32,0
belford roxo,2019,32,3
bom jardim,2019,32,0
bom jesus do itabapoana,2019,32,0
cabo frio,2019,32,3
cachoeiras de macacu,2019,32,0
cambuci,2019,32,0
carapebus,2019,32,0
comendador levy gasparian,2019,32,0
campos dos goytacazes,2019,32,0
cantagalo,2019,32,0
cardoso moreira,2019,32,2
carmo,2019,32,0
casimiro de abreu,2019,32,0
conceicao de macabu,2019,32,0
cordeiro,2019,32,0
duas barras,2019,32,0
duque de caxias,2019,32,5
engenheiro paulo de frontin,2019,32,0
guapimirim,2019,32,0
iguaba grande,2019,32,13
itaborai,2019,32,13
