municipio,year,week,population
guapimirim,2010,46,61388
iguaba grande,2010,46,28837
itaborai,2010,46,242543
itaguai,2010,46,134819
italva,2010,46,15299
itaocara,2010,46,23222
itaperuna,2010,46,103800
itatiaia,2010,46,32064
japeri,2010,46,105548
laje do muriae,2010,46,7326
macae,2010,46,261501
macuco,2010,46,5623
mage,2010,46,246433
mangaratiba,2010,46,45220
marica,2010,46,164504
mendes,2010,46,18648
mesquita,2010,46,5546
miguel pereira,2010,46,25581
miracema,2010,46,27154
natividade,2010,46,9250
nilopolis,2010,46,162693
niteroi,2010,46,515317
nova friburgo,2010,46,191158
nova iguacu,2010,46,823302
paracambi,2010,46,52683
paraiba do sul,2010,46,44518
paraty,2010,46,43680
paty do alferes,2010,46,27858
petropolis,2010,46,306678
pinheiral,2010,46,25364
pirai,2010,46,29545
porciuncula,2010,46,18960
porto real,2010,46,19974
quatis,2010,46,14435
queimados,2010,46,151335
quissama,2010,46,25126
resende,2010,46,132312
rio bonito,2010,46,60573
rio claro,2010,46,18605
rio das flores,2010,46,9344
rio das ostras,2010,46,155193
rio de janeiro,2010,46,6747815
santa maria madalena,2010,46,10392
santo antonio de padua,2010,46,42594
sao francisco de itabapoana,2010,46,42210
sao fidelis,2010,46,38710
sao goncalo,2010,46,1091737
sao joao da barra,2010,46,36423
sao joao de meriti,2010,46,472906
sao jose de uba,2010,46,7206
sao jose do vale do rio preto,2010,46,21916
sao pedro da aldeia,2010,46,106049
sao sebastiao do alto,2010,46,9387
sapucaia,2010,46,6009
saquarema,2010,46,90583
seropedica,2010,46,83092
silva jardim,2010,46,21774
sumidouro,2010,46,15667
tangua,2010,46,34610
teresopolis,2010,46,184240
trajano de moraes,2010,46,10640
tres rios,2010,46,82142
valenca,2010,46,97233
varre-sai,2010,46,11106
vassouras,2010,46,37083
volta redonda,2010,46,273988
angra dos reis,2010,47,207044
aperibe,2010,47,11901
araruama,2010,47,134293
areal,2010,47,12669
armacao dos buzios,2010,47,34477
arraial do cabo,2010,47,30593
barra do pirai,2010,47,100764
barra mansa,2010,47,184833
belford roxo,2010,47,513118
bom jardim,2010,47,41822
bom jesus do itabapoana,2010,47,37203
cabo frio,2010,47,230378
cachoeiras de macacu,2010,47,59303
cambuci,2010,47,15514
carapebus,2010,47,16586
comendador levy gasparian,2010,47,8576
campos dos goytacazes,2010,47,511168
cantagalo,2010,47,4551
cardoso moreira,2010,47,12821
carmo,2010,47,19030
casimiro de abreu,2010,47,45041
conceicao de macabu,2010,47,23398
cordeiro,2010,47,22041
duas barras,2010,47,11528
duque de caxias,2010,47,924624
engenheiro paulo de frontin,2010,47,14071
guapimirim,2010,47,61388
iguaba grande,2010,47,28837
itaborai,2010,47,242543
itaguai,2010,47,134819
italva,2010,47,15299
itaocara,2010,47,23222
itaperuna,2010,47,103800
itatiaia,2010,47,32064
japeri,2010,47,105548
laje do muriae,2010,47,7326
macae,2010,47,261501
macuco,2010,47,5623
mage,2010,47,246433
mangaratiba,2010,47,45220
marica,2010,47,164504
mendes,2010,47,18648
mesquita,2010,47,5546
miguel pereira,2010,47,25581
miracema,2010,47,27154
natividade,2010,47,9250
nilopolis,2010,47,162693
niteroi,2010,47,515317
nova friburgo,2010,47,191158
nova iguacu,2010,47,823302
paracambi,2010,47,52683
paraiba do sul,2010,47,44518
paraty,2010,47,43680
paty do alferes,2010,47,27858
petropolis,2010,47,306678
pinheiral,2010,47,25364
pirai,2010,47,29545
porciuncula,2010,47,18960
porto real,2010,47,19974
quatis,2010,47,14435
queimados,2010,47,151335
quissama,2010,47,25126
resende,2010,47,132312
rio bonito,2010,47,60573
rio claro,2010,47,18605
rio das flores,2010,47,9344
rio das ostras,2010,47,155193
rio de janeiro,2010,47,6747815
santa maria madalena,2010,47,10392
santo antonio de padua,2010,47,42594
sao francisco de itabapoana,2010,47,42210
sao fidelis,2010,47,38710
sao goncalo,2010,47,1091737
sao joao da barra,2010,47,36423
sao joao de meriti,2010,47,472906
sao jose de uba,2010,47,7206
sao jose do vale do rio preto,2010,47,21916
sao pedro da aldeia,2010,47,106049
sao sebastiao do alto,2010,47,9387
sapucaia,2010,47,6009
saquarema,2010,47,90583
seropedica,2010,47,83092
silva jardim,2010,47,21774
sumidouro,2010,47,15667
tangua,2010,47,34610
teresopolis,2010,47,184240
trajano de moraes,2010,47,10640
tres rios,2010,47,82142
valenca,2010,47,97233
varre-sai,2010,47,11106
vassouras,2010,47,37083
volta redonda,2010,47,273988
angra dos reis,2010,48,207044
aperibe,2010,48,11901
araruama,2010,48,134293
areal,2010,48,12669
armacao dos buzios,2010,48,34477
arraial do cabo,2010,48,30593
barra do pirai,2010,48,100764
barra mansa,2010,48,184833
belford roxo,2010,48,513118
bom jardim,2010,48,41822
bom jesus do itabapoana,2010,48,37203
cabo frio,2010,48,230378
cachoeiras de macacu,2010,48,59303
cambuci,2010,48,15514
carapebus,2010,48,16586
comendador levy gasparian,2010,48,8576
campos dos goytacazes,2010,48,511168
cantagalo,2010,48,4551
cardoso moreira,2010,48,12821
carmo,2010,48,19030
casimiro de abreu,2010,48,45041
conceicao de macabu,2010,48,23398
cordeiro,2010,48,22041
duas barras,2010,48,11528
duque de caxias,2010,48,924624
engenheiro paulo de frontin,2010,48,14071
guapimirim,2010,48,61388
iguaba grande,2010,48,28837
itaborai,2010,48,242543
itaguai,2010,48,134819
italva,2010,48,15299
itaocara,2010,48,23222
itaperuna,2010,48,103800
itatiaia,2010,48,32064
japeri,2010,48,105548
laje do muriae,2010,48,7326
macae,2010,48,261501
macuco,2010,48,5623
mage,2010,48,246433
mangaratiba,2010,48,45220
marica,2010,48,164504
mendes,2010,48,18648
mesquita,2010,48,5546
miguel pereira,2010,48,25581
miracema,2010,48,27154
natividade,2010,48,9250
nilopolis,2010,48,162693
niteroi,2010,48,515317
nova friburgo,2010,48,191158
nova iguacu,2010,48,823302
paracambi,2010,48,52683
paraiba do sul,2010,48,44518
paraty,2010,48,43680
paty do alferes,2010,48,27858
petropolis,2010,48,306678
pinheiral,2010,48,25364
pirai,2010,48,29545
porciuncula,2010,48,18960
porto real,2010,48,19974
quatis,2010,48,14435
queimados,2010,48,151335
quissama,2010,48,25126
resende,2010,48,132312
rio bonito,2010,48,60573
rio claro,2010,48,18605
rio das flores,2010,48,9344
rio das ostras,2010,48,155193
rio de janeiro,2010,48,6747815
santa maria madalena,2010,48,10392
santo antonio de padua,2010,48,42594
sao francisco de itabapoana,2010,48,42210
sao fidelis,2010,48,38710
sao goncalo,2010,48,1091737
sao joao da barra,2010,48,36423
sao joao de meriti,2010,48,472906
sao jose de uba,2010,48,7206
sao jose do vale do rio preto,2010,48,21916
sao pedro da aldeia,2010,48,106049
sao sebastiao do alto,2010,48,9387
sapucaia,2010,48,6009
saquarema,2010,48,90583
seropedica,2010,48,83092
silva jardim,2010,48,21774
sumidouro,2010,48,15667
tangua,2010,48,34610
teresopolis,2010,48,184240
trajano de moraes,2010,48,10640
tres rios,2010,48,82142
valenca,2010,48,97233
varre-sai,2010,48,11106
vassouras,2010,48,37083
volta redonda,2010,48,273988
angra dos reis,2010,49,207044
aperibe,2010,49,11901
araruama,2010,49,134293
areal,2010,49,12669
armacao dos buzios,2010,49,34477
arraial do cabo,2010,49,30593
barra do pirai,2010,49,100764
barra mansa,2010,49,184833
belford roxo,2010,49,513118
bom jardim,2010,49,41822
bom jesus do itabapoana,2010,49,37203
cabo frio,2010,49,230378
cachoeiras de macacu,2010,49,59303
cambuci,2010,49,15514
carapebus,2010,49,16586
comendador levy gasparian,2010,49,8576
campos dos goytacazes,2010,49,511168
cantagalo,2010,49,4551
cardoso moreira,2010,49,12821
carmo,2010,49,19030
casimiro de abreu,2010,49,45041
conceicao de macabu,2010,49,23398
cordeiro,2010,49,22041
duas barras,2010,49,11528
duque de caxias,2010,49,924624
engenheiro paulo de frontin,2010,49,14071
guapimirim,2010,49,61388
iguaba grande,2010,49,28837
itaborai,2010,49,242543
itaguai,2010,49,134819
italva,2010,49,15299
itaocara,2010,49,23222
itaperuna,2010,49,103800
itatiaia,2010,49,32064
japeri,2010,49,105548
laje do muriae,2010,49,7326
macae,2010,49,261501
macuco,2010,49,5623
mage,2010,49,246433
mangaratiba,2010,49,45220
marica,2010,49,164504
mendes,2010,49,18648
mesquita,2010,49,5546
miguel pereira,2010,49,25581
miracema,2010,49,27154
natividade,2010,49,9250
nilopolis,2010,49,162693
niteroi,2010,49,515317
nova friburgo,2010,49,191158
nova iguacu,2010,49,823302
paracambi,2010,49,52683
paraiba do sul,2010,49,44518
paraty,2010,49,43680
paty do alferes,2010,49,27858
petropolis,2010,49,306678
pinheiral,2010,49,25364
pirai,2010,49,29545
porciuncula,2010,49,18960
porto real,2010,49,19974
quatis,2010,49,14435
queimados,2010,49,151335
quissama,2010,49,25126
resende,2010,49,132312
rio bonito,2010,49,60573
rio claro,2010,49,18605
rio das flores,2010,49,9344
rio das ostras,2010,49,155193
rio de janeiro,2010,49,6747815
santa maria madalena,2010,49,10392
santo antonio de padua,2010,49,42594
sao francisco de itabapoana,2010,49,42210
sao fidelis,2010,49,38710
sao goncalo,2010,49,1091737
sao joao da barra,2010,49,36423
sao joao de meriti,2010,49,472906
sao jose de uba,2010,49,7206
sao jose do vale do rio preto,2010,49,21916
sao pedro da aldeia,2010,49,106049
sao sebastiao do alto,2010,49,9387
sapucaia,2010,49,6009
saquarema,2010,49,90583
seropedica,2010,49,83092
silva jardim,2010,49,21774
sumidouro,2010,49,15667
tangua,2010,49,34610
teresopolis,2010,49,184240
trajano de moraes,2010,49,10640
tres rios,2010,49,82142
valenca,2010,49,97233
varre-sai,2010,49,11106
vassouras,2010,49,37083
volta redonda,2010,49,273988
angra dos reis,2010,50,207044
aperibe,2010,50,11901
araruama,2010,50,134293
areal,2010,50,12669
armacao dos buzios,2010,50,34477
arraial do cabo,2010,50,30593
barra do pirai,2010,50,100764
barra mansa,2010,50,184833
belford roxo,2010,50,513118
bom jardim,2010,50,41822
bom jesus do itabapoana,2010,50,37203
cabo frio,2010,50,230378
cachoeiras de macacu,2010,50,59303
cambuci,2010,50,15514
carapebus,2010,50,16586
comendador levy gasparian,2010,50,8576
campos dos goytacazes,2010,50,511168
cantagalo,2010,50,4551
cardoso moreira,2010,50,12821
carmo,2010,50,19030
casimiro de abreu,2010,50,45041
conceicao de macabu,2010,50,23398
cordeiro,2010,50,22041
duas barras,2010,50,11528
duque de caxias,2010,50,924624
engenheiro paulo de frontin,2010,50,14071
guapimirim,2010,50,61388
iguaba grande,2010,50,28837
itaborai,2010,50,242543
itaguai,2010,50,134819
italva,2010,50,15299
itaocara,2010,50,23222
itaperuna,2010,50,103800
itatiaia,2010,50,32064
japeri,2010,50,105548
laje do muriae,2010,50,7326
macae,2010,50,261501
macuco,2010,50,5623
mage,2010,50,246433
mangaratiba,2010,50,45220
marica,2010,50,164504
mendes,2010,50,18648
mesquita,2010,50,5546
miguel pereira,2010,50,25581
miracema,2010,50,27154
natividade,2010,50,9250
nilopolis,2010,50,162693
niteroi,2010,50,515317
nova friburgo,2010,50,191158
nova iguacu,2010,50,823302
paracambi,2010,50,52683
paraiba do sul,2010,50,44518
paraty,2010,50,43680
paty do alferes,2010,50,27858
petropolis,2010,50,306678
pinheiral,2010,50,25364
pirai,2010,50,29545
porciuncula,2010,50,18960
porto real,2010,50,19974
quatis,2010,50,14435
queimados,2010,50,151335
quissama,2010,50,25126
resende,2010,50,132312
rio bonito,2010,50,60573
rio claro,2010,50,18605
rio das flores,2010,50,9344
rio das ostras,2010,50,155193
rio de janeiro,2010,50,6747815
santa maria madalena,2010,50,10392
santo antonio de padua,2010,50,42594
sao francisco de itabapoana,2010,50,42210
sao fidelis,2010,50,38710
sao goncalo,2010,50,1091737
sao joao da barra,2010,50,36423
sao joao de meriti,2010,50,472906
sao jose de uba,2010,50,7206
sao jose do vale do rio preto,2010,50,21916
sao pedro da aldeia,2010,50,106049
sao sebastiao do alto,2010,50,9387
sapucaia,2010,50,6009
saquarema,2010,50,90583
seropedica,2010,50,83092
silva jardim,2010,50,21774
sumidouro,2010,50,15667
tangua,2010,50,34610
teresopolis,2010,50,184240
trajano de moraes,2010,50,10640
tres rios,2010,50,82142
valenca,2010,50,97233
varre-sai,2010,50,11106
vassouras,2010,50,37083
volta redonda,2010,50,273988
angra dos reis,2010,51,207044
aperibe,2010,51,11901
araruama,2010,51,134293
areal,2010,51,12669
armacao dos buzios,2010,51,34477
arraial do cabo,2010,51,30593
barra do pirai,2010,51,100764
barra mansa,2010,51,184833
belford roxo,2010,51,513118
bom jardim,2010,51,41822
bom jesus do itabapoana,2010,51,37203
cabo frio,2010,51,230378
cachoeiras de macacu,2010,51,59303
cambuci,2010,51,15514
carapebus,2010,51,16586
comendador levy gasparian,2010,51,8576
campos dos goytacazes,2010,51,511168
cantagalo,2010,51,4551
cardoso moreira,2010,51,12821
carmo,2010,51,19030
casimiro de abreu,2010,51,45041
conceicao de macabu,2010,51,23398
cordeiro,2010,51,22041
duas barras,2010,51,11528
duque de caxias,2010,51,924624
engenheiro paulo de frontin,2010,51,14071
guapimirim,2010,51,61388
iguaba grande,2010,51,28837
itaborai,2010,51,242543
itaguai,2010,51,134819
italva,2010,51,15299
itaocara,2010,51,23222
itaperuna,2010,51,103800
itatiaia,2010,51,32064
japeri,2010,51,105548
laje do muriae,2010,51,7326
macae,2010,51,261501
macuco,2010,51,5623
mage,2010,51,246433
mangaratiba,2010,51,45220
marica,2010,51,164504
mendes,2010,51,18648
mesquita,2010,51,5546
miguel pereira,2010,51,25581
miracema,2010,51,27154
natividade,2010,51,9250
nilopolis,2010,51,162693
niteroi,2010,51,515317
nova friburgo,2010,51,191158
nova iguacu,2010,51,823302
paracambi,2010,51,52683
paraiba do sul,2010,51,44518
paraty,2010,51,43680
paty do alferes,2010,51,27858
petropolis,2010,51,306678
pinheiral,2010,51,25364
pirai,2010,51,29545
porciuncula,2010,51,18960
porto real,2010,51,19974
quatis,2010,51,14435
queimados,2010,51,151335
quissama,2010,51,25126
resende,2010,51,132312
rio bonito,2010,51,60573
rio claro,2010,51,18605
rio das flores,2010,51,9344
rio das ostras,2010,51,155193
rio de janeiro,2010,51,6747815
santa maria madalena,2010,51,10392
santo antonio de padua,2010,51,42594
sao francisco de itabapoana,2010,51,42210
sao fidelis,2010,51,38710
sao goncalo,2010,51,1091737
sao joao da barra,2010,51,36423
sao joao de meriti,2010,51,472906
sao jose de uba,2010,51,7206
sao jose do vale do rio preto,2010,51,21916
sao pedro da aldeia,2010,51,106049
sao sebastiao do alto,2010,51,9387
sapucaia,2010,51,6009
saquarema,2010,51,90583
seropedica,2010,51,83092
silva jardim,2010,51,21774
sumidouro,2010,51,15667
tangua,2010,51,34610
teresopolis,2010,51,184240
trajano de moraes,2010,51,10640
tres rios,2010,51,82142
valenca,2010,51,97233
varre-sai,2010,51,11106
vassouras,2010,51,37083
volta redonda,2010,51,273988
angra dos reis,2010,52,207044
aperibe,2010,52,11901
araruama,2010,52,134293
areal,2010,52,12669
armacao dos buzios,2010,52,34477
arraial do cabo,2010,52,30593
barra do pirai,2010,52,100764
barra mansa,2010,52,184833
belford roxo,2010,52,513118
bom jardim,2010,52,41822
bom jesus do itabapoana,2010,52,37203
cabo frio,2010,52,230378
cachoeiras de macacu,2010,52,59303
cambuci,2010,52,15514
carapebus,2010,52,16586
comendador levy gasparian,2010,52,8576
campos dos goytacazes,2010,52,511168
cantagalo,2010,52,4551
cardoso moreira,2010,52,12821
carmo,2010,52,19030
casimiro de abreu,2010,52,45041
conceicao de macabu,2010,52,23398
cordeiro,2010,52,22041
duas barras,2010,52,11528
duque de caxias,2010,52,924624
engenheiro paulo de frontin,2010,52,14071
guapimirim,2010,52,61388
iguaba grande,2010,52,28837
itaborai,2010,52,242543
itaguai,2010,52,134819
italva,2010,52,15299
itaocara,2010,52,23222
itaperuna,2010,52,103800
itatiaia,2010,52,32064
japeri,2010,52,105548
laje do muriae,2010,52,7326
macae,2010,52,261501
macuco,2010,52,5623
mage,2010,52,246433
mangaratiba,2010,52,45220
marica,2010,52,164504
mendes,2010,52,18648
mesquita,2010,52,5546
miguel pereira,2010,52,25581
miracema,2010,52,27154
natividade,2010,52,9250
nilopolis,2010,52,162693
niteroi,2010,52,515317
nova friburgo,2010,52,191158
nova iguacu,2010,52,823302
paracambi,2010,52,52683
paraiba do sul,2010,52,44518
paraty,2010,52,43680
paty do alferes,2010,52,27858
petropolis,2010,52,306678
pinheiral,2010,52,25364
pirai,2010,52,29545
porciuncula,2010,52,18960
porto real,2010,52,19974
quatis,2010,52,14435
queimados,2010,52,151335
quissama,2010,52,25126
resende,2010,52,132312
rio bonito,2010,52,60573
rio claro,2010,52,18605
rio das flores,2010,52,9344
rio das ostras,2010,52,155193
rio de janeiro,2010,52,6747815
santa maria madalena,2010,52,10392
santo antonio de padua,2010,52,42594
sao francisco de itabapoana,2010,52,42210
sao fidelis,2010,52,38710
sao goncalo,2010,52,1091737
sao joao da barra,2010,52,36423
sao joao de meriti,2010,52,472906
sao jose de uba,2010,52,7206
sao jose do vale do rio preto,2010,52,21916
sao pedro da aldeia,2010,52,106049
sao sebastiao do alto,2010,52,9387
sapucaia,2010,52,6009
saquarema,2010,52,90583
seropedica,2010,52,83092
silva jardim,2010,52,21774
sumidouro,2010,52,15667
tangua,2010,52,34610
teresopolis,2010,52,184240
trajano de moraes,2010,52,10640
tres rios,2010,52,82142
valenca,2010,52,97233
varre-sai,2010,52,11106
vassouras,2010,52,37083
volta redonda,2010,52,273988
angra dos reis,2011,1,207044
aperibe,2011,1,11901
araruama,2011,1,134293
areal,2011,1,12669
armacao dos buzios,2011,1,34477
arraial do cabo,2011,1,30593
barra do pirai,2011,1,100764
barra mansa,2011,1,184833
belford roxo,2011,1,513118
bom jardim,2011,1,41822
bom jesus do itabapoana,2011,1,37203
cabo frio,2011,1,230378
cachoeiras de macacu,2011,1,59303
cambuci,2011,1,15514
carapebus,2011,1,16586
comendador levy gasparian,2011,1,8576
campos dos goytacazes,2011,1,511168
cantagalo,2011,1,4551
cardoso moreira,2011,1,12821
carmo,2011,1,19030
casimiro de abreu,2011,1,45041
conceicao de macabu,2011,1,23398
cordeiro,2011,1,22041
duas barras,2011,1,11528
duque de caxias,2011,1,924624
engenheiro paulo de frontin,2011,1,14071
guapimirim,2011,1,61388
iguaba grande,2011,1,28837
itaborai,2011,1,242543
itaguai,2011,1,134819
italva,2011,1,15299
itaocara,2011,1,23222
itaperuna,2011,1,103800
itatiaia,2011,1,32064
japeri,2011,1,105548
laje do muriae,2011,1,7326
macae,2011,1,261501
macuco,2011,1,5623
mage,2011,1,246433
mangaratiba,2011,1,45220
marica,2011,1,164504
mendes,2011,1,18648
mesquita,2011,1,5546
miguel pereira,2011,1,25581
miracema,2011,1,27154
natividade,2011,1,9250
nilopolis,2011,1,162693
niteroi,2011,1,515317
nova friburgo,2011,1,191158
nova iguacu,2011,1,823302
paracambi,2011,1,52683
paraiba do sul,2011,1,44518
paraty,2011,1,43680
paty do alferes,2011,1,27858
petropolis,2011,1,306678
pinheiral,2011,1,25364
pirai,2011,1,29545
porciuncula,2011,1,18960
porto real,2011,1,19974
quatis,2011,1,14435
queimados,2011,1,151335
quissama,2011,1,25126
resende,2011,1,132312
rio bonito,2011,1,60573
rio claro,2011,1,18605
rio das flores,2011,1,9344
rio das ostras,2011,1,155193
rio de janeiro,2011,1,6747815
santa maria madalena,2011,1,10392
santo antonio de padua,2011,1,42594
sao francisco de itabapoana,2011,1,42210
sao fidelis,2011,1,38710
sao goncalo,2011,1,1091737
sao joao da barra,2011,1,36423
sao joao de meriti,2011,1,472906
sao jose de uba,2011,1,7206
sao jose do vale do rio preto,2011,1,21916
sao pedro da aldeia,2011,1,106049
sao sebastiao do alto,2011,1,9387
sapucaia,2011,1,6009
saquarema,2011,1,90583
seropedica,2011,1,83092
silva jardim,2011,1,21774
sumidouro,2011,1,15667
tangua,2011,1,34610
teresopolis,2011,1,184240
trajano de moraes,2011,1,10640
tres rios,2011,1,82142
valenca,2011,1,97233
varre-sai,2011,1,11106
vassouras,2011,1,37083
volta redonda,2011,1,273988
angra dos reis,2011,2,207044
aperibe,2011,2,11901
araruama,2011,2,134293
areal,2011,2,12669
armacao dos buzios,2011,2,34477
arraial do cabo,2011,2,30593
barra do pirai,2011,2,100764
barra mansa,2011,2,184833
belford roxo,2011,2,513118
bom jardim,2011,2,41822
bom jesus do itabapoana,2011,2,37203
cabo frio,2011,2,230378
cachoeiras de macacu,2011,2,59303
cambuci,2011,2,15514
carapebus,2011,2,16586
comendador levy gasparian,2011,2,8576
campos dos goytacazes,2011,2,511168
cantagalo,2011,2,4551
cardoso moreira,2011,2,12821
carmo,2011,2,19030
casimiro de abreu,2011,2,45041
conceicao de macabu,2011,2,23398
cordeiro,2011,2,22041
duas barras,2011,2,11528
duque de caxias,2011,2,924624
engenheiro paulo de frontin,2011,2,14071
guapimirim,2011,2,61388
iguaba grande,2011,2,28837
itaborai,2011,2,242543
itaguai,2011,2,134819
italva,2011,2,15299
itaocara,2011,2,23222
itaperuna,2011,2,103800
itatiaia,2011,2,32064
japeri,2011,2,105548
laje do muriae,2011,2,7326
macae,2011,2,261501
macuco,2011,2,5623
mage,2011,2,246433
mangaratiba,2011,2,45220
marica,2011,2,164504
mendes,2011,2,18648
mesquita,2011,2,5546
miguel pereira,2011,2,25581
miracema,2011,2,27154
natividade,2011,2,9250
nilopolis,2011,2,162693
niteroi,2011,2,515317
nova friburgo,2011,2,191158
nova iguacu,2011,2,823302
paracambi,2011,2,52683
paraiba do sul,2011,2,44518
paraty,2011,2,43680
paty do alferes,2011,2,27858
petropolis,2011,2,306678
pinheiral,2011,2,25364
pirai,2011,2,29545
porciuncula,2011,2,18960
porto real,2011,2,19974
quatis,2011,2,14435
queimados,2011,2,151335
quissama,2011,2,25126
resende,2011,2,132312
rio bonito,2011,2,60573
rio claro,2011,2,18605
rio das flores,2011,2,9344
rio das ostras,2011,2,155193
rio de janeiro,2011,2,6747815
santa maria madalena,2011,2,10392
santo antonio de padua,2011,2,42594
sao francisco de itabapoana,2011,2,42210
sao fidelis,2011,2,38710
sao goncalo,2011,2,1091737
sao joao da barra,2011,2,36423
sao joao de meriti,2011,2,472906
sao jose de uba,2011,2,7206
sao jose do vale do rio preto,2011,2,21916
sao pedro da aldeia,2011,2,106049
sao sebastiao do alto,2011,2,9387
sapucaia,2011,2,6009
saquarema,2011,2,90583
seropedica,2011,2,83092
silva jardim,2011,2,21774
sumidouro,2011,2,15667
tangua,2011,2,34610
teresopolis,2011,2,184240
trajano de moraes,2011,2,10640
tres rios,2011,2,82142
valenca,2011,2,97233
varre-sai,2011,2,11106
vassouras,2011,2,37083
volta redonda,2011,2,273988
angra dos reis,2011,3,207044
aperibe,2011,3,11901
araruama,2011,3,134293
areal,2011,3,12669
armacao dos buzios,2011,3,34477
arraial do cabo,2011,3,30593
barra do pirai,2011,3,100764
barra mansa,2011,3,184833
belford roxo,2011,3,513118
bom jardim,2011,3,41822
bom jesus do itabapoana,2011,3,37203
cabo frio,2011,3,230378
cachoeiras de macacu,2011,3,59303
cambuci,2011,3,15514
carapebus,2011,3,16586
comendador levy gasparian,2011,3,8576
campos dos goytacazes,2011,3,511168
cantagalo,2011,3,4551
cardoso moreira,2011,3,12821
carmo,2011,3,19030
casimiro de abreu,2011,3,45041
conceicao de macabu,2011,3,23398
cordeiro,2011,3,22041
duas barras,2011,3,11528
duque de caxias,2011,3,924624
engenheiro paulo de frontin,2011,3,14071
guapimirim,2011,3,61388
iguaba grande,2011,3,28837
itaborai,2011,3,242543
itaguai,2011,3,134819
italva,2011,3,15299
itaocara,2011,3,23222
itaperuna,2011,3,103800
itatiaia,2011,3,32064
japeri,2011,3,105548
laje do muriae,2011,3,7326
macae,2011,3,261501
macuco,2011,3,5623
mage,2011,3,246433
mangaratiba,2011,3,45220
marica,2011,3,164504
mendes,2011,3,18648
mesquita,2011,3,5546
miguel pereira,2011,3,25581
miracema,2011,3,27154
natividade,2011,3,9250
nilopolis,2011,3,162693
niteroi,2011,3,515317
nova friburgo,2011,3,191158
nova iguacu,2011,3,823302
paracambi,2011,3,52683
paraiba do sul,2011,3,44518
paraty,2011,3,43680
paty do alferes,2011,3,27858
petropolis,2011,3,306678
pinheiral,2011,3,25364
pirai,2011,3,29545
porciuncula,2011,3,18960
porto real,2011,3,19974
quatis,2011,3,14435
queimados,2011,3,151335
quissama,2011,3,25126
resende,2011,3,132312
rio bonito,2011,3,60573
rio claro,2011,3,18605
rio das flores,2011,3,9344
rio das ostras,2011,3,155193
rio de janeiro,2011,3,6747815
santa maria madalena,2011,3,10392
santo antonio de padua,2011,3,42594
sao francisco de itabapoana,2011,3,42210
sao fidelis,2011,3,38710
sao goncalo,2011,3,1091737
sao joao da barra,2011,3,36423
sao joao de meriti,2011,3,472906
sao jose de uba,2011,3,7206
sao jose do vale do rio preto,2011,3,21916
sao pedro da aldeia,2011,3,106049
sao sebastiao do alto,2011,3,9387
sapucaia,2011,3,6009
saquarema,2011,3,90583
seropedica,2011,3,83092
silva jardim,2011,3,21774
sumidouro,2011,3,15667
tangua,2011,3,34610
teresopolis,2011,3,184240
trajano de moraes,2011,3,10640
tres rios,2011,3,82142
valenca,2011,3,97233
varre-sai,2011,3,11106
vassouras,2011,3,37083
volta redonda,2011,3,273988
angra dos reis,2011,4,207044
aperibe,2011,4,11901
araruama,2011,4,134293
areal,2011,4,12669
armacao dos buzios,2011,4,34477
arraial do cabo,2011,4,30593
barra do pirai,2011,4,100764
barra mansa,2011,4,184833
belford roxo,2011,4,513118
bom jardim,2011,4,41822
bom jesus do itabapoana,2011,4,37203
cabo frio,2011,4,230378
cachoeiras de macacu,2011,4,59303
cambuci,2011,4,15514
carapebus,2011,4,16586
comendador levy gasparian,2011,4,8576
campos dos goytacazes,2011,4,511168
cantagalo,2011,4,4551
cardoso moreira,2011,4,12821
carmo,2011,4,19030
casimiro de abreu,2011,4,45041
conceicao de macabu,2011,4,23398
cordeiro,2011,4,22041
duas barras,2011,4,11528
duque de caxias,2011,4,924624
engenheiro paulo de frontin,2011,4,14071
guapimirim,2011,4,61388
iguaba grande,2011,4,28837
itaborai,2011,4,242543
itaguai,2011,4,134819
italva,2011,4,15299
itaocara,2011,4,23222
itaperuna,2011,4,103800
itatiaia,2011,4,32064
japeri,2011,4,105548
laje do muriae,2011,4,7326
macae,2011,4,261501
macuco,2011,4,5623
mage,2011,4,246433
mangaratiba,2011,4,45220
marica,2011,4,164504
mendes,2011,4,18648
mesquita,2011,4,5546
miguel pereira,2011,4,25581
miracema,2011,4,27154
natividade,2011,4,9250
nilopolis,2011,4,162693
niteroi,2011,4,515317
nova friburgo,2011,4,191158
nova iguacu,2011,4,823302
paracambi,2011,4,52683
paraiba do sul,2011,4,44518
paraty,2011,4,43680
paty do alferes,2011,4,27858
petropolis,2011,4,306678
pinheiral,2011,4,25364
pirai,2011,4,29545
porciuncula,2011,4,18960
porto real,2011,4,19974
quatis,2011,4,14435
queimados,2011,4,151335
quissama,2011,4,25126
resende,2011,4,132312
rio bonito,2011,4,60573
rio claro,2011,4,18605
rio das flores,2011,4,9344
rio das ostras,2011,4,155193
rio de janeiro,2011,4,6747815
santa maria madalena,2011,4,10392
santo antonio de padua,2011,4,42594
sao francisco de itabapoana,2011,4,42210
sao fidelis,2011,4,38710
sao goncalo,2011,4,1091737
sao joao da barra,2011,4,36423
sao joao de meriti,2011,4,472906
sao jose de uba,2011,4,7206
sao jose do vale do rio preto,2011,4,21916
sao pedro da aldeia,2011,4,106049
sao sebastiao do alto,2011,4,9387
sapucaia,2011,4,6009
saquarema,2011,4,90583
seropedica,2011,4,83092
